AverageAbsY,PolicyRegParamNorm,MinEsReturn,AverageEsReturn,MaxReturn,Iteration,AverageAction,AverageAbsQ,AveragePolicySurr,QFunRegParamNorm,StdEsReturn,AverageAbsQYDiff,StdReturn,AverageQLoss,Epoch,AverageDiscountedReturn,AverageReturn,MinReturn,AverageQ,MaxEsReturn,AverageY
6.27547762729,18.9881,-10.2627718518,36.6951944254,600.411408925,19,0.653818,6.2579,-7.03146,18.7756,38.4479750191,0.405213803495,104.276682026,0.414276,19,56.9001212569,96.2737794816,43.1236177881,5.30471,104.509476143,5.3066203114
7.16046541912,19.8006,35.1625874937,116.667079897,746.185301644,20,0.675184,7.14153,-7.90335,19.4986,104.835577035,0.450712762156,176.558765537,0.559202,20,108.720168316,468.447919502,106.529715022,6.2299,321.087456176,6.23159020332
8.05259617346,20.5101,8.39011823765,249.78427891,966.689009254,21,0.74481,8.03362,-8.80881,20.2321,156.622957661,0.477778226289,230.535602904,0.647795,21,56.1277392663,153.495794152,28.9182225608,7.14556,434.513006618,7.14763548164
9.1063199622,21.1373,28.9755232419,224.412455511,619.165474303,22,0.736018,9.0871,-9.88196,21.0736,157.235969161,0.534613766664,170.124475864,0.85483,22,84.9597611031,249.420950223,92.3181647038,8.20901,388.158213837,8.21121239525
10.1288599445,21.7222,49.5115935506,182.718785882,735.248209714,23,0.736077,10.1119,-10.9332,21.759,125.634865503,0.557193123057,255.149747746,0.943289,23,92.7916611393,391.650584357,75.0119640928,9.21907,376.523624927,9.22150447383
11.3020879172,22.2982,189.436881845,276.123256945,550.023967811,24,0.713943,11.2844,-12.1625,22.4334,81.8083620391,0.593645452145,152.022381183,1.07152,24,93.7227336166,299.295104423,101.950826808,10.422,429.087425185,10.4241052659
12.4257740346,22.9168,59.9056824091,198.72214332,542.562952022,25,0.721004,12.4079,-13.3958,23.0856,172.82246043,0.632718286185,49.23780735,1.22987,25,125.593603365,433.476698857,344.335553049,11.5846,521.271035929,11.5877041185
13.5084790325,23.5158,97.7405981318,232.08632072,235.375634767,26,0.821158,13.4921,-14.4884,23.8693,115.197598285,0.679730412726,28.0645342323,1.50174,26,60.5204022419,95.5412814348,58.0073968894,12.7001,401.555613592,12.7031661228
14.7069130878,24.0418,126.372017503,266.614946837,129.815753284,27,0.797196,14.6888,-15.7256,24.5479,87.9581268061,0.710897658291,11.7151118271,1.53076,27,62.0511567918,96.3627314548,74.2713719116,13.9541,396.770352997,13.9592420495
16.0284720146,24.5078,198.315852492,451.687899871,559.72688138,28,0.864244,16.0165,-17.0994,25.2272,181.665915077,0.755811153324,102.05793732,1.82634,28,74.9449376085,156.986209431,88.9654210445,15.2948,615.193908031,15.2977309927
17.2340435384,24.9314,35.3749200774,246.872279987,454.189408898,29,0.793514,17.2179,-18.3674,25.9553,224.665728146,0.797189714225,41.5989310138,2.08064,29,128.598717633,352.10068971,277.000070185,16.5385,557.958935408,16.543287514
18.177009617,25.3375,51.1733339004,219.791173875,550.476546429,30,0.780853,18.1649,-19.3269,26.6985,94.8603931326,0.822417198451,55.0803334039,2.13359,30,130.220735668,362.128934367,253.015852006,17.5047,330.76338021,17.5102871342
19.5080730739,25.7093,30.949298533,198.683506167,928.578595376,31,0.736489,19.4935,-20.6702,27.4395,102.668794755,0.899287920475,165.851652029,2.76344,31,92.6276705879,243.429150128,36.7638301106,18.8249,320.430912491,18.8296748947
20.8895797895,26.0336,105.722903862,229.819364211,404.876083685,32,0.719182,20.8768,-22.1662,28.1596,81.2578826578,0.953113973475,38.3697787698,3.05456,32,124.80429987,330.390543236,237.416455186,20.2374,391.681316414,20.2440170189
22.291091794,26.4097,11.5862942926,217.506520123,620.999619686,33,0.712007,22.2786,-23.557,28.8352,103.714533418,1.01580163005,63.7781018528,3.4642,33,130.673479747,377.926756099,251.512067498,21.6259,316.101527904,21.6304159248
23.717227231,26.6901,223.320799478,328.201750368,426.643037564,34,0.707497,23.707,-25.1264,29.4386,94.1759437255,1.09460002577,43.2337070788,4.2275,34,126.747030584,349.412249978,273.050704927,23.0777,450.958491682,23.0850509717
25.3284181536,27.0733,227.491831438,271.394008811,542.698061994,35,0.690076,25.3208,-26.8358,30.089,51.9652536695,1.12564356861,76.5671238884,4.37119,35,128.373787812,341.300531149,193.767796308,24.7541,368.703865949,24.7604958334
26.7173417998,27.4246,25.1250836724,262.025964985,589.860950158,36,0.670345,26.7146,-28.2805,30.7543,140.271735725,1.1897764161,86.572163695,4.79682,36,123.483266717,285.057774759,167.712818842,26.199,367.120161884,26.2048783056
28.1640487536,27.6632,278.026033002,419.225875833,400.764128613,37,0.676623,28.1543,-29.8157,31.3845,95.8775469981,1.25737142167,50.6071815157,5.21759,37,112.637829319,238.635695193,129.715656176,27.674,548.272680071,27.6838351046
29.8148636686,27.987,74.7069373103,215.59484532,967.67251032,38,0.679541,29.8115,-31.5565,31.9667,113.775702492,1.29161218015,157.038094299,5.43936,38,133.233265688,350.49042554,152.934683299,29.3765,320.475099009,29.3823134784
30.9221025089,28.2366,53.5157370548,162.65939215,715.40584979,39,0.716463,30.9185,-32.7262,32.6233,118.105046668,1.36475963141,112.888145745,6.17582,39,129.128815224,365.703561294,173.672393232,30.5112,362.15972699,30.5196589534
32.3347436505,28.5056,164.94998205,269.24993422,508.78171218,40,0.715763,32.3321,-34.2159,33.2314,54.4914860463,1.42734978879,68.6474937753,6.55321,40,122.784353154,264.178528261,137.02308951,31.9537,322.668855917,31.9590163764
33.9869793787,28.7705,11.1357284841,146.554518102,1052.30654352,41,0.721381,33.9799,-35.9191,33.8184,86.9725004129,1.46499151814,256.319372551,6.80116,41,106.840314824,497.851120456,131.845768559,33.6359,284.336917129,33.6475194464
35.3123910706,29.068,24.9691247887,103.177257993,465.947413064,42,0.750901,35.3125,-37.3082,34.4024,83.1658217498,1.56940456018,73.6060917022,8.26835,42,127.231677602,274.630868029,152.476168429,34.9932,218.356595127,34.9970822279
36.5519999212,29.2823,81.0350899389,201.136214876,806.032065849,43,0.77373,36.5532,-38.5714,34.9684,67.2018127864,1.62019700545,142.159520998,8.56228,43,121.324777651,389.610711889,221.422264038,36.268,292.760900407,36.2758942882
38.0875755826,29.5329,33.4878329303,144.011423639,847.205104356,44,0.752274,38.0873,-40.2216,35.5039,67.3337177319,1.72685340287,177.284204984,9.92068,44,98.6687796704,527.673029083,265.930583795,37.8334,225.519912292,37.843648315
39.1737708531,29.778,-0.594984127418,107.966248971,891.272193869,45,0.753455,39.1736,-41.3916,36.0358,111.875308921,1.77124939496,236.911205964,9.98188,45,106.019488265,416.184059024,46.5718439559,38.9465,295.686050519,38.9557187157
40.8703501788,30.0143,16.3838835638,146.938609653,589.226020093,46,0.751344,40.8712,-43.0837,36.6202,130.729900174,1.83687075438,119.941449715,10.7173,46,90.1537274256,219.970311982,31.35924872,40.6524,371.701543486,40.6620230351
42.3607907203,30.2761,5.73269863561,73.9731703245,600.256761547,47,0.776818,42.3638,-44.6215,37.1379,54.3354445778,1.92614487388,158.680786936,11.7549,47,90.3768356141,303.815071285,30.936605559,42.1539,157.614939038,42.1618427462
44.1170993769,30.5338,9.71460709145,136.000366355,507.860803689,48,0.758545,44.1201,-46.4081,37.6462,112.280518877,2.03325742131,111.217695951,13.4573,48,102.507865642,238.247464354,23.372490991,43.9405,333.405755004,43.9504370288
45.4433384047,30.7772,5.91531106305,133.202510127,707.56060352,49,0.761391,45.4423,-47.7387,38.1397,91.3991128055,2.08619835749,183.101778457,14.2846,49,76.1293591205,263.312395396,11.1922093288,45.2725,305.084775773,45.2837653194
46.8336272293,30.9803,-4.04090533778,159.169829039,579.148342586,50,0.735761,46.8364,-49.1801,38.6681,110.669837373,2.1350683941,92.1919344935,15.1255,50,131.000871635,286.10416787,57.6416618309,46.6828,356.911681607,46.6899037609
48.5687302966,31.2208,-2.25534132043,118.400807645,541.843796073,51,0.760892,48.5621,-50.92,39.1727,87.547805972,2.17519784806,126.885346107,15.0046,51,97.5342767756,295.297221149,23.1237335428,48.429,289.493878761,48.4437209038
50.1382960912,31.3781,35.7253570784,108.348216058,477.044409557,52,0.756198,50.1376,-52.5391,39.6178,69.3553052595,2.25396727934,81.3006422375,16.5422,52,94.565584737,205.891994937,38.5749310211,50.0229,278.102888305,50.0356348131
51.7202405337,31.6037,15.0293897038,161.479400106,459.270471898,53,0.782435,51.7202,-54.1804,40.0868,129.100068656,2.30970236014,53.6127408939,16.7159,53,77.6862348557,129.192135337,90.9377011481,51.6143,362.821061669,51.6250515729
53.2631572633,31.8165,10.1398799811,184.346746708,674.76649276,54,0.767306,53.2688,-55.7341,40.5506,164.468397006,2.40920304697,68.7853129293,19.2175,54,104.108022674,191.576464447,81.7672360523,53.1618,488.113977396,53.173229809
54.7618962404,32.0566,32.5825644303,126.820944338,777.926525966,55,0.771186,54.7549,-57.3569,40.9657,67.1985284853,2.40524048778,127.317328184,16.9598,55,91.6961574731,222.784575225,15.4593719544,54.6671,233.89936636,54.6817865239
56.3985116891,32.3122,60.3753339015,182.678748051,542.889801006,56,0.750864,56.3921,-59.0003,41.3884,78.459658282,2.43581786539,108.399040372,18.7433,56,109.445988174,305.003706749,22.4747938273,56.3078,306.217956602,56.322175586
57.6196216048,32.4965,7.31132067785,129.502992008,480.715356912,57,0.759164,57.6166,-60.2162,41.8215,104.11207123,2.48982372899,112.789254082,19.7276,57,94.730557853,192.18382529,19.6502128852,57.5376,297.132961171,57.5512256041
59.2942180549,32.7276,29.3753885291,150.553210713,511.075692664,58,0.744337,59.2918,-61.9466,42.2021,87.9973730419,2.51274131132,138.952888976,19.3506,58,65.7802840577,172.589245943,18.7093120345,59.2134,294.936469074,59.2300218024
61.0358486627,32.9673,49.6319414559,204.592263624,528.22481738,59,0.762802,61.0324,-63.7189,42.6648,110.220537399,2.56479470648,91.5537452891,19.8937,59,98.5495791571,252.279467187,49.1849330151,60.9596,437.080880891,60.9744209341
62.5639820375,33.2041,3.99526398916,136.39908884,624.727081903,60,0.748686,62.57,-65.2784,43.0839,100.79092753,2.66440535998,110.309591018,22.1664,60,104.284221715,246.35192188,91.2103202571,62.4934,291.67855143,62.5058418768
63.964770512,33.4048,16.8214183843,162.170333916,503.576388194,61,0.738942,63.9649,-66.6495,43.4937,129.603984514,2.63246090042,134.618960816,21.2534,61,80.3332689104,178.231003637,11.1812963979,63.8985,330.20759801,63.9105387433
65.5526764842,33.5819,18.8955022183,116.600174026,571.767798526,62,0.732467,65.5528,-68.2449,43.8812,86.8834593182,2.74159910175,111.18220967,23.4609,62,102.479837414,250.089630359,46.3127084843,65.4854,275.669864059,65.4978326393
66.9445782694,33.7984,-34.0896104015,141.043158708,624.490019474,63,0.757247,66.9428,-69.6539,44.2833,122.652217209,2.76217098972,118.869649984,23.3288,63,116.382318824,291.310728128,66.5161320155,66.8726,337.162571211,66.8914802916
68.7017116571,33.948,49.5071575812,216.633012167,626.10504482,64,0.735158,68.7016,-71.4455,44.6461,106.037601064,2.77799375743,129.136091838,23.4797,64,87.4739128522,224.031877075,-21.5011691567,68.6358,429.01063208,68.6470026594
70.2127186533,34.1546,-11.7637247378,133.874328968,580.80825551,65,0.755583,70.2106,-72.815,44.9815,115.235620074,2.79894158938,118.339695874,23.7486,65,101.828531957,280.392084689,32.2555008266,70.1404,325.169414887,70.1506853258
71.4974537716,34.3867,11.0727749181,138.94982381,568.27279182,66,0.748135,71.4959,-74.1985,45.4464,130.214410934,2.8911770301,117.474325772,25.7034,66,105.536187598,286.493201072,49.4544234012,71.419,351.230250586,71.4365451866
72.964347087,34.5902,9.06132308656,79.9231750923,410.564312389,67,0.728684,72.9687,-75.781,45.862,74.3092912039,2.965609911,89.9060048641,26.8304,67,83.7570552807,169.126739838,23.6088607625,72.8848,224.981113619,72.8987343518
74.2224360726,34.8433,-13.256391894,138.119070647,557.594749174,68,0.739473,74.2293,-76.9916,46.2323,129.974443119,2.95373154106,105.88031326,27.1662,68,87.5788774553,210.994453362,21.9790741425,74.1461,388.663627967,74.159504601
75.8425631758,35.0285,3.79118205426,144.510073213,512.847987484,69,0.743474,75.8496,-78.666,46.5422,107.274475311,2.97664759558,79.3345202744,25.7243,69,102.637368649,174.204543779,53.4950588709,75.7717,280.854950754,75.786397725
77.0775495059,35.2287,16.8149689667,88.7865876022,586.471062706,70,0.756435,77.08,-79.8906,46.9132,54.3206388124,3.06500043495,121.766233399,28.6609,70,112.26275293,255.701250602,67.0870571647,77.002,175.777174435,77.018176604
78.6378403002,35.4513,-3.12619047769,188.248024797,503.802334426,71,0.760144,78.6455,-81.4455,47.2904,135.479426504,3.11161104041,92.3662925737,28.5763,71,91.5805241308,170.401760334,50.664491711,78.5651,439.538783338,78.5817777623
80.021739391,35.6992,101.987689048,227.316764984,396.271960849,72,0.754722,80.025,-82.7801,47.6174,84.8991715015,3.19009420291,81.9409185245,32.6458,72,92.7241244582,175.385110871,37.2676705961,79.9487,372.861356787,79.9631886657
81.4302612231,35.9296,-57.5330098632,96.450190411,544.759821407,73,0.761938,81.4365,-84.2188,47.9464,90.3009033572,3.19317863205,89.9459365852,31.1505,73,101.092385967,235.144771923,89.388846089,81.3596,225.792709963,81.3738434551
82.7471034838,36.1271,-169.169203647,92.0172492021,504.55993524,74,0.758161,82.7494,-85.5754,48.303,115.366332088,3.20622240785,116.335659299,31.7412,74,90.9422700251,224.418987827,13.4657635264,82.6769,221.355133191,82.6948829837
84.2529042318,36.3638,4.60677671187,234.71762508,643.131507769,75,0.770098,84.2539,-87.1432,48.6348,151.533917157,3.27001299673,130.351120633,32.3217,75,106.653309695,244.803123836,44.034487493,84.1638,442.080154327,84.1826445908
85.2696364757,36.6003,28.3100793131,138.700491914,562.289785873,76,0.737617,85.2707,-88.1962,49.0095,133.697109744,3.36975002391,94.4374713839,35.1749,76,85.1068012654,219.124657777,23.9301392089,85.1763,423.25306345,85.1967477512
86.6013845848,36.8337,-9.03263449012,126.00784117,554.814480093,77,0.769799,86.6159,-89.4449,49.3668,149.199560955,3.36565976138,105.507136625,34.7385,77,98.2862950071,236.528226032,71.9296565426,86.5243,413.53777827,86.5322375168
87.8688999126,37.0873,-48.5997121022,71.4711311995,472.389934789,78,0.761313,87.8744,-90.6867,49.7555,94.0173384716,3.44578540968,69.4796600758,36.1367,78,100.005402695,199.654858022,101.454549067,87.7779,221.74937976,87.8016770936
88.935675038,37.3355,16.4185903218,110.720312945,402.086118425,79,0.791575,88.9482,-91.8376,50.0651,58.3045524578,3.36495850266,73.0397016472,32.795,79,78.3270621889,166.189191536,-36.5233866168,88.8542,221.170591691,88.8681727114
90.2811430532,37.593,-38.2593377082,78.4425683172,483.753343629,80,0.785021,90.2845,-93.0919,50.3911,99.2209695127,3.42889169017,116.01237344,34.7354,80,86.4961330426,199.233018878,-110.551450589,90.1943,234.538050743,90.2093619187
91.1634453449,37.8196,-1.81456135569,168.925932371,441.526371373,81,0.762557,91.162,-93.9762,50.76,97.7211015961,3.54090430487,77.2745695438,38.4648,81,83.1944216555,141.801772375,75.6082679196,91.0573,303.736062993,91.083582552
92.2211831242,38.0336,-69.8911064111,95.594053561,595.915765666,82,0.779942,92.2187,-95.0946,51.1688,118.114904597,3.5794613317,84.6768409368,38.3593,82,100.777543517,190.230002966,94.4818513655,92.1231,296.810005617,92.1471208235
93.7069148516,38.2335,8.21984215987,134.323549349,451.50592001,83,0.793801,93.7202,-96.6293,51.4713,81.9509833166,3.48402638603,70.270916809,33.4243,83,99.4782191218,183.451404689,-10.4889556122,93.6066,239.631199981,93.6174687219
94.9348549106,38.4382,93.6524865547,191.798997524,538.304395143,84,0.810123,94.9349,-97.7799,51.8399,90.3455257874,3.60177328925,86.0710208403,37.6003,84,98.5201912907,219.167667103,-7.9611211747,94.8245,370.902448316,94.8438077856
96.1321772262,38.6246,5.86807113908,146.92368495,966.729438156,85,0.76373,96.1282,-99.1011,52.1651,154.404625505,3.65158749696,286.53676964,38.4571,85,72.8563971016,305.4713969,-67.6838647646,96.0228,499.703578828,96.0455617669
97.448463486,38.8327,88.3890454103,210.528481696,868.9828883,86,0.798799,97.4546,-100.446,52.45,120.208157646,3.67816537122,182.540178284,39.3775,86,37.1048428021,124.94504322,-146.515340174,97.3361,406.954684856,97.3590175039
98.6031085723,39.0071,2.60410558015,113.329751532,477.063541715,87,0.801549,98.6076,-101.636,52.7473,83.4646345166,3.68106338623,82.5983206596,39.8502,87,63.9209091166,154.241799865,49.9736570946,98.5007,241.821716681,98.5160613946
100.170859821,39.1915,-44.8597446569,152.345011878,355.887844004,88,0.827632,100.165,-103.351,53.1039,125.173000464,3.7295519502,88.1540390135,41.0876,88,65.7934837327,150.104190203,-17.1069548829,100.066,279.626962694,100.091985156
101.414607125,39.3133,11.8772353647,140.630955209,574.963394168,89,0.809272,101.415,-104.592,53.4102,102.460160986,3.81439822002,101.057439365,42.9242,89,65.4100348061,169.230016263,63.8004420569,101.315,326.973174518,101.334256923
102.569441632,39.484,1.8166243423,206.151693388,512.578063347,90,0.80983,102.566,-105.76,53.7477,147.190716142,3.88322278524,136.009283243,42.0874,90,56.1006563893,164.216887966,-54.3857225993,102.459,425.750101014,102.482076886
103.998238265,39.6766,-10.0764148327,159.194901026,888.3734552,91,0.823786,104.001,-107.31,54.0215,116.399401361,3.84165734932,109.52077048,41.4444,91,71.3236746514,138.838797495,71.627474185,103.89,368.616250563,103.910193907
105.902543859,39.8332,156.770917188,250.263702807,424.152068137,92,0.83274,105.9,-109.229,54.3568,71.1796837947,3.89641217782,100.16699504,42.6902,92,45.1101034742,131.302307286,-22.4647036079,105.787,341.293761907,105.812313701
107.272027919,40.036,5.40536304968,124.992444763,494.154961941,93,0.843361,107.268,-110.734,54.6377,71.2691504957,3.96836856848,56.9889604003,44.9912,93,59.1003159775,106.157377012,-10.4772292686,107.155,236.657493661,107.178809843
108.866613722,40.2037,-5.56874228849,92.7791713072,366.965434023,94,0.834874,108.866,-112.385,54.928,100.393329415,4.04307400028,61.0280976264,45.8009,94,64.2005120447,119.561634973,39.5816037564,108.73,315.370580781,108.758191715
110.324162038,40.3625,86.8525095719,164.070602114,170.942918654,95,0.844241,110.331,-113.967,55.2191,62.4993058913,4.04433327542,25.1195417133,46.9381,95,43.9090435333,64.8547311797,37.7972312608,110.206,241.595654033,110.227120499
112.277168436,40.4922,44.1777071964,113.212254062,901.245897088,96,0.836934,112.273,-116.033,55.474,68.2680849354,4.10659312397,174.656855499,49.1155,96,62.9623967207,145.91481426,-219.813703139,112.162,229.922402842,112.189944716
113.671087275,40.6265,-125.054753235,9.24904999642,235.049202198,97,0.855657,113.665,-117.525,55.8053,97.3240644419,4.14291440587,30.7167641378,47.9752,97,52.8369702858,87.3526574143,55.8488652097,113.553,129.687825287,113.578758071
115.331024638,40.7691,-16.3398445062,43.2299275351,240.305165899,98,0.82988,115.333,-119.138,56.1054,45.0161975442,4.18691067278,35.1289696547,49.1918,98,65.3061962843,136.726948749,60.768549129,115.213,105.435815123,115.236715901
116.99628069,40.8792,-8.07598978594,132.072797737,260.53817256,99,0.857673,117.002,-120.986,56.4339,91.546548826,4.3494061944,40.9236894587,55.6536,99,56.3696882499,90.9646320324,54.3458615024,116.88,284.85101855,116.907837109
118.735510703,41.0119,1.00050463387,100.491963926,344.343477009,100,0.834829,118.738,-122.746,56.7832,87.7321422312,4.35652404465,85.4405501196,55.3319,100,66.9267958561,149.650572599,-218.838201847,118.622,276.880514272,118.650522289
120.44113512,41.1664,28.5506709056,146.664419528,935.941914652,101,0.857673,120.444,-124.588,57.0967,89.2930763961,4.38808768259,133.650125243,53.9236,101,56.0668469696,138.160628356,-75.2847811359,120.319,299.132127827,120.351351518
121.862480337,41.2859,-2.02226471736,94.6288592147,954.413788401,102,0.828398,121.867,-125.949,57.3823,77.8828065994,4.44016152491,99.2653757265,54.7565,102,45.3764554354,74.3328774118,20.9842014669,121.748,218.403740591,121.775628334
123.472290177,41.4195,54.6434911246,157.307027325,630.107862985,103,0.839633,123.472,-127.707,57.6596,64.7818880348,4.50735780257,114.759637597,59.0101,103,77.4045725774,155.410788568,54.4780281597,123.365,232.152741983,123.398250785
125.031428906,41.5929,-138.214370884,75.3930640887,325.451831251,104,0.839999,125.048,-129.359,57.9601,97.9276778099,4.55634701898,48.4347916864,58.2593,104,62.4604415988,103.621425341,59.1677303174,124.924,198.78599197,124.943746975
127.07372745,41.6957,25.5345250782,151.269622831,329.293206469,105,0.848276,127.069,-131.557,58.2695,95.2708768743,4.58285121172,50.4817936427,58.389,105,55.7119644644,103.145512806,43.5949015823,126.955,346.480302261,126.988021113
128.404355029,41.8643,43.1690439207,175.405243553,342.818144434,106,0.871065,128.405,-132.786,58.5892,106.310055098,4.77220587537,34.2883495804,69.4164,106,56.6337241075,79.8223696896,51.0956595091,128.286,355.337412155,128.317562643
130.647258329,41.9966,3.33406431547,135.750747404,469.420440423,107,0.874897,130.652,-135.084,58.8797,93.0884648158,4.74860038186,96.9752145007,66.4675,107,66.5949889618,134.187767526,-85.8978487674,130.542,280.971024738,130.569514767
131.826069404,42.1399,7.62966808009,150.637194917,651.387461458,108,0.836188,131.828,-136.357,59.1705,137.605291118,4.80563651441,145.829997988,68.8508,108,72.901291864,191.799419669,-60.6397548609,131.719,419.738900997,131.750815213
133.633743637,42.2573,-3.72031008516,104.987499839,631.237133359,109,0.856277,133.628,-138.335,59.4242,89.2221686551,4.7760683941,139.961934886,64.9311,109,72.7800266975,158.685887181,-95.8510696429,133.529,300.803574689,133.565240566
135.553828944,42.3945,-8.73390535609,83.4038202574,1370.42100245,110,0.851216,135.553,-140.336,59.7172,55.5617637743,4.85154593927,224.666604695,68.098,110,80.4410858102,207.562969774,-80.2011556654,135.46,192.199763695,135.490619787
137.163335728,42.5215,36.9183669774,101.914934591,613.59045384,111,0.845328,137.171,-141.854,60.0079,43.9583723856,4.92251824654,124.887362902,71.1738,111,39.235530875,70.0737514939,-170.346886217,137.067,159.023614064,137.090151504
138.841930001,42.6605,-31.2989860732,57.6377454202,534.753671244,112,0.856586,138.839,-143.441,60.3084,78.3674429119,4.92587982548,123.793535337,69.7438,112,54.8341731446,114.695736524,-86.8280049483,138.746,270.99848329,138.781638699
140.278033796,42.8067,-18.5515459601,91.8134154156,788.963305548,113,0.846458,140.28,-145.01,60.6242,56.1332210264,5.06799425363,160.600037318,77.0064,113,55.491750163,126.060196203,-213.388061937,140.189,188.787149604,140.218088212
141.728924222,42.9714,-62.9242879997,66.2881238962,687.99166398,114,0.867758,141.73,-146.467,60.8646,85.8958229416,4.98542155305,130.49599439,72.2587,114,90.2048303787,202.408057641,24.9857256165,141.631,278.986723962,141.664088075
142.815145691,43.1354,-37.4571652897,140.333445234,567.912086747,115,0.864679,142.821,-147.465,61.1841,153.680103233,5.1112259557,111.537128634,79.4946,115,64.814943398,143.378491719,35.7544783517,142.727,485.982962726,142.759450474
143.850295383,43.3203,90.2591487574,185.876008308,585.176441828,116,0.859936,143.856,-148.512,61.4785,167.922071452,5.06418545986,105.039742747,72.0383,116,64.5449575189,122.553778738,-104.067466594,143.764,559.914767604,143.794081662
145.727345195,43.4957,-63.300564728,176.438779791,597.27950054,117,0.841041,145.729,-150.339,61.7463,194.033315126,5.12362691255,69.5506803374,75.5167,117,68.7806979449,120.143444424,2.63580538283,145.631,534.364227894,145.665214162
146.946896836,43.6333,-1.18373160805,112.314681365,412.031663276,118,0.860648,146.948,-151.51,61.9606,98.7075657187,5.09863430067,52.7795168637,77.1445,118,85.6031244381,153.889978474,103.703201976,146.853,271.604443196,146.882757242
147.924051025,43.7841,-31.5159631951,102.572413833,369.740651169,119,0.852432,147.931,-152.388,62.1966,98.7311589801,5.11277623166,40.4627627533,78.5021,119,84.3873798594,141.197288948,99.049976633,147.833,325.279627684,147.861102578
148.929736641,43.9333,-10.0203989585,80.4713492425,538.522163661,120,0.853481,148.937,-153.51,62.4489,58.6744305115,5.11837915373,139.083419967,75.4651,120,79.9288571743,182.529587101,-54.5922150518,148.829,164.876753996,148.865426782
149.960840396,44.056,-4.26834584675,126.126134276,715.851329347,121,0.859973,149.971,-154.472,62.682,98.3609351772,5.05134685091,124.967952193,74.2711,121,80.5095117649,174.153898656,89.4178289012,149.865,283.655539757,149.889976343
151.413492796,44.2023,0.849307989662,201.65141429,380.691277433,122,0.855623,151.418,-155.943,62.9044,160.234212582,5.13187618044,47.0916948855,82.4902,122,83.3738715819,133.639476783,95.1653755916,151.311,511.57243419,151.342542448
152.152787335,44.3903,-57.0411964776,119.545602021,528.115685508,123,0.857866,152.171,-156.644,63.1629,124.863164762,5.18951444175,81.4218858352,80.311,123,89.8534382522,180.066803809,92.033783215,152.064,308.059963775,152.090400605
153.31798762,44.5554,-2.73143133859,172.891649944,493.11659714,124,0.845454,153.328,-157.881,63.3697,132.598980519,5.10964834108,93.4325241224,77.7656,124,110.723754823,223.940853172,118.337149785,153.23,467.288311677,153.256949399
