AveragePolicySurr,StdReturn,PolicyRegParamNorm,AverageReturn,MaxReturn,AverageEsReturn,AverageQ,StdEsReturn,AverageDiscountedReturn,AverageAbsY,AverageAction,MinReturn,AverageQLoss,Epoch,AverageAbsQ,MaxEsReturn,AverageY,QFunRegParamNorm,MinEsReturn,Iteration,AverageAbsQYDiff
-260.698,877.602193736,109.132,1001.89936293,3927.70985963,258.173272911,257.996,251.965897859,237.606586031,258.084373299,0.998323,51.5935862057,223.786,911,258.163,816.857063099,257.991305312,138.378,25.5807930641,911,6.96466839994
-260.424,1250.11923301,109.193,1905.671201,3535.67800372,350.436685029,257.675,424.336239625,201.693001738,257.77045651,0.99819,14.9224918188,224.376,912,257.83,966.816936624,257.67542854,138.446,20.6101491864,912,6.99358366929
-260.99,1571.48076503,109.226,2122.73478229,4008.18646567,346.584617597,258.222,378.858332631,158.769715559,258.309606994,0.998845,4.02073329947,199.824,913,258.381,1120.35013813,258.228216869,138.459,4.0503524256,913,6.80183312436
-260.978,1512.99531225,109.301,1770.59404419,4177.13828904,220.11849647,258.18,335.909909232,177.223066986,258.31037658,0.998521,49.5313007555,203.361,914,258.368,969.200850179,258.191838766,138.544,3.19421169117,914,6.82669952434
-260.804,868.770110939,109.321,1177.41368026,3281.61316349,1454.72876123,258.087,1018.54773212,170.147108805,258.221146481,0.998208,146.78942249,230.631,915,258.273,2513.80109456,258.103299074,138.58,79.6551509927,915,7.09460004234
-260.261,1409.64664684,109.369,1472.89351883,3884.89299301,1184.43619103,257.611,980.469886976,141.6733022,257.726355316,0.998554,16.3122672739,239.539,916,257.789,2164.906078,257.614387756,138.652,203.966304053,916,6.99958026952
-261.331,1157.60085366,109.403,2989.6610473,4342.18563761,335.652422363,258.728,352.427777812,248.425243101,258.859113675,0.999009,598.059473925,213.685,917,258.931,947.400312205,258.731084397,138.685,-1.86063144789,917,6.89030795077
-260.624,1238.2077179,109.472,2250.06159582,3817.95029879,587.735660564,257.874,228.393509852,221.719392413,258.010838143,0.9989,579.260038139,213.212,918,258.057,757.17037869,257.893471103,138.719,264.87065773,918,6.96795496226
-261.768,1604.82962083,109.552,2494.75395718,4252.03145698,488.107408213,258.967,690.196109117,200.506164394,259.077380369,0.999003,19.6288047233,206.954,919,259.133,1740.96780313,258.975961225,138.827,15.7153025967,919,6.84981058914
-261.77,773.002691721,109.569,246.553418014,3775.6438264,375.810223382,258.96,157.782460658,35.1886876366,259.071930052,0.998239,16.2746264038,219.7,920,259.14,533.592684039,258.966841665,138.896,218.027762724,920,6.97432933997
-261.551,1356.66787667,109.625,1690.58248026,3633.34411343,1030.27116164,258.783,1052.69206884,141.401676123,258.902971973,0.998585,7.26102345359,217.664,921,258.955,2420.69537279,258.791787475,138.948,6.49171255344,921,6.9295025578
-262.078,999.728673979,109.63,2451.78647087,3617.4399191,1269.03130312,259.255,617.00090925,197.498233857,259.362823188,0.99852,382.975964615,220.506,922,259.443,2138.75077945,259.262296121,139.017,773.128896306,922,6.95731699229
-261.992,955.012318093,109.654,339.70377188,4234.35400945,217.256032792,259.211,278.106193731,37.5007055775,259.340316493,0.998517,16.0618571203,216.934,923,259.403,859.799566238,259.220430075,139.056,13.1303008541,923,6.88223475099
-262.386,1370.08652662,109.754,1492.11351247,3203.45988862,624.118566915,259.607,611.020465685,83.7248870588,259.724227222,0.998388,5.22841682766,206.893,924,259.765,1456.86917938,259.621334963,139.113,7.95880857223,924,6.8353739776
-262.75,1254.65436217,109.829,2520.94814348,3844.28893609,1628.34258734,259.946,0.0,171.261493327,260.086982656,0.998544,120.705056962,221.634,925,260.147,1628.34258734,259.949984741,139.218,1628.34258734,925,6.99049292485
-262.933,1747.13828816,109.874,2034.59167781,4466.9090701,1105.07528056,260.079,1244.7746965,183.06164592,260.20602918,0.998916,123.738379661,209.635,926,260.282,3245.30806271,260.081337201,139.25,76.0930103348,926,6.91709308481
-262.739,773.556979356,109.932,242.723809854,3772.81990149,462.038692258,259.951,374.719430765,36.7527125529,260.084353421,0.998267,13.0906930515,215.494,927,260.147,970.969101618,259.964407367,139.346,79.6502429697,927,6.92432438695
-263.312,1085.12588272,110.011,3009.70355472,4517.99433914,380.475842083,260.598,376.706718819,204.70300199,260.718077666,0.998606,946.290633722,219.156,928,260.782,1077.48115198,260.608443633,139.431,-15.8128180203,928,6.91346515131
-263.397,1411.88163376,110.106,994.03532141,3844.47096463,444.446360218,260.651,553.24785442,100.446224603,260.768733083,0.998039,3.90824762478,212.15,929,260.827,1677.78240676,260.658954823,139.513,17.712628146,929,6.94005744125
-264.171,1243.29556292,110.165,2946.73918834,3958.36666129,287.076197809,261.321,397.942021735,206.016848833,261.438345417,0.998568,471.603784233,210.032,930,261.488,1123.36754306,261.333875517,139.564,6.37548545114,930,6.89135517121
-264.039,1575.09372527,110.227,1429.81592104,3967.40731378,1986.78512767,261.171,1345.44162609,132.13838882,261.275926902,0.998405,10.3638551266,230.363,931,261.357,3332.22675375,261.174457778,139.634,641.343501575,931,6.94158271341
-264.478,761.33916062,110.307,1682.13188135,3105.22666918,402.315960598,261.629,179.466503627,179.889086156,261.744646521,0.997963,379.081053321,209.64,932,261.811,714.671569441,261.62914636,139.673,200.804656585,932,6.87991075865
-264.653,1667.89657166,110.355,1771.59006169,4585.09773969,1354.33429819,261.891,1247.11427537,180.068282902,262.011585753,0.998395,16.8557251919,215.151,933,262.058,2601.44857356,261.912665969,139.731,107.220022815,933,6.92272031321
-264.664,1325.85496199,110.433,1512.60365073,3865.91060327,955.518500085,261.891,1043.58622247,193.321835479,262.006904566,0.9987,39.2246922323,240.634,934,262.049,2412.82649976,261.898249123,139.819,24.878483035,934,7.14021029212
-265.149,1101.1958794,110.482,1732.85641568,3452.98274089,494.897884521,262.44,665.104037211,186.596493563,262.565110363,0.998179,31.4954575125,210.399,935,262.611,1957.88040023,262.447041372,139.891,19.3594085704,935,6.88515078055
-264.311,1153.73166531,110.563,1975.90146472,3808.19726464,329.064059967,261.47,531.027924536,182.215114304,261.592054482,0.998828,238.865280069,219.921,936,261.651,1468.49331795,261.472018835,139.945,3.32408541162,936,6.98337255442
-264.736,1099.12290195,110.635,1479.08620585,3788.19922667,446.191727858,261.886,273.971441682,180.324913697,262.021002566,0.997667,17.7769286093,238.404,937,262.086,736.497255169,261.900807666,140.018,5.96854942204,937,7.10219232125
-265.502,931.588783183,110.659,3328.39741044,4186.6216055,446.189604912,262.691,540.741974286,236.668578814,262.811770666,0.998756,880.727964715,218.827,938,262.88,1537.04710212,262.700892136,140.08,14.9563629921,938,6.91056806328
-265.614,1274.42716737,110.703,2567.9030424,4286.60905627,186.424791637,262.725,143.647455856,203.312515532,262.852861681,0.998828,261.008107844,204.087,939,262.903,401.02806538,262.735711842,140.15,9.85300631901,939,6.92760719702
-265.659,1176.44234889,110.759,2901.51385276,4112.38548615,668.304267663,262.861,595.942059922,215.203869208,262.990270647,0.998299,547.543896882,216.953,940,263.044,1271.66929662,262.869455452,140.225,3.12138571573,940,6.97563734457
-266.382,455.363440289,110.798,2854.41506101,3571.27080988,959.312079777,263.706,871.265583753,202.388064167,263.826912022,0.998428,1865.34017269,201.177,941,263.901,2171.44549017,263.71014189,140.269,32.880342684,941,6.78873830453
-266.341,803.58456247,110.815,3471.70765063,4377.85901804,225.973480848,263.583,369.549814254,219.205125007,263.700103708,0.99909,1666.77990103,246.639,942,263.765,1212.42509352,263.592774151,140.353,0.0758656929862,942,7.13117044139
-266.108,1500.99242638,110.873,2427.86844754,4196.32524261,426.459634153,263.341,416.618176907,189.849505872,263.498656531,0.998294,15.0670885168,231.532,943,263.542,1156.46216817,263.348574863,140.407,126.066887693,943,6.9618647329
-266.054,1438.03366834,110.954,2673.18723755,4628.03824667,777.522743571,263.354,854.923191804,250.172090468,263.486389596,0.99844,496.308230231,256.123,944,263.552,1979.58562798,263.357138881,140.507,64.1342264651,944,7.14014807018
-266.101,1475.34282524,110.98,2269.82667018,4354.85233877,965.832349039,263.525,374.915724257,198.815816128,263.662598518,0.998614,19.3296991593,234.879,945,263.718,1384.02349299,263.541860444,140.562,474.460625422,945,7.09316972772
-265.901,1343.77097908,110.994,2053.20495392,4358.7594074,513.018372337,263.211,407.286257548,192.310890957,263.350175988,0.998608,25.5139135122,225.702,946,263.441,1088.99864838,263.212542936,140.587,222.167361585,946,6.96101189306
-265.964,1394.96905167,111.035,1931.24455012,4143.83836816,458.145253818,263.207,551.577606577,178.841365643,263.346944389,0.998652,17.2234496751,207.281,947,263.395,1414.30210305,263.211993591,140.631,5.9724592138,947,6.90716387084
-266.025,1189.56308409,111.054,2015.42473056,3692.17396616,614.65540507,263.263,689.232042515,187.121268672,263.463400637,0.998578,23.722126018,246.762,948,263.504,1706.25745931,263.277171918,140.718,22.9743390039,948,7.10536671413
-266.557,1224.10062693,111.106,1938.33469938,3696.5147632,171.916476109,263.825,164.655980487,166.127024893,264.012140744,0.998492,16.0055600832,208.974,949,264.065,336.572456596,263.827470375,140.789,7.26049562157,949,6.89541162009
-267.396,1033.93694265,111.104,2361.83270973,3632.06164263,297.152832422,264.645,611.172348272,194.096948424,264.81719682,0.998527,164.432492611,213.222,950,264.843,2322.18060259,264.669658202,140.873,0.0722245046632,950,6.9329430917
-266.653,1008.7476026,111.176,1657.19127612,3893.48273331,275.654858947,263.866,196.887780382,192.261165152,264.033296172,0.998489,582.195987315,229.348,951,264.101,607.057276925,263.865308432,140.914,27.8942546533,951,7.10735903054
-266.963,910.033961852,111.25,2813.53984694,3718.84324273,336.783653963,264.224,366.110704498,194.324009075,264.370361369,0.99853,119.243608134,201.441,952,264.432,845.903147063,264.223691146,140.97,0.654438668228,952,6.83523376296
-267.012,1129.47922649,111.265,2676.14947049,3837.71433814,569.757803254,264.264,710.654040742,165.755151049,264.438660938,0.998727,20.7867332676,234.379,953,264.479,2094.95261873,264.272394318,141.051,23.7778716638,953,7.07786399587
-267.131,1266.71832862,111.339,1500.94716519,3483.43770451,959.676969862,264.33,354.847132976,120.023202288,264.484211205,0.99841,32.8097388096,246.787,954,264.526,1411.7806272,264.338312576,141.113,545.00795232,954,7.09777708507
-266.852,1437.51627923,111.394,2191.95729295,3852.22530004,225.53003284,263.96,212.696511351,152.534200091,264.106665899,0.998586,117.60363116,232.546,955,264.155,649.398722073,263.974933461,141.166,8.01885152853,955,7.06625634495
-267.016,1101.33665006,111.465,2202.9866633,3980.97624416,888.182386885,264.166,658.069015667,215.919513898,264.307072703,0.9987,625.20293292,216.173,956,264.382,1670.87558112,264.176652965,141.238,60.8016548142,956,7.04337158621
-267.485,1242.29207422,111.543,2453.75426631,3976.29847182,405.916844453,264.57,464.224624391,181.130981966,264.742100701,0.998782,35.4029586116,231.33,957,264.807,1146.91066727,264.578552943,141.288,5.78883139784,957,7.07675001592
-267.617,1346.58209301,111.583,2091.86389644,3886.44670975,129.879529062,264.806,294.729366446,175.582178782,264.974917103,0.999035,2.9704257924,210.614,958,265.027,851.211449462,264.812201268,141.356,-3.39514562621,958,6.95147803608
-267.838,648.796338221,111.683,975.546212751,2711.6423535,802.242186679,265.053,645.042955938,167.326337152,265.187470578,0.998707,126.133520346,228.039,959,265.249,1913.53255794,265.062557529,141.436,229.437481256,959,7.02970629851
-268.015,349.885229024,111.764,484.20013284,1939.92012987,840.232532648,265.242,524.09975879,128.683726924,265.389736291,0.998074,36.4553604596,227.24,960,265.433,1484.06092438,265.257696423,141.497,200.301690602,960,7.10262838291
-267.559,1107.27621565,111.81,1619.71518094,3762.72574043,178.166577639,264.738,158.385957272,181.717646971,264.869110653,0.998518,38.809428394,240.002,961,264.946,536.683013756,264.74011477,141.592,24.3113743863,961,7.10160189932
-268.069,884.282601953,111.855,1388.02492652,3894.77632887,643.073042971,265.227,584.056417397,195.989006441,265.351846836,0.998297,269.716738621,233.217,962,265.398,1682.24303817,265.242347153,141.612,206.856832243,962,7.13996310532
-268.569,1082.48846856,111.905,1319.67679426,3751.13833393,566.329225361,265.84,786.65106794,145.844696862,265.95515329,0.998525,35.9004752458,222.85,963,266.017,1925.46841872,265.84537144,141.666,26.8075071913,963,7.00665117963
-268.115,1012.83819654,111.903,982.61426983,3938.37620396,347.632301112,265.341,327.177867432,141.400042319,265.473670829,0.998269,27.6339309697,240.87,964,265.527,965.875153418,265.35178817,141.698,41.1000378964,964,7.15761341808
-268.235,991.24688893,111.939,1222.04671495,3143.0104891,573.013419012,265.482,639.912186099,132.142289677,265.599712059,0.998615,34.968952096,238.581,965,265.693,1571.41646834,265.481833137,141.773,-3.09978590127,965,7.15020082716
-268.672,1206.96360876,111.971,1502.45443042,3377.3465359,996.276428003,265.928,611.74516367,128.818207934,266.063582887,0.998424,38.6310799953,228.207,966,266.124,1608.02159167,265.931618136,141.841,384.531264333,966,7.10169586843
-268.199,1365.48689315,112.012,1816.21423614,4027.54132502,383.891458956,265.486,437.576038918,191.689423515,265.61974361,0.998767,124.166191608,255.571,967,265.677,1424.69209281,265.496610875,141.911,19.4681456991,967,7.31330593011
-268.654,1339.95769079,112.04,1754.23552704,4136.84668015,154.676195525,265.879,110.85050408,180.968035253,265.984359628,0.998517,43.1560539739,208.26,968,266.073,317.150667883,265.885062066,141.978,11.0365524057,968,6.99523830328
-268.347,1533.14426497,112.084,1579.53730405,4040.98115106,109.892347374,265.499,129.902675368,129.692561444,265.606010745,0.998527,41.7936043345,223.298,969,265.655,389.307785115,265.513504583,142.044,-0.194891050784,969,7.09736187341
-269.167,1205.40792037,112.122,2328.81164367,3711.10358324,971.628862332,266.371,378.578526098,203.887630788,266.500790559,0.999002,197.386688539,244.763,970,266.55,1491.82608641,266.378771021,142.09,475.424667008,970,7.27165039728
-268.767,1183.22419544,112.158,2165.41281015,3584.72139632,54.0691996398,265.945,0.0,173.570983897,266.066482328,0.998122,40.3663566984,244.185,971,266.134,54.0691996398,265.950403106,142.146,54.0691996398,971,7.22323431248
-268.778,1130.81867008,112.177,1875.44866745,3160.79242911,3488.35446809,265.894,0.0,134.835768325,266.022256955,0.99822,47.1975784891,239.48,972,266.077,3488.35446809,265.91283142,142.183,3488.35446809,972,7.16680567898
-269.134,1054.20828899,112.19,2420.54597253,3376.61979211,595.070799422,266.188,877.30681057,201.691777412,266.297560767,0.998116,316.463760656,238.559,973,266.37,2487.66082982,266.197662521,142.274,1.53835916006,973,7.24929195681
-269.562,487.864714972,112.231,3100.20902112,3457.92269401,245.737962065,266.743,228.518100869,217.255619954,266.855667066,0.998475,1691.04881188,230.243,974,266.937,683.814084831,266.742206638,142.349,-3.76506887887,974,7.07733349038
-270.173,665.609411108,112.3,2678.44782402,3534.5172501,467.015372832,267.351,562.009400969,223.334636226,267.471657848,0.998796,1447.62688413,224.889,975,267.527,1211.90644175,267.366219063,142.412,3.37904581196,975,7.10613322712
-269.408,986.143222091,112.309,2452.01062433,3848.38041308,1485.61477678,266.616,1024.62075174,242.369169138,266.751672728,0.998339,922.422730457,218.54,976,266.825,2828.35464447,266.623179897,142.499,342.483501651,976,7.09044066632
-269.376,952.399230543,112.335,2464.48808625,3315.03528527,3.24967734935,266.555,0.0,204.167202987,266.683326688,0.998868,224.073426963,225.961,977,266.731,3.24967734935,266.567069592,142.58,3.24967734935,977,7.06001441237
-269.896,975.953242139,112.388,1193.32650872,4059.8059417,891.159036281,266.978,1068.47496008,189.821252417,267.120078501,0.999031,30.8667078879,234.04,978,267.195,2912.54824127,266.982363751,142.674,115.211993523,978,7.20435864026
-269.724,1170.76729857,112.468,2551.79168534,3819.24055345,488.256910427,267.015,437.447938309,183.093551795,267.141668192,0.998908,19.4715033483,232.984,979,267.205,1257.79891274,267.01793736,142.791,0.731350783888,979,7.21395606949
-270.643,1166.64939193,112.515,2042.2037629,3994.88621218,306.509818955,267.805,317.386016174,188.102215078,267.943385424,0.998859,433.250708186,246.57,980,267.978,812.690153827,267.830442227,142.841,2.10694480769,980,7.30393654734
-270.569,1398.67304926,112.573,2062.638868,4108.52124595,337.292034466,267.812,256.504512748,205.514184142,267.931613212,0.999003,184.71667992,205.261,981,267.997,735.632365063,267.814255026,142.896,11.7388886075,981,6.99981471726
-270.367,940.1830853,112.643,3010.68715591,4023.29077907,201.433114468,267.497,97.1301493346,178.858473852,267.613819796,0.999077,1084.52856912,223.987,982,267.681,305.506824749,267.502596475,142.996,21.5241856281,982,7.15218138096
-271.237,1520.78181442,112.682,1466.82536415,3962.57536319,346.980744175,268.382,168.603892925,112.03539096,268.503038964,0.999057,17.1353232122,207.392,983,268.576,594.38333548,268.390868584,143.064,129.606444114,983,6.95431190426
-271.099,1636.50923265,112.819,1595.98998201,3887.36048296,297.235297979,268.224,320.954961662,125.423219144,268.358389544,0.998537,18.9341521677,231.854,984,268.406,894.623303371,268.237804786,143.128,-0.628104597812,984,7.18235467113
-271.158,1086.80959453,112.81,2375.87962798,3609.03470854,346.663101177,268.412,409.003998481,200.051136465,268.523687741,0.998233,129.126076369,249.248,985,268.596,1235.55094727,268.416609761,143.16,0.844423462695,985,7.2833736982
-271.63,1630.94804337,112.811,2368.78151997,4553.96623255,406.435412323,268.776,462.071559617,205.636488959,268.883898266,0.998711,126.876169208,244.614,986,268.958,1298.42507736,268.77469958,143.208,4.63980443097,986,7.27716666712
-271.79,1089.25595908,112.839,2916.43598787,3999.68226644,1371.48964582,268.918,997.298496892,210.444735065,269.051989921,0.998576,639.448973223,244.123,987,269.123,2368.78814271,268.937064543,143.281,374.191148925,987,7.30444317549
-271.881,1505.67803548,112.874,1364.37861122,3868.06210185,245.755175376,268.951,282.578669555,124.832029077,269.073543242,0.999121,9.53896076455,224.618,988,269.126,826.524663178,268.96192096,143.356,7.71075045923,988,7.04874877999
-271.916,1553.35207252,112.9,2856.35596765,4321.72824139,465.355058916,269.174,266.135900591,179.671402428,269.287400835,0.998949,20.8385121654,254.038,989,269.35,841.54888456,269.178604359,143.421,168.878819619,989,7.3102764491
-272.545,1326.91789604,112.997,1266.0427485,4062.83530513,1023.08795008,269.683,672.320680074,153.02457049,269.787082998,0.998677,19.2543813956,225.146,990,269.849,1695.40863015,269.693471333,143.485,350.767270003,990,7.16378939428
-272.474,1346.70086154,113.073,2267.41277148,4032.89535162,629.608037505,269.652,635.828235333,223.200516262,269.773367134,0.998604,575.363127475,223.769,991,269.825,1475.90370056,269.659275369,143.554,11.3107990207,991,7.11288926044
-272.338,1276.25152763,113.111,2477.27171046,4013.02119172,564.907287723,269.529,812.237597361,171.090385917,269.645770684,0.998948,23.8373148719,241.871,992,269.725,2267.2146434,269.541801403,143.625,3.91489594048,992,7.23717728781
-272.127,1138.6353185,113.185,2310.92115366,3566.8556048,1323.79843146,269.47,1217.53483059,194.737947025,269.595891849,0.998688,171.770149821,234.668,993,269.652,2541.33326206,269.482440472,143.688,106.26360087,993,7.15592685042
-272.536,894.793198347,113.243,2052.69575883,3661.91391011,777.247038548,269.818,0.0,183.008277228,269.932856967,0.998918,789.668786383,226.931,994,270.0,777.247038548,269.813166088,143.739,777.247038548,994,7.19244452303
-273.131,1507.98663622,113.322,2136.53754939,3996.12683633,862.266499445,270.363,1167.00230128,150.427448307,270.485318381,0.998684,22.1761007896,248.705,995,270.556,3329.6766094,270.369093122,143.763,0.506878546321,995,7.26583677422
-272.414,663.399254228,113.364,3557.34049131,4430.4297299,498.478266896,269.601,733.085042467,220.671357865,269.752667494,0.999381,2147.89534131,258.936,996,269.817,1949.48612203,269.613678495,143.814,15.5029736367,996,7.35232720934
-273.671,1640.82112425,113.428,1915.67471001,3977.78414958,738.266956684,270.796,729.272043832,140.812103698,270.910319567,0.998978,23.3880841269,230.235,997,270.983,1620.11836217,270.797671345,143.869,13.8377843978,997,7.1294443837
-273.728,1327.46529848,113.476,2270.48669855,3863.47113925,542.291175934,270.838,314.648954759,175.307916221,270.96308525,0.999184,275.33969047,247.347,998,271.017,890.675689418,270.846634759,143.921,128.355055517,998,7.14172213386
-273.498,937.393332317,113.547,3085.95063504,4295.58737572,723.735042518,270.642,0.0,211.350444214,270.783938952,0.998681,1358.13989827,222.461,999,270.843,723.735042518,270.655042752,143.998,723.735042518,999,7.11960874694
-273.512,1158.21999898,113.572,2385.13778238,3679.03062534,1047.67682917,270.778,1176.50437069,171.897370146,270.920090409,0.998956,90.4289624753,250.727,1000,270.973,3199.7902901,270.789105547,144.042,2.65119329187,1000,7.26443470248
-274.033,1517.24214096,113.619,1579.48821562,3974.57113114,422.737875886,271.201,463.358606886,149.786549694,271.344742112,0.999148,22.4806194614,235.419,1001,271.403,1191.79729068,271.215930055,144.073,53.1358296517,1001,7.24871919919
-273.932,2114.87832155,113.697,1913.49773471,4702.57585126,232.682239752,271.113,308.917724992,116.67771351,271.275672389,0.999362,20.7367354286,238.021,1002,271.345,1020.02554575,271.118737013,144.094,13.2131922364,1002,7.19521804165
-274.569,1309.73861912,113.791,2789.78229745,4106.86253833,285.397313659,271.818,292.33563449,172.819674454,271.98941536,0.998543,133.179501335,240.035,1003,272.034,733.029297969,271.820629549,144.133,8.09773574474,1003,7.25882875349
-274.127,852.234177933,113.858,1416.10123294,3415.18147629,442.449614977,271.482,462.769057802,193.936937578,271.667045676,0.998357,166.987733784,232.129,1004,271.723,1327.77478475,271.491309163,144.211,-1.65182406462,1004,7.18428523167
-274.486,1074.44712976,113.927,2260.88933861,3592.58263175,544.732200492,271.86,708.621407964,219.397849042,272.030003409,0.998547,319.015407536,259.901,1005,272.057,1545.42520322,271.878053897,144.253,-2.26819094134,1005,7.43509656476
-274.631,955.229467382,113.981,2451.41341768,3490.07180124,937.776688025,271.95,333.268061521,158.133983662,272.104814061,0.998992,407.832547063,243.835,1006,272.165,1324.0252639,271.952014999,144.284,510.749793279,1006,7.2830609612
-275.556,1207.82408256,114.045,2730.26910747,4352.96266543,413.98624867,272.921,448.642258748,202.576986108,273.070650694,0.998972,120.428294008,219.599,1007,273.15,1234.7240068,272.921631759,144.37,4.22082196889,1007,7.12664100457
-275.923,1100.24093018,114.071,527.152619501,3519.98789689,683.320002954,273.293,656.740881642,48.4610610846,273.468787224,0.99876,21.941528628,244.073,1008,273.521,1787.62785578,273.317259981,144.448,82.2572033247,1008,7.25268505905
-275.027,850.091974773,114.126,2575.42843144,3984.94669025,427.88860274,272.319,200.775885033,182.776885727,272.464816611,0.998641,803.149344183,250.341,1009,272.534,627.000931703,272.32577136,144.493,153.026578808,1009,7.38211270052
-275.491,1286.41259902,114.179,1078.8051325,4011.69961507,584.579004683,272.876,556.492790323,155.080934451,273.013032159,0.998487,118.715481061,239.57,1010,273.097,1375.88114963,272.867360418,144.558,119.489839153,1010,7.25101548587
-276.278,1160.60271479,114.226,3047.06166951,4030.19443118,127.556375953,273.649,115.138244168,227.489465758,273.780399203,0.998748,381.305506171,256.257,1011,273.816,352.813646932,273.665803331,144.629,-4.11946959266,1011,7.3428547944
-275.669,1047.8586069,114.272,3501.68884552,4468.92165746,591.088101581,273.049,589.982356414,198.435022353,273.204646758,0.999166,873.7054577,259.799,1012,273.237,1842.31340734,273.066327696,144.697,93.8053325996,1012,7.41052493159
-276.24,1304.22018685,114.314,2644.23512122,3887.46177522,192.846933564,273.631,226.281703154,190.080894984,273.761578763,0.998601,161.995682191,251.474,1013,273.802,658.189259446,273.637952176,144.808,-3.79290346855,1013,7.2910766088
-276.717,1073.37969518,114.389,968.074543716,3717.25978027,205.924254156,273.983,153.510988813,160.807637352,274.102709925,0.998607,87.9405788925,252.136,1014,274.16,491.293760843,273.983016057,144.933,-3.25367552487,1014,7.34112146829
-276.916,1102.41763513,114.449,2826.54656523,3843.4666005,308.176043482,274.327,564.316671487,173.474427852,274.485882361,0.999229,279.2927496,242.561,1015,274.519,1679.22727731,274.347364999,144.969,-2.08193422226,1015,7.29062768384
-277.112,1276.71127714,114.487,1577.73108541,3587.74541234,500.933219715,274.553,485.983118091,177.388766431,274.687898687,0.998537,123.448593245,243.805,1016,274.766,1304.06818183,274.556514101,145.052,-2.62975966933,1016,7.257420907
-276.966,1455.86171783,114.493,2289.73285099,4030.25195182,370.621475682,274.344,479.545329444,207.906607681,274.47091336,0.999029,141.055117273,238.367,1017,274.538,1498.2914849,274.336503838,145.119,28.228390151,1017,7.28419090865
-277.138,1271.88726191,114.588,1509.43557901,3811.31082328,204.610610789,274.648,207.894076399,174.345865342,274.789934808,0.998628,30.8282075058,273.941,1018,274.831,793.020257735,274.675506745,145.173,4.3837198388,1018,7.43177843063
-276.967,1249.85652619,114.625,3033.41638174,3952.24649341,715.28739749,274.388,584.125061343,205.389977942,274.517152408,0.999084,14.1955093845,240.799,1019,274.585,1299.41245883,274.384311826,145.242,131.162336147,1019,7.30487647298
-277.874,966.548857755,114.691,3104.80443208,4152.88330425,1282.39654745,275.333,570.990957673,228.880335667,275.479374919,0.998709,1034.58861185,240.229,1020,275.525,1853.38750512,275.351824004,145.315,711.405589773,1020,7.29314570762
-277.869,185.876540765,114.737,4060.01472183,4343.12532063,597.542839417,275.37,537.352367451,246.191709066,275.489169315,0.998924,3729.81014983,259.205,1021,275.555,1718.76362606,275.366372985,145.408,189.062239532,1021,7.46145559203
-277.542,1533.32637292,114.763,2283.8332677,3867.60850169,686.902500937,274.913,325.997636313,172.664313315,275.039225439,0.998749,14.2842409831,253.845,1022,275.087,954.840038912,274.922262489,145.454,228.020212485,1022,7.38431103226
-277.984,1492.96483198,114.764,1138.30307509,3658.41217804,476.316326607,275.343,480.865997081,96.3505003699,275.464969041,0.998784,18.7308093902,260.62,1023,275.527,1142.8821963,275.355134894,145.476,26.3474168317,1023,7.40234747446
-277.688,1284.93155204,114.816,3166.92842891,4416.27503499,716.548612733,275.113,1109.08940551,206.090586568,275.235982161,0.998672,170.101666966,267.057,1024,275.279,3317.41063421,275.111725592,145.566,6.88804170128,1024,7.5085921031
-278.718,353.788940179,114.86,3845.3251311,4555.27949091,1523.58030385,276.13,1290.01341905,239.460890633,276.25647069,0.998801,3217.08219343,244.81,1025,276.29,2813.5937229,276.146899145,145.607,233.566884805,1025,7.3090072315
-278.79,811.015643697,114.864,795.893298343,3829.18871429,282.525687285,276.142,286.229849499,178.679088946,276.274751244,0.998574,18.2859876242,228.785,1026,276.33,917.271532253,276.146181932,145.662,102.772014997,1026,7.23633653493
-278.912,1198.18529927,114.921,2320.20673322,4372.61570256,670.350574723,276.234,343.605897914,218.487606177,276.368186345,0.998852,265.360859228,238.741,1027,276.424,1059.03849012,276.249043031,145.717,223.442173884,1027,7.31405147199
-279.251,1460.07802358,114.936,2571.71733887,4514.22655509,563.843174073,276.667,368.790326715,214.98807668,276.783337994,0.998899,137.378829175,249.657,1028,276.837,1164.47416475,276.679881838,145.759,205.396750767,1028,7.34130608538
-279.403,1196.31092597,114.94,2949.64193648,4474.32246037,927.835863821,276.835,534.109955884,224.214980514,276.950049002,0.99906,860.970115923,253.742,1029,277.021,1575.28622113,276.834758297,145.834,267.18904209,1029,7.39555482121
-279.472,822.402098645,114.975,1473.867066,3507.55139587,679.541953937,276.828,634.684280361,223.476045275,276.967888826,0.998623,567.07063549,261.621,1030,277.005,1603.65448222,276.856163762,145.913,39.087169888,1030,7.490192654
-279.818,1403.82530865,115.032,1777.48361629,4156.85886252,233.629549451,277.329,170.42727549,198.737103223,277.414605601,0.998977,22.3852824352,250.971,1031,277.473,416.861235265,277.335910695,145.977,6.41209766162,1031,7.30309935585
-280.236,578.793647816,115.134,3218.33934805,3735.93852505,545.065692594,277.69,500.914476876,172.891808162,277.783615902,0.998996,1474.46077073,259.894,1032,277.853,1497.07551552,277.698785915,146.033,35.356865389,1032,7.40884569177
-279.781,1558.21431776,115.176,2353.67632537,4141.84930783,205.427229219,277.189,277.438504263,170.279066186,277.297699786,0.998974,13.8503378004,238.657,1033,277.359,761.634044683,277.196338854,146.065,-2.79693152025,1033,7.37835170224
