AveragePolicySurr,StdReturn,PolicyRegParamNorm,AverageReturn,MaxReturn,AverageEsReturn,AverageQ,StdEsReturn,AverageDiscountedReturn,AverageAbsY,AverageAction,MinReturn,AverageQLoss,Epoch,AverageAbsQ,MaxEsReturn,AverageY,QFunRegParamNorm,MinEsReturn,Iteration,AverageAbsQYDiff
-37.454,147.852550291,29.287,398.139749124,1250.67854887,215.246810603,35.2781,101.458134877,134.945432094,36.179874978,0.755379,207.092422467,8.4533,44,36.167,329.594127528,35.2835318346,36.5734,72.6959725516,44,1.64778923661
-38.8222,206.624338049,29.5746,346.947767365,1039.02061981,372.15864396,36.5233,69.7009703009,109.178556384,37.4055961285,0.733966,108.233205504,8.67266,45,37.3891,464.127743593,36.535052114,37.1575,269.290070349,45,1.6853500515
-40.2411,90.5822512314,29.938,404.305676422,624.12191867,267.877044379,37.9464,87.6578863994,124.000422792,38.7666705915,0.731975,231.1141346,9.64458,46,38.7577,391.21391226,37.9541331297,37.7086,94.3637875887,46,1.77661101122
-41.817,99.5469847116,30.3369,412.468924627,689.174884599,185.616223792,39.5424,115.803733739,122.975191818,40.365709639,0.749298,238.742662392,9.85983,47,40.3494,328.162374338,39.5546070582,38.1643,35.2342237764,47,1.80789287888
-43.3786,105.033360717,30.7337,331.891062813,573.427558952,231.597937226,41.0252,176.866929833,120.266882467,41.7907702117,0.764959,50.3670906485,10.588,48,41.7751,483.363787761,41.0327199026,38.6394,7.96913061044,48,1.86120507521
-44.6332,76.167787576,31.0711,357.310099024,569.404343272,132.672966589,42.2408,101.22898343,131.928401611,42.9278817493,0.771412,80.2974234703,10.9002,49,42.9129,344.637399314,42.2535699445,39.1606,33.1243385288,49,1.91795746635
-46.2155,105.291968223,31.3553,356.721109674,716.300497024,262.290167063,43.8182,111.138131174,128.726385758,44.4783590765,0.78739,175.760310837,12.2719,50,44.4674,358.660299764,43.8253796339,39.7016,27.2063912635,50,1.98757014197
-47.8341,88.8006694526,31.5953,396.167280228,634.305849415,267.377174515,45.4642,186.995998171,129.757417872,46.0542990832,0.778211,180.52943167,12.3231,51,46.044,515.391117615,45.4741397974,40.1442,38.1734683119,51,2.03226292682
-49.2592,131.902674682,31.915,330.52146948,696.306212721,152.931221265,46.8432,113.496627671,118.31482533,47.3697371329,0.802926,67.3977438471,13.6275,52,47.3569,309.488191317,46.8543422868,40.661,-2.55544296518,52,2.09187151665
-50.6834,255.399356433,32.1298,246.908405595,963.02803996,422.612849144,48.21,213.324896887,58.822583448,48.666731615,0.782614,-63.0662613221,14.174,53,48.6535,655.273752255,48.2195844187,41.1739,139.960584315,53,2.16718819336
-51.979,204.027059263,32.3852,366.08335677,998.158197743,107.929506262,49.5131,103.987438886,107.356256447,49.9633135715,0.78737,50.8411027083,15.3274,54,49.9459,307.905293174,49.523748529,41.6863,16.0839258052,54,2.23030057946
-53.4566,158.578788543,32.6462,368.846318639,1001.51573897,179.757908798,50.9898,164.662850406,118.348390186,51.3907058358,0.812246,47.5253711815,14.1024,55,51.3726,434.591644941,51.0017594021,42.1155,24.3615477147,55,2.23363169318
-54.8934,347.918751292,32.9141,809.957429771,1026.84486783,118.688258877,52.4199,138.497724254,62.7855492095,52.791815227,0.709417,18.4362088369,16.4117,56,52.7737,345.657483669,52.4326355693,42.5873,-26.9157163399,56,2.32980559896
-55.8525,385.756424187,33.197,495.947348965,1216.58658315,191.733634866,53.3036,159.7097931,110.088653307,53.678254201,0.801541,34.4267293358,17.4812,57,53.6564,422.182710266,53.3175100245,43.0796,25.0851715576,57,2.39199853717
-57.3765,178.03513761,33.4276,200.427044271,943.318793144,192.369541502,54.7685,202.347737361,78.9208749209,55.1096333439,0.786111,-28.026160569,16.7303,58,55.0916,572.794439503,54.7787096749,43.5149,33.782346097,58,2.40869370001
-59.0046,233.300487072,33.6171,311.455539868,1105.97001788,227.409335515,56.4285,60.0579555025,89.1274564031,56.7500420014,0.763139,18.2923818282,17.414,59,56.7324,332.162282954,56.4388854512,43.9859,167.759789398,59,2.49691702022
-60.6275,124.344762181,33.8168,292.786489965,605.688876465,151.075215883,58.0505,86.8601432955,117.557873534,58.3551235965,0.782055,61.7840379577,18.4674,60,58.3374,311.923383787,58.0666706181,44.3842,37.0632842101,60,2.52420749778
-61.9057,84.7210552203,33.9387,269.691542975,439.169330614,251.134161723,59.2689,185.119122759,117.601524922,59.5546606563,0.743224,81.8297249404,19.9343,61,59.5322,543.641385343,59.283350439,44.8587,17.2485522332,61,2.62221235072
-63.5178,155.578082295,34.1802,264.194315069,613.2330073,126.133673877,60.8605,88.2396073164,84.6119931725,61.1173918254,0.78234,-23.3460106802,21.3361,62,61.1024,283.063213875,60.8757580229,45.2639,35.4800195612,62,2.67525092026
-64.6308,76.0272605834,34.3508,236.840395188,586.442830382,207.420634718,61.9318,113.128445349,119.654047903,62.1855711063,0.754742,125.158737359,23.339,63,62.1736,386.00428507,61.943501904,45.7071,6.3274787614,63,2.75468613562
-66.5742,180.431117856,34.5092,282.30340488,986.580933539,125.884798961,63.819,91.5476073713,103.871700169,64.0544313699,0.750017,83.2560786236,23.2131,64,64.0389,271.691157423,63.8384813574,46.0536,32.645515616,64,2.82501407723
-68.2142,241.96533126,34.7263,385.71325822,1019.91323545,166.971179468,65.4829,120.195591721,113.344323345,65.6943880995,0.765555,30.3536648559,22.4845,65,65.6858,358.024474905,65.4974841455,46.4242,-6.4036209327,65,2.82095785894
-69.6388,144.927283414,34.9238,362.086030826,937.422381524,95.3464332185,66.8261,72.2145547078,125.009456464,67.0354678037,0.750758,36.117371555,23.2345,66,67.0329,193.685665232,66.8405787484,46.7443,27.2373756964,66,2.86206861631
-70.7816,75.5781240495,35.1018,303.913304077,449.17202771,143.867285232,67.9208,119.34731287,140.639121607,68.1263511252,0.7669,130.502731559,24.6206,67,68.1182,371.524651839,67.9403105468,47.1641,0.40081442113,67,2.92667949686
-72.2386,158.783634972,35.2979,283.706524986,721.979234038,227.169278396,69.3927,136.947834233,96.6292720554,69.5911873105,0.763673,5.79039685691,26.8255,68,69.5836,370.936271315,69.406287665,47.5102,19.1212803995,68,3.00844520127
-74.2516,60.7952364579,35.4912,255.83096706,344.223000791,208.751853653,71.3473,154.607209461,133.007454508,71.5289951254,0.801476,120.143463093,27.2413,69,71.5198,445.283796678,71.3655255088,47.9041,2.0675403244,69,3.05892988743
-75.5481,62.6232649155,35.6691,236.877026815,374.45056069,166.902946749,72.7288,129.146510151,126.771684605,72.8984291103,0.787176,121.141226844,27.544,70,72.89,411.890163685,72.7440507752,48.2571,16.675785946,70,3.05050364409
-77.1845,44.940605537,35.8801,284.270696118,472.807475765,193.507799858,74.2535,92.7280699218,140.64011982,74.4044628815,0.759339,232.427634337,29.4445,71,74.3975,297.662084469,74.2726311874,48.6151,24.9915061373,71,3.14557104391
-79.0758,77.3483693816,36.0638,235.860268788,526.359015122,177.933572899,76.1329,104.984565814,118.845548584,76.2798106252,0.760032,135.924640433,29.7951,72,76.2663,329.774476728,76.1492110651,48.9782,35.551080363,72,3.13823505352
-80.5803,94.842134662,36.2344,279.605170834,688.238439497,178.750965631,77.5979,113.676376716,112.617787392,77.7293932391,0.793391,18.2426519828,29.3206,73,77.7276,297.098309773,77.6109612972,49.3208,4.25586309751,73,3.14108321358
-82.2714,54.3916802768,36.4815,252.015527664,399.523605539,202.478507047,79.3391,113.781137683,125.679267756,79.4808911045,0.770472,143.008322574,29.9913,74,79.4718,405.830534999,79.3587513363,49.609,25.6894959937,74,3.19441844281
-83.7977,71.8039999645,36.6937,257.648242425,406.041371775,200.373175585,80.9035,107.484544259,128.119131244,81.0310865567,0.791247,134.312796985,32.6392,75,81.0203,338.88731754,80.9242552938,49.991,3.34834042942,75,3.25849042594
-85.6551,107.983332099,36.9335,161.51617657,325.581266803,257.373803083,82.653,52.5951807959,74.9184215439,82.7703158582,0.793552,-84.9086708289,31.4996,76,82.7685,326.491597154,82.6651850062,50.3471,159.355252586,76,3.2748345856
-87.2957,128.859849917,37.169,190.810904256,999.203493188,204.867235507,84.3766,121.430895779,91.1298960193,84.497269369,0.825189,64.2270121799,33.4547,77,84.4897,426.005032837,84.3958608157,50.6761,41.0601588927,77,3.31017764813
-88.9271,76.8957433339,37.3935,231.599526745,446.623387571,123.736033357,85.8893,100.160310497,111.828292679,86.0029106442,0.829065,35.509626328,36.1903,78,85.9917,270.07629101,85.907578341,51.025,0.874400519089,78,3.40423204948
-90.2178,74.0511841778,37.6154,236.841283043,526.12613142,192.490503854,87.1638,55.7037403006,117.164983689,87.2776071846,0.824168,121.846153675,32.8667,79,87.2575,282.723395296,87.182907149,51.3405,112.566283673,79,3.36887534744
-92.0978,76.497794985,37.8679,222.836050645,458.760199387,122.323017791,89.0485,136.031899237,111.936860172,89.1473708758,0.824674,84.8934138876,35.4472,80,89.1461,426.530592938,89.0637158799,51.6996,5.50486213589,80,3.45171377819
-93.5069,58.9714396737,38.0835,236.110098792,409.986834895,148.950361153,90.4057,83.3653172511,130.063548769,90.5180051735,0.829136,170.141143461,36.9766,81,90.5074,240.832361103,90.4295879843,52.0174,3.64792932448,81,3.53170742113
-95.303,75.1944133673,38.265,243.426540384,504.678770369,185.259246957,92.1087,94.6729954799,114.809298492,92.2129740307,0.829822,43.7708564568,40.2091,82,92.2016,339.413346806,92.1267879093,52.3582,48.9970063007,82,3.61575516505
-97.0789,73.31251985,38.5031,234.066992822,420.904854181,145.255207522,93.8502,96.7932407279,106.375926671,93.9445672224,0.815315,-3.79659254886,37.5469,83,93.9381,321.523699416,93.8647221895,52.6755,1.12886325405,83,3.60544158479
-98.5231,75.0148143731,38.6753,201.558395851,457.768440118,186.208373427,95.2358,97.017925445,108.080767764,95.3319091487,0.828229,103.104737132,41.7164,84,95.3267,344.909288656,95.2575094885,53.0031,16.9141295765,84,3.69797777126
-100.412,79.6131194862,38.8475,224.29244926,487.14463024,161.870379767,97.0983,94.6720343422,99.543466761,97.2002495149,0.81786,24.5457739815,41.2409,85,97.1874,305.854117105,97.1205166533,53.2672,3.64143441199,85,3.69140564537
-102.456,0.360372262732,39.0408,-1.59088104164,-0.414987306591,137.537908015,99.0757,124.198092096,-1.34011834328,99.1574553703,0.804761,-2.52523039532,43.2421,86,99.1546,410.621609461,99.091500744,53.6278,3.58033911278,86,3.80314478812
-104.087,112.637079142,39.1961,102.196571149,358.626895468,174.429525651,100.602,106.35120033,52.9629182276,100.69642113,0.84254,-0.769637914854,44.7034,87,100.686,408.720798246,100.625378508,53.9208,17.680239362,87,3.85548776302
-106.071,68.5712318889,39.3545,220.96074545,567.304731412,151.342569099,102.541,101.477865479,108.132593016,102.631054935,0.848343,117.112508694,43.5838,88,102.619,279.211524699,102.562449421,54.1982,-2.65179107368,88,3.84009275028
-107.86,100.51254863,39.5314,85.8332232034,424.426140261,76.1012186548,104.27,84.8380828191,45.3999156223,104.359118697,0.8423,3.98247284316,48.0098,89,104.35,252.287932466,104.291622911,54.481,-2.14442142829,89,3.90886408876
-109.372,105.847713467,39.7092,140.152323636,500.921940509,131.084069853,105.874,109.752338155,72.2404512727,105.968901516,0.81043,3.72380246284,47.9847,90,105.952,355.345372914,105.897722777,54.7797,3.26564736437,90,3.92794937525
-111.443,31.7563003743,39.8677,140.006476545,300.266242057,91.0826842532,107.849,63.2258009393,85.9689476071,107.93823937,0.875056,97.2281815037,51.0813,91,107.93,179.640580967,107.869755722,55.0482,2.32711630141,91,4.0254358062
-113.617,31.288148739,40.0483,163.293118881,233.117505542,135.166412704,109.801,96.1629762027,98.8076713974,109.899438334,0.854705,102.354998021,53.4375,92,109.881,297.226390026,109.831011728,55.3288,4.66934621133,92,4.08519283257
-115.444,65.5186173006,40.1993,119.885070777,378.546586647,116.059623645,111.616,58.9550006501,68.2516233144,111.703630791,0.87299,1.88082800839,52.2006,93,111.7,196.778492881,111.639678026,55.6912,6.03648701301,93,4.12054933861
-117.581,85.8082308576,40.4299,160.712407464,380.531309945,127.883623671,113.64,170.6074155,75.3172266666,113.722413141,0.835243,24.0766488675,53.3801,94,113.719,535.847802541,113.661691566,55.9669,-2.56451267232,94,4.15836089569
-119.702,40.1051032784,40.6322,80.6566256976,344.212520315,84.3610622862,115.591,69.4741792619,53.1444801456,115.678610622,0.878063,18.4789369695,56.3828,95,115.679,203.941820442,115.614167131,56.2116,-1.69003159638,95,4.22346628044
-121.923,66.3731305828,40.7654,102.061093794,456.72469111,92.4536751499,117.725,72.5766870985,57.2919791282,117.825123711,0.873156,6.83711586238,61.4769,96,117.818,275.066009382,117.754547317,56.4761,1.78416023473,96,4.32045500335
-123.749,97.165287206,40.9213,251.664256482,482.511616962,94.1127076219,119.565,80.3122119462,98.8366888391,119.654797861,0.83983,102.146242669,57.4742,97,119.655,247.001433954,119.58875713,56.7475,-51.9563915814,97,4.27023994607
-126.112,86.4045578713,41.0638,117.337648157,430.985762653,137.552066802,121.752,93.0805185176,62.6853067288,121.853127027,0.884304,27.1908056877,59.5261,98,121.846,376.357682229,121.784377874,57.0824,58.1207910641,98,4.35461355337
-128.079,23.8126436529,41.2274,94.4260174801,119.087648865,135.923918234,123.623,87.9116163822,63.5302502369,123.717001667,0.87199,40.2879072829,61.3368,99,123.713,327.6790684,123.644933204,57.4138,34.1560373634,99,4.38218191784
-130.431,22.0439908234,41.4124,99.0890836589,286.012854114,124.941710283,125.88,97.7638644277,66.1813104679,125.980635331,0.843398,59.568843281,58.198,100,125.989,299.087257747,125.903421131,57.7439,-2.11650117197,100,4.37083182054
-132.286,27.1085670417,41.576,51.8794139857,167.283061474,116.533697274,127.579,68.9811596031,39.6781300197,127.689423192,0.89529,21.6617527173,61.0923,101,127.684,234.097970142,127.610318752,58.001,-5.74761805549,101,4.51642228852
-134.874,37.8360135761,41.7064,85.840988627,243.388645722,111.943085474,130.321,71.2349494454,60.0577197256,130.423915706,0.846793,46.3723501827,62.9451,102,130.427,284.373280964,130.343196537,58.2942,-3.02340717199,102,4.51572638615
-136.736,62.4098314817,41.9128,127.535761849,382.023855217,145.604512577,132.025,84.6984904895,72.0884786088,132.135296051,0.846198,75.7805115394,66.4243,103,132.136,302.970943218,132.058074691,58.6399,12.3239131954,103,4.60909619763
-138.812,117.771912112,42.1056,228.761185522,500.658756564,103.746993451,133.92,99.7065806515,90.8872090215,134.02739286,0.896555,38.7041202968,66.6067,104,134.028,354.992277415,133.946410905,58.8986,-2.54219876034,104,4.69520492213
-141.484,82.046303992,42.2537,113.936921116,808.502125514,116.126093678,136.412,96.2344085674,69.7926272917,136.52545338,0.845633,68.2368876886,71.7181,105,136.535,319.629292903,136.437546779,59.1982,2.51849836284,105,4.77023377057
-143.552,121.07633454,42.4178,163.235689269,648.064868237,101.821922114,138.478,76.0533565556,75.8071611247,138.585687044,0.877815,-151.684423911,75.7206,106,138.588,268.150361171,138.504797745,59.4816,0.926267420982,106,4.83428514944
-145.801,174.058105753,42.5718,235.181187443,1119.22136902,83.1144686941,140.624,73.8086927911,95.009698853,140.743066547,0.838962,74.503805985,76.6008,107,140.75,217.13395967,140.650422726,59.8253,-4.78013944316,107,4.92544833202
-147.99,186.681016593,42.7546,237.267862816,1027.59220263,132.74697758,142.709,83.3663848383,87.6296861383,142.823445001,0.879145,46.1198869867,78.5827,108,142.831,272.553445605,142.736440696,60.086,45.6675684363,108,4.96389952699
-150.289,84.5232160084,42.9601,148.35367182,465.262824582,131.320332785,144.917,92.3591360746,73.6368666632,145.030148419,0.894997,93.6475933216,73.1094,109,145.035,293.236970955,144.951259827,60.3803,-1.45187791407,109,4.89632822669
-152.726,56.2811620673,43.0871,94.073806133,560.015893746,147.947472253,147.326,156.624091399,63.1670005463,147.445036404,0.884166,55.3093222628,77.1469,110,147.452,512.841921555,147.358763129,60.7254,1.8218613066,110,4.9830310799
-154.497,88.0303908751,43.2683,151.495226967,541.544213236,120.557441194,149.233,93.275555442,79.6435040798,149.338186656,0.850838,72.0969490542,81.6855,111,149.351,279.962391426,149.258489397,60.9842,25.2323606327,111,5.03777036024
-155.998,24.1032551625,43.4907,84.2713782525,260.46455401,107.516779855,150.951,64.2272066451,59.0462076357,151.053416481,0.89912,64.0761275668,78.2889,112,151.065,192.562473277,150.980049581,61.2852,-3.71168354124,112,5.03472154329
-157.404,178.75389376,43.6808,173.253374458,1244.18206325,188.23704679,152.423,96.5716433512,76.5988175037,152.538765505,0.894181,66.6504660959,86.1965,113,152.541,309.118361288,152.449779719,61.5849,52.6969517927,113,5.06634821278
-158.595,63.8294184029,43.9099,256.864415289,511.272731434,128.763084832,153.651,49.2241541498,105.838215495,153.764480982,0.856537,141.914181527,80.5421,114,153.77,169.040609083,153.687741072,61.8805,7.61532725453,114,5.06880628913
-159.63,83.004242122,44.092,247.922003559,487.504875469,161.902156963,154.777,83.7352268535,90.7555835216,154.887145192,0.860311,139.103376461,82.6959,115,154.899,330.659078699,154.804673382,62.2018,84.7110992438,115,5.12394117474
-161.476,87.1390844005,44.2439,234.312694025,468.351221014,233.306177371,156.667,79.7376291754,97.7030981835,156.768686137,0.878598,111.690945544,79.9518,116,156.785,349.810436621,156.69270689,62.4484,86.6417292186,116,5.05246206583
-162.888,76.1730140287,44.4333,271.128082952,437.230734165,155.369626692,158.055,103.370520319,103.366433372,158.1536151,0.859633,119.210565442,79.433,117,158.166,377.269903062,158.076502256,62.702,29.2031459976,117,4.99869001571
-164.184,58.8701446785,44.6375,272.848800911,445.75730802,217.942491733,159.383,119.850849499,107.260585006,159.485591437,0.866331,164.492332892,84.6391,118,159.497,433.160009725,159.413830392,62.9764,73.8908934762,118,5.08805062013
-165.033,60.7725226457,44.8355,158.347190298,363.277787531,207.154153711,160.258,143.957713153,83.5276191615,160.355624278,0.876716,98.8005659523,83.1861,119,160.385,403.512676302,160.283426718,63.3052,0.612523990379,119,5.05436747349
-166.457,85.4978445875,45.0147,276.338259349,481.580281911,131.191335416,161.603,77.2847278827,104.571147819,161.706336494,0.894031,108.724817126,82.071,120,161.73,314.094415272,161.629571094,63.5922,42.4066798396,120,5.06181488613
-167.699,97.4246672158,45.1827,270.793494526,487.983900877,153.999734284,162.763,112.537166387,87.9800786554,162.864157078,0.880252,-52.7375360213,82.2075,121,162.891,395.34229017,162.788258654,63.9019,3.64247060947,121,5.03375163477
-168.898,101.475037414,45.3443,331.998932967,647.057994264,215.109460208,164.065,68.8904231892,103.355979879,164.153327234,0.898167,111.564769065,86.9728,122,164.173,345.580774808,164.090029359,64.1937,125.374924527,122,5.09032913598
-170.045,199.170188286,45.5205,197.172215025,701.484877737,211.703294995,165.23,171.110884674,47.5065204113,165.329465755,0.878153,-86.1595603456,82.6811,123,165.35,535.347304447,165.259452735,64.4212,62.6563111515,123,5.0746191372
-170.912,103.711809293,45.6804,285.755452554,546.511518276,122.29005158,166.135,116.012903121,100.57583574,166.23893368,0.877085,110.907540339,86.0395,124,166.262,379.099636776,166.161652797,64.7194,-5.89187203119,124,5.06174650506
-172.285,116.549981843,45.8382,306.427537498,634.004775589,348.143973416,167.637,198.277263047,110.015539184,167.738135044,0.880682,109.42158489,85.0464,125,167.75,679.318119479,167.664975216,64.9343,92.5521578456,125,5.10291020449
