AverageQLoss,Epoch,AverageReturn,AverageQ,AverageEsReturn,AveragePolicySurr,AverageAction,QFunRegParamNorm,AverageAbsQYDiff,AverageAbsQ,PolicyRegParamNorm,AverageDiscountedReturn,Iteration,MaxReturn,MinEsReturn,MaxEsReturn,MinReturn,StdEsReturn,AverageY,AverageAbsY,StdReturn
2.26059,668,738.934725206,29.4958,335.384992097,-29.8199,0.961325,104.342,0.507364858818,29.5232,103.316,207.653380101,668,1361.61709058,36.1966967225,638.707605062,217.249404,237.800247542,29.4953345052,29.507585118,197.345201241
2.73292,669,1136.49234874,29.3958,390.178391728,-29.7298,0.970172,104.414,0.539481255631,29.4175,103.388,213.598155036,669,3154.80175899,5.01232406974,773.800013864,47.7703597508,295.688136184,29.4001042308,29.4127332784,669.099674896
2.18812,670,813.853919562,29.5464,292.843704053,-29.8582,0.972662,104.437,0.497833344297,29.5692,103.452,223.323371879,670,1435.75377683,15.2113900428,965.389304321,344.619959416,289.917611166,29.5454818627,29.5556405325,259.19927541
2.29741,671,920.446843932,29.4222,345.172724711,-29.7355,0.95658,104.505,0.516259878253,29.4428,103.525,232.275720149,671,1562.81963694,6.33018474208,996.796772567,654.718279767,376.963674255,29.4240147749,29.431432172,232.009704551
2.34732,672,506.974543761,29.4977,379.877330389,-29.8255,0.959251,104.562,0.519696679475,29.5196,103.605,153.008576659,672,1529.11195685,62.0986297838,762.878827952,139.325319731,222.167234927,29.4999937139,29.5086464043,470.824562787
2.2042,673,889.00798081,29.3801,300.629267486,-29.7067,0.968336,104.624,0.515118316069,29.3989,103.621,222.457775303,673,1719.52204812,6.32444664442,828.043351891,47.7271476293,297.072972981,29.3810671831,29.3888955203,421.486384302
2.42786,674,5.00015985121,29.5341,143.832825441,-29.8536,0.984945,104.668,0.519488177519,29.5545,103.711,4.83913089969,674,6.59776933518,3.80982752867,1158.49527637,4.74215736677,277.06499961,29.5339409773,29.5402037942,0.404717389447
2.0946,675,985.353379694,29.4418,182.890261771,-29.7552,0.940383,104.742,0.500598798619,29.4594,103.807,245.305389773,675,1109.69874021,4.53962782369,516.096774949,776.955844147,175.503356403,29.4441321952,29.4503592043,71.1175108098
2.68968,676,937.826121054,29.4219,237.268391138,-29.7445,0.945682,104.814,0.547693540496,29.44,103.857,230.924143151,676,2914.15675915,15.329519456,600.344038703,251.584813187,178.608764396,29.4225236685,29.4271719089,429.599712207
1.82263,677,1061.11335522,29.3934,394.319611942,-29.7113,0.949589,104.849,0.483188857285,29.4114,103.973,241.064556165,677,2460.48436249,6.64275735101,1070.78351296,397.384357594,374.685461053,29.3951577276,29.4011734331,467.617625587
2.46782,678,968.693770492,29.4692,202.989450973,-29.8042,0.961082,104.9,0.51723000498,29.4857,104.008,233.107200218,678,1837.56797704,19.4577009236,493.303946381,40.9693636652,158.569911179,29.4704502377,29.4760585179,333.783110763
2.28754,679,912.819371866,29.3918,314.105427965,-29.7176,0.957623,104.973,0.516896294901,29.4119,104.021,213.24161537,679,2247.8791933,23.8425526984,1092.55823215,42.2131157025,392.932876,29.3952954583,29.4011386142,479.148556422
2.37493,680,1154.81692134,29.3918,314.270368772,-29.7202,0.944809,105.033,0.533350935459,29.4142,104.083,231.514009958,680,2898.03424423,7.02653260433,707.545619596,762.994807419,252.85005776,29.3922966973,29.3989136314,498.350369428
2.46083,681,1037.29949301,29.4737,357.067072388,-29.8067,0.945497,105.061,0.528812893486,29.4927,104.148,236.595444009,681,1840.87014826,11.417212399,1135.34185013,812.789286599,352.293910402,29.475172533,29.482150824,253.708204262
2.50704,682,1859.50788528,29.4308,551.025681666,-29.7641,0.938654,105.12,0.528877392527,29.4461,104.23,249.603931985,682,3032.46749119,26.8903499256,1318.97794941,812.028638506,484.266635708,29.4315745007,29.4360052048,834.523244192
2.15096,683,2304.8617061,29.4541,301.6030748,-29.7903,0.93662,105.173,0.510097511133,29.4724,104.269,243.747412742,683,2997.86236382,43.1620751755,833.06144061,1218.9092002,235.779071482,29.4557884596,29.4614744367,775.928862233
2.18768,684,1298.54304324,29.4127,271.038261073,-29.7336,0.946813,105.224,0.508560954436,29.4329,104.304,228.859750436,684,3216.2354322,15.3390540323,612.52226327,215.083189285,232.278218359,29.4147119778,29.4204420548,824.229333755
2.23036,685,867.278856473,29.3098,588.309881546,-29.6456,0.940436,105.248,0.524714844676,29.3313,104.338,239.584261223,685,1539.07293739,183.70785328,964.803454624,773.310764103,289.268612188,29.3103639175,29.3178723983,122.191093771
2.21101,686,1442.92244458,29.4333,365.699042533,-29.7452,0.946187,105.302,0.500580090521,29.4525,104.432,239.417270879,686,2709.01810287,28.4333501029,883.21006275,787.286854473,266.336840645,29.4334529764,29.4407746744,685.710567228
2.37267,687,1671.95178703,29.4096,541.649910285,-29.7432,0.955374,105.387,0.519577860711,29.4321,104.487,234.30623355,687,2768.22963524,142.196409089,1092.43341522,789.766234653,332.108915808,29.4115867994,29.4206053931,749.121656468
2.36042,688,1019.60475374,29.4336,546.053445926,-29.7434,0.955652,105.43,0.516082903302,29.4516,104.572,242.881897,688,1975.08961671,204.394390621,959.328783469,744.808660199,244.978710424,29.4354317128,29.4429865801,331.407859486
2.1437,689,1360.41789545,29.4358,323.310931458,-29.7591,0.956534,105.488,0.501352104295,29.4557,104.646,241.03432182,689,2976.04970188,63.1582540893,614.791164577,235.092485988,164.11714208,29.4354757457,29.4451612353,682.957644871
2.37694,690,852.387198162,29.3927,269.988712144,-29.7065,0.950803,105.533,0.530821864459,29.4175,104.725,180.086900964,690,2583.81710541,29.8808074857,853.208264325,27.3057557186,267.457682391,29.3931895958,29.4057342588,656.437177078
2.40267,691,1557.9655249,29.4849,356.329104205,-29.8233,0.941359,105.577,0.529755557298,29.5059,104.792,239.814172402,691,2978.69549037,25.060564409,902.824472185,789.521593804,317.447984877,29.4863608792,29.4956756904,712.596597868
2.03443,692,945.311332255,29.417,340.196581625,-29.7398,0.937267,105.654,0.496361958131,29.4443,104.861,233.072906296,692,2776.08764757,9.25214106814,959.395584818,729.370845127,297.352459002,29.4192327196,29.4336006961,448.394564228
2.01235,693,864.298746959,29.4555,297.65932378,-29.7756,0.931847,105.691,0.483223093352,29.4774,104.949,230.185794982,693,1604.64534109,10.4990975549,969.026271703,746.502020016,313.13948209,29.4556183077,29.4649701011,157.289002264
2.79268,694,1277.7729826,29.4612,419.52313129,-29.7802,0.954773,105.792,0.544823736269,29.4807,105.033,248.613371458,694,2924.98809238,50.550277719,837.870938358,598.172523093,266.440165888,29.4618692095,29.4660990358,536.707360327
2.62611,695,805.517074537,29.3802,458.393547412,-29.7013,0.947394,105.818,0.542886296614,29.4006,105.073,226.760372633,695,1615.54880116,292.803233214,774.309757839,406.857608651,162.821801342,29.3828044225,29.3903685767,207.164841112
2.32259,696,959.038138405,29.5168,372.163567145,-29.8403,0.952774,105.847,0.509188417486,29.5423,105.131,241.047334039,696,2822.04577086,28.6365379778,606.386613328,767.440167559,213.261102804,29.518879485,29.5293266257,389.650314307
2.48613,697,1221.79142723,29.469,334.59721386,-29.8177,0.94683,105.904,0.532435137923,29.4875,105.213,206.515019448,697,3158.42139484,12.4851691043,1210.29710143,269.999921928,343.664738793,29.469346642,29.4729005971,979.43905484
2.30061,698,1484.02779367,29.5846,222.766114988,-29.9202,0.937535,106.004,0.507868508802,29.6022,105.311,247.68476417,698,3289.41333336,8.38259748811,883.219048299,797.639281845,249.482609917,29.5869523554,29.5921323745,756.802574513
2.02163,699,1218.13262452,29.4322,358.091161907,-29.7621,0.944418,106.063,0.502617944459,29.4505,105.424,244.147713356,699,3148.71360417,39.571404268,872.736686498,761.470840868,286.82130803,29.4321275193,29.4367972147,520.714758346
2.54073,700,1420.41133575,29.5874,290.339658638,-29.9093,0.931591,106.105,0.534015085496,29.6092,105.476,242.71870353,700,3055.99452552,7.75447120286,608.735013698,833.717929463,227.894405114,29.590401118,29.5969691734,656.794658457
2.48494,701,1356.93226462,29.5412,486.851787776,-29.8728,0.94523,106.136,0.521952714648,29.5587,105.553,264.079912507,701,3091.5100982,12.4764339623,1399.05412201,976.003729246,519.219408331,29.5426273314,29.5500423635,535.018645037
2.44136,702,1081.2260245,29.5901,382.240064734,-29.9164,0.935786,106.211,0.526593573299,29.6119,105.631,235.127657278,702,2377.8459743,9.02564898518,769.03341611,728.717613674,269.812523159,29.5902038218,29.5971046581,375.763795026
2.30432,703,1523.59774918,29.5593,279.848015544,-29.9122,0.957553,106.28,0.535410856362,29.5766,105.748,248.679043033,703,3080.24212129,5.26775868751,1011.12708109,826.744456815,323.556829163,29.5622740435,29.5666297241,646.290132708
2.2992,704,1836.26761911,29.53,439.276278928,-29.8761,0.935422,106.302,0.516155909626,29.5499,105.786,258.042306665,704,3197.64572044,81.9061096921,988.033878441,1006.80009912,259.818253715,29.5306799166,29.5381234567,757.378280141
2.07699,705,1210.46574148,29.5972,188.375687744,-29.9582,0.953622,106.339,0.503686152048,29.6168,105.815,237.274524585,705,2498.72184347,7.57300041489,869.969780992,147.752834269,244.618324898,29.597299694,29.6063420037,577.977747053
2.46276,706,1902.19312478,29.6378,217.378908636,-29.993,0.928431,106.438,0.524437782924,29.6653,105.86,231.722955278,706,2926.62452873,10.050327844,856.33438816,1018.80724846,287.82195215,29.6386241442,29.6485060927,681.553514834
2.51143,707,1007.51049429,29.6059,290.440191499,-29.9381,0.956209,106.51,0.525239901071,29.6254,105.872,236.571511423,707,1571.31507274,17.8544269118,911.380976245,562.318443828,276.662842492,29.6061449947,29.6119034508,184.515756377
2.03923,708,913.895685772,29.7024,233.425201021,-30.0348,0.950602,106.566,0.49485868107,29.7205,105.965,206.064301699,708,2043.19430473,10.6923445473,662.793022553,10.2442860321,222.858830395,29.7032001254,29.7084310897,492.823245752
2.15683,709,936.281265286,29.7753,343.748477467,-30.1116,0.955296,106.622,0.502875631869,29.7971,106.014,224.415984451,709,1874.1129907,7.69363788981,1009.98971655,559.392650766,375.650549401,29.7780866783,29.7871294986,251.355808971
2.25796,710,1165.68578179,29.7627,409.459267935,-30.0744,0.95038,106.704,0.514598038227,29.7813,106.107,223.128054307,710,2783.74219646,100.265660444,750.213804256,641.38218582,256.028865852,29.7625448151,29.7699795456,504.230024094
2.42362,711,963.399211419,29.6002,326.487212364,-29.9123,0.940785,106.808,0.515639705465,29.6231,106.165,228.315436473,711,1501.24698876,7.16213722155,874.201548853,527.688496896,336.880304554,29.6022915998,29.6110528218,257.010201103
2.25444,712,1456.8153142,29.7068,240.611316779,-30.0114,0.938736,106.874,0.517355686009,29.7251,106.206,223.542118509,712,2675.78573015,55.9849256702,784.810421776,1037.1311166,241.232924665,29.707332037,29.7144068679,380.999329591
2.4346,713,709.360077233,29.7281,278.004585759,-30.0505,0.947172,106.955,0.522347495055,29.7453,106.26,213.481182979,713,1641.37647787,8.12952410196,819.495151511,458.320392119,287.137064417,29.729285963,29.7367131393,218.728365766
2.53534,714,1105.91669374,29.6851,495.213509228,-30.0255,0.943588,107.041,0.525894985402,29.7065,106.339,237.257253976,714,1598.86329209,138.081187905,806.645350391,726.571589281,209.601582364,29.6857464058,29.6917244636,210.617987934
2.31913,715,2146.1140125,29.7162,718.689305335,-30.0659,0.963209,107.106,0.5196402744,29.736,106.351,251.803335871,715,3285.78878323,392.523510204,934.644237812,1009.09623781,217.707880111,29.7181973137,29.7252241117,977.016006813
2.58022,716,2076.89392953,29.7499,353.731506384,-30.0922,0.9496,107.166,0.537570773628,29.7717,106.4,247.617964396,716,3097.39910843,17.5268816381,975.768450626,1066.03128163,304.505285512,29.7515706467,29.7594683895,768.314249247
2.40268,717,2646.92364527,29.8141,464.440291188,-30.1648,0.977388,107.173,0.510549891421,29.8343,106.435,252.424752803,717,3199.56950214,88.2722818379,778.901390877,1025.93248892,305.411769182,29.8153608257,29.8225321342,878.595507464
2.20431,718,1397.38368513,29.8437,529.534696646,-30.1672,0.973694,107.22,0.508060554222,29.8661,106.512,231.308992735,718,2765.09859214,52.5991948405,1067.99954031,702.449572621,351.937149959,29.8434495468,29.8522375218,566.027250551
2.11985,719,1406.08690608,29.8783,386.92605586,-30.1607,0.956635,107.271,0.498106208052,29.8964,106.542,240.944867741,719,3084.44208685,49.9469322007,1009.43855759,781.23988554,327.389625233,29.8795664567,29.8858491165,777.532285937
2.42894,720,1336.11428718,29.825,459.398492709,-30.162,0.960273,107.33,0.542900079834,29.8455,106.617,233.780265335,720,2644.29774053,21.5916277481,927.686590781,743.930032478,262.579212101,29.8264763477,29.8332235902,479.537589795
2.03528,721,888.13027113,29.8739,391.357684554,-30.1992,0.953093,107.38,0.499837817246,29.8899,106.705,215.84337322,721,3121.37126315,12.4951140327,1211.73644242,254.618665562,386.398429175,29.87425933,29.8800723777,519.063626962
2.07544,722,1406.11528854,29.8941,313.895121216,-30.216,0.952014,107.456,0.500972724605,29.9183,106.695,223.426765946,722,2884.60967508,7.49192917619,1433.36594584,286.482144754,426.642974557,29.8971081892,29.9069525182,700.208460837
2.65297,723,2090.00482292,29.7956,216.72120161,-30.1238,0.958421,107.526,0.545855986816,29.8232,106.756,240.221718147,723,3026.7647287,30.607459106,560.102204891,940.141601765,173.022387038,29.7958986178,29.8094759533,768.001509172
2.40878,724,816.501932945,29.7742,527.729263402,-30.1414,0.962166,107.597,0.532421357261,29.7988,106.79,219.797792587,724,2217.43053789,15.4015728225,1107.83957486,553.052557048,403.777027978,29.7744061419,29.7869991274,401.321581791
2.14121,725,2413.215081,29.9238,383.441763124,-30.2756,0.960328,107.662,0.514821879706,29.9469,106.824,244.260561276,725,3225.02890093,12.0174264272,1110.14006561,1309.85040221,351.994593383,29.9254045729,29.9342786684,803.290725333
2.06928,726,1465.15898878,29.9326,452.244317177,-30.2938,0.958763,107.708,0.502955682856,29.9522,106.84,246.198366091,726,3368.65206499,58.2340434,1197.40196567,158.71039733,369.818719935,29.9334622486,29.9417808904,927.971735805
2.20794,727,850.83014201,30.0073,316.155427848,-30.3611,0.961428,107.72,0.514859087766,30.0286,106.908,231.513368437,727,2227.9272268,12.5299489587,798.419330275,508.98948357,282.197966824,30.0091539029,30.0166333801,398.756429758
2.34978,728,1882.6068547,29.977,459.357025853,-30.3386,0.966789,107.772,0.519903723506,29.9939,106.943,238.096960918,728,3243.21469158,45.8283207802,1029.43644847,902.229449271,413.474800535,29.9783721529,29.9851634743,878.681139342
2.4004,729,1322.07753232,30.0467,396.686714541,-30.4167,0.969997,107.765,0.516154854648,30.0701,107.027,230.550263012,729,3006.75764911,90.1670593251,778.585181624,634.794820058,275.281188977,30.0461414665,30.0524305824,670.651839186
2.54761,730,1516.64417261,30.0557,296.456605197,-30.4327,0.970851,107.789,0.536239346367,30.0813,107.041,244.253957673,730,3312.32291698,10.1403082071,678.998722536,802.041472071,278.488899839,30.0579517112,30.0654088473,645.609574558
2.25626,731,686.504186145,30.0307,490.639848188,-30.3962,0.962481,107.85,0.51097620456,30.0524,107.109,157.842120389,731,3264.43429531,30.869893169,1155.86150902,155.249630696,417.365332897,30.0343860456,30.0406077162,795.042109172
2.14333,732,1508.7845943,30.1221,492.402779814,-30.4818,0.960975,107.898,0.519826253118,30.1469,107.154,219.630665657,732,2933.24334259,207.063832266,1216.75717495,609.153405958,367.005935147,30.1222149878,30.1308402074,612.438197974
2.26697,733,2605.20878778,30.2696,407.009115142,-30.603,0.960707,107.936,0.513850560966,30.2914,107.238,233.89341957,733,3044.61672478,11.86108262,935.192627498,643.379739428,282.273293407,30.2706519865,30.279619094,750.652670445
2.42977,734,2166.72223239,30.2162,495.683558888,-30.5407,0.965423,107.974,0.506209293077,30.2325,107.275,233.335432546,734,3018.26846235,264.668301011,835.779474874,897.59039582,207.855446273,30.2164350745,30.2213281624,849.036950027
2.67189,735,733.490992528,30.1775,417.248031675,-30.4998,0.970295,108.03,0.537172333894,30.196,107.295,211.771947793,735,1320.71102814,110.003193061,882.591519781,287.137734243,238.98252463,30.1797846539,30.184987608,303.760016491
2.72133,736,1179.8600423,30.1883,367.470251568,-30.5242,0.970862,108.101,0.542599099572,30.2069,107.337,239.53032999,736,3072.60243078,5.24055008157,957.995107684,678.124976013,292.719227493,30.1883403659,30.1942159426,497.96330102
2.35226,737,1846.9023928,30.1745,302.956383101,-30.5212,0.972261,108.161,0.521765689227,30.1946,107.42,240.352410881,737,3213.01278698,6.30561013999,773.801228603,900.968543293,245.579711601,30.174404984,30.1834075419,661.4108664
2.1143,738,1702.47143032,30.28,768.126457432,-30.6106,0.969527,108.257,0.504125032761,30.3022,107.485,232.174901817,738,3070.48195512,331.610253236,1015.94231968,570.819204243,262.421298063,30.2845896374,30.2932224463,796.785965644
2.13788,739,1171.72688651,30.2321,363.490018786,-30.56,0.968709,108.336,0.503291376055,30.2552,107.571,218.284227266,739,2969.36264311,12.4589638492,964.736649032,584.744838422,326.673111415,30.2318310865,30.2431050605,614.597915299
2.19299,740,2241.5001382,30.1804,351.779537212,-30.5226,0.95365,108.396,0.516929761434,30.2012,107.661,233.86496204,740,3060.8046063,36.4119595015,924.58031396,833.441101769,291.00726921,30.1800214351,30.188931564,956.043749904
2.23825,741,1756.42581935,30.2469,460.389609764,-30.5885,0.962296,108.473,0.513703934084,30.2728,107.702,226.341749402,741,2935.94283926,9.65060644396,1108.0589461,642.66815915,367.902925078,30.248531613,30.2576508374,714.182846144
2.78993,742,1554.23832675,30.1749,299.576479287,-30.5377,0.961312,108.557,0.559269677016,30.1977,107.758,220.451755115,742,2745.72741505,8.92701933145,787.929752205,600.381868272,304.904208612,30.1760882832,30.1872624178,828.159227983
2.50804,743,2335.16580657,30.2677,485.671814601,-30.6213,0.96518,108.624,0.527542092145,30.2856,107.761,238.238487232,743,3090.26974476,106.437495711,912.856077125,1072.20259812,286.555886943,30.2703005475,30.2800350258,773.184639991
2.09551,744,1505.16873524,30.3232,315.415938102,-30.6689,0.96338,108.679,0.495127276063,30.3465,107.885,225.77193141,744,2985.18860763,6.86621338381,920.688314254,771.061005681,314.015669884,30.3241815807,30.3341882894,652.091349503
2.07691,745,1088.17118,30.2828,405.843708685,-30.6112,0.959789,108.708,0.501111618036,30.3003,107.923,226.32323055,745,2134.13153635,9.0395894462,985.936126178,606.455792451,283.743881081,30.2835967058,30.2914924671,391.897227534
2.53145,746,931.194669323,30.296,431.370076242,-30.6222,0.962912,108.792,0.532586158819,30.3195,107.988,218.995637537,746,1614.81809445,35.7831293672,799.746858391,238.115359006,317.093137238,30.2970587108,30.3083953715,340.63238009
2.21118,747,1358.97757912,30.2529,414.465573736,-30.6129,0.965483,108.855,0.516974067135,30.2752,108.04,217.670434377,747,2811.16924468,47.25548813,640.399220882,271.207797452,187.02077856,30.2537572386,30.2650858952,664.206993594
2.30236,748,1476.25652502,30.226,271.217265393,-30.5788,0.968545,108.899,0.518154357673,30.2468,108.038,221.289799049,748,3259.90765028,37.6243980663,913.511332536,435.593061962,285.382010192,30.2277225312,30.2382897955,776.185522929
2.43978,749,423.722045453,30.2961,429.595534408,-30.633,0.974775,108.959,0.534722304664,30.321,108.078,164.720914392,749,1004.11640563,176.895857773,777.138431122,127.217887163,260.058140591,30.2987429307,30.3067960325,213.282880621
2.30726,750,1471.3143798,30.3525,305.356276634,-30.6908,0.964154,109.004,0.497875786828,30.3699,108.135,213.254904738,750,2947.32377431,119.248121923,643.213899421,299.286951357,157.59443413,30.3532431705,30.3597262209,818.297246998
2.56415,751,1239.48383292,30.3369,417.636737153,-30.6771,0.965882,109.065,0.538026973504,30.3598,108.218,223.045785726,751,1844.97677186,98.842106779,821.991018705,1051.80009024,224.27985466,30.3359580523,30.3455768665,160.119826941
2.39509,752,1257.60678562,30.3269,449.284425699,-30.6753,0.964016,109.148,0.528199074256,30.3483,108.221,214.520187176,752,2741.81035397,245.225777946,638.273428087,149.620807803,127.288829492,30.3293894121,30.3366234703,465.516360429
2.379,753,1421.91101582,30.4158,462.405909018,-30.7444,0.961765,109.25,0.51932129787,30.4389,108.249,238.512288327,753,2827.60281289,187.610156032,907.449768582,907.471562168,256.538751865,30.4169712409,30.4281667948,451.521540278
2.32571,754,1371.14838703,30.3865,248.433973363,-30.7243,0.969255,109.339,0.524145053928,30.41,108.375,248.654475356,754,3256.09538388,32.3769113646,684.811532136,942.601110268,178.880897012,30.3867703306,30.3979985434,580.896154253
2.38484,755,1125.62999662,30.274,263.772489054,-30.63,0.969905,109.428,0.519250523202,30.3019,108.424,226.175007523,755,1910.26655217,41.1884286507,983.089531109,751.793567266,313.403303194,30.2747193983,30.2919095241,325.024043872
2.55372,756,1743.65373163,30.4657,351.854727824,-30.8388,0.956947,109.457,0.541561351562,30.4894,108.51,224.843060837,756,2847.41258519,10.4657843,800.851808414,955.459482716,219.333759579,30.468493143,30.4762114795,716.362436134
2.71209,757,1820.51600562,30.3758,664.908075639,-30.7589,0.961619,109.565,0.553499080122,30.3935,108.58,241.860466402,757,2963.39334792,405.312675341,1119.18316176,911.660861543,243.499641819,30.3763800364,30.3840749441,635.968785295
2.24229,758,1137.30709434,30.4524,498.650138047,-30.8081,0.960273,109.638,0.508179623398,30.4706,108.6,225.992420668,758,3023.92080089,70.8318370716,1352.42402447,301.35970921,495.854483464,30.4530809493,30.4595974601,478.264573424
2.45839,759,1401.60252207,30.4325,465.237992213,-30.7872,0.968145,109.701,0.528207516454,30.451,108.641,231.731408492,759,2942.90638582,201.832710687,833.383887945,719.725393152,262.200444193,30.434211847,30.4418889566,732.075567763
2.47888,760,1435.66608376,30.4959,367.305975741,-30.8312,0.968311,109.778,0.529899356978,30.5186,108.67,234.864056899,760,2468.99568657,90.3622484308,863.716349109,818.207920604,321.433943724,30.498106836,30.5071972228,518.844518769
2.16398,761,1382.8844611,30.5378,604.726097883,-30.8709,0.961698,109.831,0.51574016202,30.556,108.721,223.422855543,761,2799.96858636,15.6947003551,1032.69924347,173.873430933,409.831465184,30.5379107531,30.5460681221,559.392809956
2.32545,762,1488.38293015,30.5233,363.200698087,-30.8811,0.965573,109.892,0.527352121141,30.5478,108.766,248.793446322,762,3256.37742783,9.2930728847,962.26174956,872.319605183,331.07365759,30.5229069568,30.5336599937,739.4182965
2.19385,763,2286.4535691,30.4794,412.103064513,-30.8217,0.969422,109.937,0.517973739437,30.4984,108.826,250.814044492,763,3155.96456533,8.95730709075,859.500305687,1130.39011345,317.227513461,30.4807254624,30.4861115164,806.899441087
2.98004,764,1330.78583855,30.5339,346.348183257,-30.8899,0.96594,109.973,0.56124416225,30.5544,108.895,233.984022077,764,2363.13679103,8.6202080257,761.76678248,645.544401516,256.77431751,30.5363318097,30.5425199141,427.176004673
2.16238,765,1460.13543579,30.584,666.468682692,-30.927,0.961979,110.032,0.511492863904,30.601,108.97,223.147701946,765,2916.70873804,19.4268127947,1318.96451746,834.196919867,479.072460345,30.5834813455,30.5881870357,631.637632836
2.89532,766,1628.21572307,30.5982,612.229122907,-30.9688,0.957042,110.1,0.567886869737,30.621,109.006,227.88672935,766,3028.38247724,345.456855705,845.654734503,732.050731139,183.274506472,30.601357318,30.6084807792,817.549438764
2.21807,767,2685.80432447,30.6225,470.296011181,-30.9814,0.966683,110.172,0.515639892219,30.6415,109.086,245.983562584,767,3263.84356882,108.199861101,970.406722749,940.258204698,395.44755093,30.6223534479,30.6300756849,855.640982515
2.64351,768,910.163045576,30.5327,464.005643583,-30.8921,0.97002,110.274,0.548860715496,30.551,109.15,201.573402341,768,3018.16091818,144.427485562,1329.50938677,188.84467279,403.285469065,30.5343073735,30.5384713453,629.042239601
2.76645,769,1261.161954,30.6067,325.418969199,-30.9665,0.961056,110.385,0.536782142147,30.6265,109.207,226.557355367,769,2133.53548439,101.867796796,622.314212776,525.085564822,157.217490348,30.6074435621,30.614452115,410.57220696
2.16341,770,1853.96501647,30.6951,272.977573491,-31.0602,0.962819,110.422,0.517414732375,30.7134,109.251,231.773061444,770,2917.76941361,33.9460196799,672.588691328,851.141022506,217.36855767,30.6962746483,30.701592762,737.710501676
2.28748,771,1584.6191143,30.6934,514.569393634,-31.0469,0.96251,110.484,0.528076334362,30.717,109.292,239.28534852,771,2874.86998663,248.739104077,901.53362885,783.354678751,206.715889561,30.6940854289,30.7027305438,672.165365362
2.08057,772,706.36054587,30.7914,318.985085881,-31.1239,0.966396,110.538,0.498846625096,30.8068,109.316,203.174434169,772,2165.01464997,10.4893411586,929.072457556,322.488423286,304.000919863,30.7928267305,30.796625839,442.621223336
1.98064,773,1199.41207914,30.7733,375.601337223,-31.1152,0.964249,110.611,0.501834444269,30.7921,109.335,228.33312182,773,2637.09118608,10.2822016737,1144.89730243,461.06584765,471.07155593,30.7733630015,30.7806177135,574.393171171
2.45784,774,1099.38799291,30.8017,335.039640721,-31.1659,0.967161,110.677,0.540760371965,30.8194,109.395,219.79714477,774,2264.87085529,13.19342205,715.52984706,495.645939125,243.421855801,30.8042574475,30.8105808538,472.863325899
2.76734,775,981.31008121,30.8063,222.247585375,-31.1699,0.973613,110.744,0.556095909977,30.8238,109.403,218.870174329,775,2968.33978381,10.5380208055,720.012163404,308.337993143,226.978317219,30.8067659142,30.8108448674,605.134438643
1.90815,776,310.734948582,30.8479,550.375579238,-31.2115,0.975375,110.809,0.495545408185,30.8685,109.451,58.0611406241,776,2962.72471087,31.78396249,796.455783481,36.7342636694,272.037663867,30.8490738107,30.8572128464,787.422191914
2.48903,777,1435.19406401,30.8739,188.782266582,-31.2242,0.970345,110.83,0.543035975,30.8939,109.511,231.735908435,777,2868.39257432,6.97242840998,854.610714887,765.040610821,283.29982762,30.8753134095,30.8800431486,685.249924553
2.38757,778,249.419547517,30.8174,446.979114252,-31.1749,0.974743,110.879,0.531309800012,30.8382,109.532,62.7590542548,778,2723.8219235,10.1947755512,1643.3244658,31.1167964411,635.127958663,30.8195574861,30.8262032693,527.013077859
2.07575,779,636.609331609,30.8374,437.561143779,-31.1765,0.966788,110.928,0.513625867583,30.8576,109.619,178.945603471,779,1599.55522288,19.6605382676,881.244753479,10.6550107732,323.331436355,30.835500276,30.8413705578,364.598950425
2.27387,780,1303.2400187,30.8281,334.867686648,-31.1915,0.968282,110.969,0.534219723129,30.843,109.67,218.618232652,780,3147.1026152,35.2720354187,800.483928496,282.3951917,221.279052404,30.8322876853,30.8363871393,874.972492265
2.52947,781,2081.0241358,30.9272,360.897068897,-31.2744,0.968766,111.06,0.542261804384,30.9468,109.685,236.48311367,781,2936.86632046,102.589270252,782.982692267,1064.90942252,249.43793211,30.9270608498,30.9330500265,738.707911315
2.73561,782,1701.38891258,30.9826,523.799470872,-31.3161,0.973042,111.111,0.550450179119,30.9994,109.749,226.108469304,782,3195.58244998,8.5913680649,881.968583353,192.211644435,264.462735223,30.9842196161,30.9890017169,920.13757781
2.6138,783,1745.61918852,30.9412,300.808352773,-31.2745,0.970562,111.139,0.533080432801,30.9637,109.77,242.547696742,783,2456.7936353,21.9922587118,949.45717962,1021.59636525,293.571941943,30.9426320179,30.9525632586,476.199586779
2.69216,784,1608.10443413,30.8875,128.90936645,-31.2392,0.963574,111.226,0.54826205603,30.9065,109.855,225.904784435,784,2872.36061985,8.03491261131,566.828706062,895.716203561,149.568285894,30.8893836357,30.8964441748,712.59910495
2.2972,785,301.436771724,30.9358,585.482689172,-31.2967,0.963341,111.281,0.532299804272,30.9529,109.931,134.495423222,785,1374.01795035,191.42705266,1039.47314556,166.040955707,298.047658414,30.9362793442,30.9427815697,271.88173927
2.43809,786,1490.95451629,30.911,311.130283088,-31.2731,0.970056,111.323,0.540250877569,30.9318,109.972,226.129364728,786,3241.33611739,12.2322703208,874.936397615,427.90689815,285.807131287,30.9120004657,30.918426338,843.591861645
