MinReturn,AverageEsReturn,MaxReturn,AveragePolicySurr,QFunRegParamNorm,PolicyRegParamNorm,Epoch,AverageQ,MinEsReturn,AverageQLoss,AverageReturn,AverageAbsQYDiff,AverageAbsY,MaxEsReturn,AverageDiscountedReturn,AverageY,StdReturn,Iteration,AverageAction,StdEsReturn,AverageAbsQ
-0.00515398437718,33.3438469877,-0.00480139107828,-0.0356784,10.2528,10.2745,9,-0.00363175,-30.1108557531,0.00107824,-0.00488426269617,0.0266122422985,0.028465830053,93.9877340012,-0.000490775364371,0.00524857316072,0.000105919773084,9,4.88915e-05,56.9424423531,0.0114339
-0.0755581093777,32.8429943428,-0.00225613479743,-0.0847836,13.551,12.0949,10,0.0497228,-19.0756593632,6.07776,-0.0262755870215,0.113943955797,0.102439293505,84.7616480489,-0.00250521393623,0.081774897042,0.0237730532575,10,0.000263019,51.918653706,0.0761126
-0.490622931488,-12.5379478702,-0.483321967634,-0.233539,17.694,11.8692,11,0.191721,-12.5379478702,6.02841,-0.485484801267,0.149849112427,0.201450895002,-12.5379478702,-0.0485588550734,0.201407042604,0.00243006269471,11,0.00485971,0.0,0.195127
-0.903728267002,47.4019714384,-0.902463181153,-0.251015,23.1084,12.495,12,0.204818,-30.4938414415,5.27623,-0.902958485343,0.169497391217,0.217668906555,90.4201141348,-0.0903960306864,0.208165348409,0.000335534985297,12,0.00903862,55.1808243949,0.235524
-0.753102294342,57.4249032195,-0.752771186921,-0.245967,27.4394,13.0396,13,0.207783,-1.64648122841,4.3803,-0.752969275854,0.171349029785,0.273213173429,91.7708712616,-0.0753675563866,0.218525795626,0.000126235463929,13,0.00753723,41.9540232389,0.289886
-1.50293966077,59.9951725711,-1.50288646264,-0.350689,31.5219,13.0932,14,0.30865,-2.51967901446,3.57357,-1.50291760638,0.172781499511,0.392608539348,91.9235588567,-0.15043657415,0.314545104338,1.38568947304e-05,14,0.0150442,44.2080700744,0.406368
-1.24287224701,36.2853953404,-1.18652325526,-0.377619,34.6883,13.8376,15,0.330639,-14.1879622102,1.77545,-1.20595636877,0.13891488151,0.419107311138,86.7587528909,-0.120527910845,0.333446606592,0.0231828329519,15,0.0120716,50.4733575505,0.433657
-0.431443109604,-13.7707301759,-0.429181939537,-0.475556,37.7891,14.1599,16,0.419982,-13.7707301759,1.34318,-0.430410157835,0.131200880019,0.501314399602,-13.7707301759,-0.0431015642595,0.424320332652,0.000640668921519,16,0.00430841,0.0,0.512197
-0.129073021016,30.2660167486,-0.126634801493,-0.573786,39.969,14.8836,17,0.514893,-24.0627674383,0.706361,-0.127543303381,0.116351955438,0.583206035919,84.5948009355,-0.0128030731049,0.517453412058,0.000939609680024,17,0.00127671,54.3287841869,0.59223
-1.21089735557,33.0787041805,-1.20633930886,-0.617547,41.1723,15.2151,18,0.560629,-11.2681280123,0.291967,-1.20705348079,0.090441574685,0.617684468739,77.4255363733,-0.120830400784,0.561315450607,0.00139027298424,18,0.0120826,44.3468321928,0.629883
-2.11935938861,53.9632052483,-2.08617194423,-0.776606,42.5445,16.2098,19,0.712408,-5.79571584442,0.156712,-2.0952103502,0.0805577899773,0.768704121652,87.1405772253,-0.209748688918,0.712633796071,0.0101202781227,19,0.0209731,42.3416477984,0.781484
-0.306602273654,-3.55182706538,-0.293024851688,-0.974724,43.8926,16.9677,20,0.912137,-3.55182706538,0.102941,-0.298730969031,0.0683365971411,0.968491024583,-3.55182706538,-0.0299284028592,0.912508123653,0.00406085586908,20,0.0029903,0.0,0.979888
-0.160763473759,50.1267821542,-0.142732045795,-1.00197,45.695,17.7452,21,0.935252,-25.0310548313,0.0542134,-0.1494373739,0.0516143994259,0.989494560237,89.4342245039,-0.0148898183948,0.936184802532,0.00644867996312,21,0.00149587,53.1633529164,0.997155
