MinReturn,AverageQ,AverageAbsQ,Epoch,MaxEsReturn,MinEsReturn,AverageY,AverageAction,AverageReturn,StdEsReturn,AveragePolicySurr,Iteration,PolicyRegParamNorm,AverageAbsY,AverageDiscountedReturn,StdReturn,QFunRegParamNorm,AverageAbsQYDiff,AverageQLoss,MaxReturn,AverageEsReturn
3656.84512937,519.977,519.977,1287,3587.92303087,3587.92303087,519.974125779,0.958695,5265.46416117,0.0,-522.419,1287,145.442,519.974184819,391.094872812,621.744096885,225.149,3.41932782367,267.658,5859.51256305,3587.92303087
3315.3805781,519.43,519.43,1288,3547.88249029,3547.88249029,519.456900709,0.959973,4605.41717182,0.0,-521.779,1288,145.421,519.456922298,374.836246785,480.725986159,225.21,3.48722145943,273.606,5238.65293612,3547.88249029
4780.48549566,520.016,520.016,1289,3338.16961013,3338.16961013,520.02244832,0.958422,5024.89178458,0.0,-522.33,1289,145.482,520.022478498,380.441181272,130.845622803,225.338,3.3903802725,253.675,5176.923644,3338.16961013
5028.85429886,519.769,519.769,1290,3626.37332612,3626.37332612,519.771770357,0.961553,5182.47534835,0.0,-522.111,1290,145.663,519.771789977,407.031496095,91.6591561974,225.499,3.76384557897,352.367,5369.43553693,3626.37332612
-225.238818179,519.703,519.703,1291,3277.15882467,3277.15882467,519.721341876,0.961889,4595.18809976,0.0,-521.994,1291,145.742,519.721412612,383.020388524,1635.56952742,225.575,3.57441367672,292.893,5671.03795288,3277.15882467
-115.364276248,519.699,519.699,1292,3004.17262554,3004.17262554,519.698483562,0.965537,4102.27647237,0.0,-521.948,1292,145.755,519.698518572,341.104002864,1444.89950279,225.677,3.54717376246,292.275,5167.85397341,3004.17262554
2206.49773866,519.695,519.695,1293,3282.76743583,3282.76743583,519.712508184,0.958536,4985.81424158,0.0,-522.015,1293,145.83,519.712508184,425.853974834,933.00015748,225.81,3.64468797231,310.926,5494.90240665,3282.76743583
1652.35858882,519.24,519.24,1294,3409.07237144,3409.07237144,519.246077944,0.965354,4792.76905466,0.0,-521.679,1294,145.869,519.246132077,418.255222143,1507.07039028,225.936,3.77078153734,342.834,5877.85784326,3409.07237144
4938.62298745,519.871,519.871,1295,3514.27688514,3514.27688514,519.879402165,0.961987,5227.225348,0.0,-522.226,1295,145.904,519.879502818,410.592059187,149.897166239,225.955,3.34169905271,237.246,5534.62669768,3514.27688514
2981.9994519,519.921,519.921,1296,3625.1977056,3625.1977056,519.921300753,0.961196,4940.18615029,0.0,-522.178,1296,145.95,519.921301167,391.02487105,676.504811601,226.069,3.4125639541,241.251,5473.41769018,3625.1977056
4843.94027357,519.744,519.744,1297,3498.6091898,3498.6091898,519.754775863,0.963826,5355.97903346,0.0,-522.036,1297,145.999,519.754976153,424.219428911,249.991887599,226.223,3.54997552812,298.566,5777.01297158,3498.6091898
5151.9682079,519.779,519.779,1298,3308.63318077,3308.63318077,519.790089841,0.967225,5448.87026544,0.0,-522.156,1298,146.078,519.790172713,419.143304172,207.539232544,226.329,3.49844448137,266.81,5876.1306326,3308.63318077
5475.83829275,519.733,519.733,1299,3227.35283436,3227.35283436,519.742357554,0.960544,5687.79821306,0.0,-522.102,1299,146.071,519.742438963,432.979841893,143.664962381,226.408,3.43246803643,249.21,5907.98150897,3227.35283436
189.917746063,520.199,520.199,1300,3258.40284829,3258.40284829,520.209418357,0.968741,4025.00000265,0.0,-522.401,1300,146.135,520.209418357,386.429243332,1826.00363771,226.456,3.43562919171,252.041,5489.18848705,3258.40284829
-171.449090558,519.806,519.806,1301,3398.40919104,3398.40919104,519.817456662,0.982072,2857.04760444,0.0,-522.083,1301,146.221,519.817497664,298.70295084,1752.90030107,226.559,3.48804461178,276.308,4844.82468448,3398.40919104
3284.82819074,519.987,519.987,1302,3226.76719435,3226.76719435,519.988957393,0.956013,4948.26281658,0.0,-522.189,1302,146.29,519.989048999,409.174317007,652.540431978,226.71,3.50727233469,283.679,5473.59201794,3226.76719435
2992.43329632,520.118,520.118,1303,3542.89203397,3542.89203397,520.127706719,0.96462,5000.69756427,0.0,-522.347,1303,146.389,520.127745617,404.60393931,678.062836548,226.865,3.53212375959,291.142,5350.40091981,3542.89203397
4722.75328428,519.882,519.882,1304,3569.5738168,3569.5738168,519.892327119,0.963807,5110.38123565,0.0,-522.16,1304,146.407,519.892327119,402.091238423,161.489376471,226.902,3.28014123039,230.783,5356.84317796,3569.5738168
69.9408692001,519.514,519.514,1305,3491.32823267,3491.32823267,519.515747678,0.975658,3676.92925894,0.0,-521.824,1305,146.431,519.515817338,372.465932624,1976.62437266,227.053,3.66766259777,329.139,5508.11413898,3491.32823267
5115.69995022,519.519,519.519,1306,2977.34604829,2977.34604829,519.53033221,0.951875,5315.04501223,0.0,-521.764,1306,146.432,519.530359772,409.022836671,111.557693511,227.178,3.43015456983,250.679,5511.49189253,2977.34604829
2055.95417298,519.797,519.797,1307,3172.74712491,3172.74712491,519.801525343,0.96253,5025.07884197,0.0,-522.031,1307,146.524,519.801562597,405.329453417,1006.01529048,227.297,3.55080936013,284.788,5656.8072249,3172.74712491
2467.20745113,519.101,519.101,1308,3752.45982682,3752.45982682,519.111774772,0.963106,4820.70345492,0.0,-521.381,1308,146.621,519.111778617,413.387667142,972.838753245,227.428,3.61692811654,317.17,5850.46171348,3752.45982682
1130.71609023,519.614,519.614,1309,3211.92028706,3211.92028706,519.63141489,0.972986,4139.91967901,0.0,-521.928,1309,146.749,519.631432634,348.900097364,1174.21169713,227.508,3.42306410326,256.058,5253.40889551,3211.92028706
305.890565755,519.457,519.457,1310,3427.57435901,3427.57435901,519.462016285,0.968141,4283.69435084,0.0,-521.688,1310,146.752,519.46212818,402.638317407,1780.89395379,227.655,3.46448179546,264.311,5578.02771662,3427.57435901
1032.89826394,519.714,519.714,1311,2945.19472021,2945.19472021,519.717897995,0.963747,4688.34892324,0.0,-521.925,1311,146.827,519.71789841,376.141040111,1229.11980842,227.746,3.51647933785,278.522,5344.61759497,2945.19472021
406.445532779,518.857,518.857,1312,3725.04729497,3725.04729497,518.868164431,0.96552,4364.79031654,0.0,-521.167,1312,146.888,518.868164431,401.952967643,1962.50200794,227.871,3.57522902261,293.233,5566.64823018,3725.04729497
5392.67806461,519.584,519.584,1313,3500.84871979,3500.84871979,519.594226047,0.955699,5616.23314761,0.0,-521.871,1313,146.975,519.594226047,427.792854676,145.988049061,228.001,3.4341663325,267.725,5862.91344747,3500.84871979
2795.47014172,519.623,519.623,1314,3351.37255853,3351.37255853,519.636757795,0.959781,5282.67559688,0.0,-521.976,1314,147.131,519.636778874,437.643891792,865.885211043,228.089,3.63545296669,286.122,5883.89616651,3351.37255853
4383.16469791,519.753,519.754,1315,3203.93419425,3203.93419425,519.762208249,0.969412,4799.83745605,0.0,-522.111,1315,147.163,519.762225585,365.870300632,306.224722802,228.156,3.39422853548,243.718,5406.85754231,3203.93419425
470.161094536,519.704,519.704,1316,3425.58759353,3425.58759353,519.704294766,0.970042,4412.50706695,0.0,-521.993,1316,147.237,519.704350759,392.384226381,1757.99440361,228.267,3.50824996649,268.341,5881.7891752,3425.58759353
5223.98391183,519.989,519.989,1317,3542.48826655,3542.48826655,520.003498096,0.95835,5404.63065123,0.0,-522.352,1317,147.282,520.003522508,430.909881237,99.6820762806,228.399,3.52622729005,287.557,5533.63604492,3542.48826655
2061.63069936,519.608,519.608,1318,3620.82396656,3620.82396656,519.610442897,0.967473,4723.15732568,0.0,-521.92,1318,147.35,519.610442897,431.05869601,1296.11511281,228.498,3.66118392754,318.506,5782.12472294,3620.82396656
1215.26139503,519.353,519.353,1319,3049.51768713,3049.51768713,519.364251956,0.971089,4156.7243199,0.0,-521.631,1319,147.461,519.364251956,393.645157833,1509.95696557,228.598,3.5533940119,306.119,5434.15110798,3049.51768713
786.625222857,519.745,519.745,1320,3293.84931813,3293.84931813,519.75868213,0.973059,4392.33780611,0.0,-522.066,1320,147.494,519.758758947,391.33433023,1457.47148247,228.744,3.45091928795,280.371,5510.78137517,3293.84931813
-418.105440456,519.48,519.48,1321,3402.52620077,3402.52620077,519.485056097,0.980655,3907.06400755,0.0,-521.847,1321,147.592,519.485056097,307.866708334,1551.15898458,228.828,3.56119163178,300.441,5150.38584072,3402.52620077
4750.02720608,519.844,519.844,1322,3244.33883544,3244.33883544,519.854580182,0.967528,5162.60481132,0.0,-522.111,1322,147.66,519.854639082,397.91484065,172.804769515,228.969,3.58109957746,288.974,5460.99738784,3244.33883544
-278.719929234,519.571,519.571,1323,3493.78156442,3493.78156442,519.57946938,0.968109,4317.18870435,0.0,-521.803,1323,147.732,519.579499558,397.862308041,2130.57622172,229.09,3.4727718508,290.72,5775.80379501,3493.78156442
474.364003776,519.597,519.597,1324,3756.53332598,3756.53332598,519.602967355,0.96881,4542.94796493,0.0,-521.81,1324,147.726,519.602994858,409.804255599,1499.87718631,229.175,3.64233736905,322.014,5735.54608623,3756.53332598
5554.28317209,519.835,519.835,1325,3370.71835276,3370.71835276,519.836484864,0.962999,5780.46932244,0.0,-522.061,1325,147.768,519.836512367,444.463222717,135.516660699,229.269,3.39494983303,268.915,5987.87732073,3370.71835276
5391.05520748,519.822,519.822,1326,3374.71134613,3374.71134613,519.834555742,0.955695,5619.48919075,0.0,-522.071,1326,147.882,519.834598494,437.987337169,213.042574706,229.385,3.38941212957,261.63,6030.01576053,3374.71134613
3823.50171377,519.887,519.887,1327,3228.08609346,3228.08609346,519.893902055,0.9564,5055.30928044,0.0,-522.21,1327,147.833,519.893960126,396.351443661,503.680099365,229.565,3.67831356794,341.693,5634.8135136,3228.08609346
4845.81002703,519.977,519.977,1328,3389.58993839,3389.58993839,519.993177144,0.959044,5221.04711491,0.0,-522.269,1328,147.875,519.993177144,398.314077337,195.901564428,229.656,3.24793698418,240.659,5567.84443434,3389.58993839
96.1635770749,519.804,519.804,1329,3626.25626062,3626.25626062,519.79877702,0.967817,4093.8046674,0.0,-522.067,1329,147.974,519.798784096,386.427200856,1787.86540641,229.763,3.68077607863,343.206,5415.12348896,3626.25626062
5268.56308608,519.714,519.714,1330,3607.71112064,3607.71112064,519.730892549,0.956966,5477.04037072,0.0,-521.842,1330,148.021,519.730985874,405.065608706,123.108562,229.815,3.22438028094,233.001,5691.7690021,3607.71112064
5204.27383902,519.705,519.705,1331,3273.43703944,3273.43703944,519.714149729,0.961209,5539.40959116,0.0,-521.888,1331,148.067,519.714254858,419.535451304,149.005329999,229.874,3.45642790382,274.831,5717.03901753,3273.43703944
1205.26084577,519.17,519.17,1332,3260.77354811,3260.77354811,519.165219921,0.960887,4924.44832449,0.0,-521.365,1332,148.072,519.165219921,408.205064172,1253.21871802,230.027,3.552404582,305.305,5688.01714149,3260.77354811
-245.520290322,519.23,519.23,1333,3201.78366929,3201.78366929,519.243541111,0.974426,3284.48719861,0.0,-521.474,1333,148.153,519.243578365,366.084135417,1911.51493878,230.133,3.4192106974,253.549,5262.89855854,3201.78366929
442.335837207,519.01,519.01,1334,3466.37718816,3466.37718816,519.009257655,0.970034,3990.78781127,0.0,-521.24,1334,148.264,519.009313536,379.407819298,1591.12548187,230.277,3.45582502454,284.135,5160.19389425,3466.37718816
1745.50274831,518.677,518.677,1335,3715.34252563,3715.34252563,518.693296619,0.967011,4221.6831134,0.0,-520.937,1335,148.314,518.693314362,381.670456247,1138.12641229,230.367,3.65155110029,324.347,5088.71874701,3715.34252563
1489.05120488,518.803,518.803,1336,3345.12662584,3345.12662584,518.795622737,0.972933,3339.13679517,0.0,-521.081,1336,148.407,518.795664832,389.189359668,1583.55455156,230.47,3.46678927798,290.51,5465.19041638,3345.12662584
912.022109897,518.525,518.525,1337,3656.7989685,3656.7989685,518.547348442,0.973579,3379.75592274,0.0,-520.816,1337,148.451,518.547384583,379.423278636,1331.09167609,230.598,3.59555977978,308.848,5345.10959877,3656.7989685
4959.85761717,519.149,519.149,1338,3187.8263688,3187.8263688,519.150059564,0.960435,5234.96845846,0.0,-521.356,1338,148.452,519.150071482,405.029477262,122.96211044,230.632,3.27896517445,233.61,5368.02541892,3187.8263688
-321.442221908,519.156,519.156,1339,3657.06256787,3657.06256787,519.165310838,0.968013,4034.55392585,0.0,-521.319,1339,148.54,519.165310838,364.67924111,1856.70873304,230.694,3.25707582573,232.627,5478.20885765,3657.06256787
5366.98850531,519.383,519.383,1340,3135.00448296,3135.00448296,519.393913489,0.963461,5564.71302609,0.0,-521.589,1340,148.652,519.394133995,436.635962901,142.223791748,230.809,3.27896360592,228.134,5842.15061944,3135.00448296
4591.39151766,518.856,518.856,1341,3479.56222352,3479.56222352,518.867052702,0.967035,5017.94516528,0.0,-521.048,1341,148.768,518.867056445,393.952197774,258.911724699,230.962,3.47203535133,276.789,5368.3236406,3479.56222352
5228.69638689,519.045,519.045,1342,3751.24359433,3751.24359433,519.056407659,0.95499,5411.9207237,0.0,-521.263,1342,148.851,519.056435161,410.71247235,117.247498275,231.081,3.65510962018,297.25,5597.81356803,3751.24359433
5108.40038447,518.493,518.493,1343,3524.23809077,3524.23809077,518.49354852,0.960858,5263.85448343,0.0,-520.603,1343,148.95,518.49354852,415.898035808,104.459000369,231.164,3.30096274376,242.239,5422.65222717,3524.23809077
4982.62798506,518.631,518.631,1344,3780.09668861,3780.09668861,518.636013395,0.961154,5224.95640711,0.0,-520.747,1344,149.008,518.636203567,403.715804458,124.652253164,231.299,3.49194591747,294.2,5444.81786769,3780.09668861
3441.86173791,518.336,518.336,1345,3437.47202691,3437.47202691,518.345428587,0.954977,5274.19782189,0.0,-520.434,1345,149.136,518.345500128,439.742916492,614.220062724,231.43,3.67413023797,331.16,5579.07163863,3437.47202691
458.163346354,518.469,518.469,1346,3544.38287373,3544.38287373,518.473805053,0.959945,4711.18992806,0.0,-520.692,1346,149.166,518.473854881,423.22404682,1718.87756267,231.541,3.31167422305,239.905,5661.52499296,3544.38287373
2198.44686965,518.18,518.18,1347,3483.30440236,3483.30440236,518.194917252,0.960661,5165.16280224,0.0,-520.395,1347,149.212,518.194920994,428.598740823,1017.07214203,231.637,3.43400933175,285.537,5805.52624744,3483.30440236
336.587994576,518.071,518.071,1348,3579.46990858,3579.46990858,518.074974996,0.966275,4131.84119627,0.0,-520.266,1348,149.237,518.075028561,406.534951551,2118.38765473,231.744,3.45121160123,277.089,5898.95912037,3579.46990858
1736.56850531,517.963,517.963,1349,3640.25755739,3640.25755739,517.968514068,0.970185,4516.85624141,0.0,-520.162,1349,149.272,517.968556819,403.41469166,1172.00084498,231.906,3.5198621245,295.741,5427.25260485,3640.25755739
5204.02258988,518.061,518.061,1350,3347.35279654,3347.35279654,518.06679319,0.959706,5545.62066352,0.0,-520.248,1350,149.373,518.066823368,435.815235025,149.813502358,232.017,3.43362025428,269.497,5756.08708557,3347.35279654
3258.76768876,518.052,518.052,1351,3475.91025859,3475.91025859,518.057695389,0.966024,5325.95621294,0.0,-520.264,1351,149.418,518.057711048,435.426294646,705.987448351,232.088,3.20031795704,205.392,5905.04915742,3475.91025859
15.2814357837,518.22,518.22,1352,3540.32848402,3540.32848402,518.22818675,0.960427,4807.70845972,0.0,-520.422,1352,149.469,518.228216928,420.689790959,2095.44813696,232.192,3.38608597776,260.119,5969.04783549,3540.32848402
5475.4255828,517.539,517.539,1353,3626.72560711,3626.72560711,517.548479964,0.960533,5738.6964128,0.0,-519.661,1353,149.591,517.548535399,430.891325241,193.555677853,232.292,3.40149422923,264.536,6101.32158022,3626.72560711
929.92438812,517.569,517.569,1354,3696.31016226,3696.31016226,517.580939544,0.966491,4456.9640791,0.0,-519.785,1354,149.583,517.580939544,402.301117357,1632.92293541,232.424,3.415528692,280.912,5607.04806153,3696.31016226
5251.24129852,517.624,517.624,1355,3608.11160913,3608.11160913,517.631491826,0.959923,5636.99915796,0.0,-519.831,1355,149.631,517.632598302,424.665265809,207.757720011,232.526,3.50218542739,282.268,5943.39708876,3608.11160913
-228.890717157,518.068,518.068,1356,3498.85575819,3498.85575819,518.066360167,0.976809,3577.77382107,0.0,-520.321,1356,149.664,518.066431797,359.167585884,2060.29315932,232.639,3.50025171197,281.4,5276.68259678,3498.85575819
-46.682198061,517.897,517.897,1357,3589.14165155,3589.14165155,517.906925098,0.971113,3742.83271598,0.0,-520.181,1357,149.709,517.906996278,383.733863817,1861.23858365,232.786,3.48494119547,286.078,5559.18460151,3589.14165155
4207.66287728,517.596,517.596,1358,3703.87048294,3703.87048294,517.603846736,0.969491,4803.8444019,0.0,-519.844,1358,149.76,517.603934796,377.788844385,325.283745818,232.931,3.39186046658,264.497,5228.03673651,3703.87048294
-0.395053643304,517.443,517.444,1359,3030.61914168,3030.61914168,517.440335514,0.974208,4102.77310044,0.0,-519.675,1359,149.783,517.440468419,315.759135097,1412.72607096,233.031,3.29368092021,234.389,5174.49335824,3030.61914168
-53.7820320504,517.853,517.853,1360,3819.29490738,3819.29490738,517.87729148,0.979286,2704.96674701,0.0,-520.047,1360,149.876,517.877435146,368.997256036,1969.50779913,233.17,3.61221471916,299.866,5114.42546043,3819.29490738
2045.36835728,517.599,517.599,1361,3632.80028343,3632.80028343,517.608162622,0.959755,5057.6788289,0.0,-519.675,1361,149.958,517.608162622,402.146894336,1005.57707156,233.282,3.53097217501,311.166,5483.34834571,3632.80028343
736.732917993,517.106,517.106,1362,3301.91227635,3301.91227635,517.121474445,0.97308,4655.63273167,0.0,-519.258,1362,149.954,517.121486363,411.241829495,1652.74867476,233.373,3.53726428404,310.732,5651.06524983,3301.91227635
5013.71700319,517.115,517.115,1363,3485.58344054,3485.58344054,517.113190951,0.973905,5297.71814221,0.0,-519.19,1363,149.965,517.113245267,408.154662761,168.286815452,233.462,3.41037266059,284.204,5510.73883573,3485.58344054
4109.01410093,516.995,516.995,1364,3138.56002182,3138.56002182,517.001112027,0.959003,5329.84073467,0.0,-519.129,1364,150.093,517.001180607,431.401229083,450.593137176,233.549,3.4972433595,310.806,5855.8793199,3138.56002182
-578.245635624,516.983,516.983,1365,3189.42812228,3189.42812228,516.999109194,0.973861,3845.80871953,0.0,-519.064,1365,150.128,516.999167265,349.776235794,2218.4934312,233.596,3.39928047334,285.475,5772.50078246,3189.42812228
247.018698251,516.337,516.337,1366,3370.06628835,3370.06628835,516.339395157,0.966173,4743.92304308,0.0,-518.5,1366,150.142,516.33944228,395.417968035,1513.30554093,233.759,3.46411801337,294.603,5513.47261576,3370.06628835
3830.867157,516.703,516.703,1367,3562.23769258,3562.23769258,516.715015815,0.959788,5363.72513776,0.0,-518.824,1367,150.223,516.715015815,438.21387441,538.230575918,233.878,3.49471838534,291.997,5797.60543466,3562.23769258
4958.33092326,516.32,516.32,1368,3485.17944378,3485.17944378,516.337188867,0.960751,5337.32873894,0.0,-518.492,1368,150.214,516.337263338,386.068876922,179.38135113,234.054,3.57131138759,327.838,5632.07630037,3485.17944378
3086.1469066,516.431,516.431,1369,3548.64678495,3548.64678495,516.433273684,0.955059,5148.2554208,0.0,-518.612,1369,150.328,516.433352162,412.466355269,721.843256023,234.177,3.60817593083,324.168,5618.2507791,3548.64678495
2566.70451684,516.164,516.164,1370,3532.6962388,3532.6962388,516.173345305,0.965134,4894.85214235,0.0,-518.349,1370,150.43,516.173345305,400.079179656,1131.76083013,234.263,3.38447921508,285.058,5698.9890892,3532.6962388
-132.468624421,516.108,516.108,1371,3172.7520563,3172.7520563,516.124583729,0.960402,4560.06845521,0.0,-518.305,1371,150.475,516.124619544,375.444057592,1653.56098511,234.396,3.52264680344,318.108,5615.27759423,3172.7520563
1907.5936462,516.475,516.475,1372,3323.89650545,3323.89650545,516.473679524,0.971402,5364.88229025,0.0,-518.682,1372,150.527,516.473679524,447.104648914,1278.10525691,234.502,3.49605835753,296.003,6243.18450294,3323.89650545
567.026313764,516.111,516.111,1373,3436.89164019,3436.89164019,516.116627546,0.965285,4994.93770532,0.0,-518.415,1373,150.577,516.116702018,428.723777239,1515.51954315,234.58,3.53815613217,299.319,5949.9754921,3436.89164019
663.453551889,516.432,516.432,1374,3439.25964574,3439.25964574,516.432307314,0.958058,4731.62832392,0.0,-518.619,1374,150.681,516.432343129,389.76129464,1408.50765972,234.686,3.32861108812,278.049,5748.10340948,3439.25964574
2129.26706695,516.169,516.169,1375,3368.03936215,3368.03936215,516.187638867,0.963694,4818.47945145,0.0,-518.368,1375,150.663,516.187892306,418.445142325,1117.50858,234.851,3.61023842826,313.393,5551.5007704,3368.03936215
993.723636124,515.657,515.657,1376,3787.92361692,3787.92361692,515.662844799,0.971722,4316.01294505,0.0,-517.913,1376,150.697,515.662844799,414.825095342,1419.1004937,234.995,3.61690851202,325.945,5947.60037493,3787.92361692
1124.34227776,515.951,515.951,1377,3510.5200693,3510.5200693,515.952379519,0.973603,4347.40428727,0.0,-518.217,1377,150.752,515.952415245,339.626003133,1115.2521117,235.146,3.29523207217,257.328,5379.67615556,3510.5200693
523.731078097,515.971,515.971,1378,3568.52156293,3568.52156293,515.989570209,0.971058,4499.74407928,0.0,-518.167,1378,150.839,515.989605219,398.677745727,1724.66161532,235.29,3.59995687331,319.743,6011.79558564,3568.52156293
1032.02292116,515.604,515.604,1379,3428.95718236,3428.95718236,515.606995994,0.969129,4305.01779493,0.0,-517.723,1379,150.929,515.606998173,412.205286869,1373.52414755,235.443,3.49245943192,282.953,5605.50335088,3428.95718236
1640.12559716,516.024,516.024,1380,3798.46839315,3798.46839315,516.035111304,0.971485,4647.04995009,0.0,-518.281,1380,150.954,516.035111304,452.852570652,1895.3672666,235.541,3.45212497587,279.84,6180.28047727,3798.46839315
4468.54737499,515.797,515.797,1381,3697.49694681,3697.49694681,515.814682314,0.973359,4776.58629257,0.0,-518.098,1381,150.991,515.814804744,380.219660566,168.414714967,235.643,3.68223641021,301.033,5059.59445455,3697.49694681
986.669781556,516.246,516.246,1382,3159.56771299,3159.56771299,516.245883559,0.968328,4894.55365935,0.0,-518.497,1382,151.025,516.245883559,410.388002265,1474.57815325,235.732,3.1499465405,205.962,6027.78184743,3159.56771299
-165.053853516,516.427,516.427,1383,3472.73146159,3472.73146159,516.441533384,0.971738,3800.69480496,0.0,-518.745,1383,151.137,516.441533384,282.00768361,1533.39199647,235.911,3.65418890107,327.935,4990.7539866,3472.73146159
1266.49849734,516.366,516.366,1384,3023.97821779,3023.97821779,516.366100372,0.960985,5004.58082343,0.0,-518.621,1384,151.207,516.366147429,431.286284317,1435.3321117,236.02,3.66865237953,317.399,5927.74339328,3023.97821779
-206.91827412,516.647,516.647,1385,3010.74417852,3010.74417852,516.662075282,0.969682,4051.97813018,0.0,-518.981,1385,151.23,516.662122209,334.918255399,1624.77724444,236.202,3.58366981326,306.607,5407.21023729,3010.74417852
2977.0122774,516.532,516.532,1386,3502.07461916,3502.07461916,516.533391158,0.95526,4860.81511019,0.0,-518.73,1386,151.268,516.533496831,384.739475267,648.87274233,236.3,3.46563299497,280.714,5256.15629322,3502.07461916
963.507365663,516.494,516.494,1387,3285.3189394,3285.3189394,516.507547266,0.968034,4276.3997453,0.0,-518.739,1387,151.268,516.507578512,343.937252311,1266.0872695,236.393,3.56257793338,284.035,5334.63989941,3285.3189394
716.475870301,516.316,516.316,1388,3547.74313522,3547.74313522,516.325282842,0.968569,4304.40969681,0.0,-518.557,1388,151.364,516.325332641,396.796278313,1458.08703439,236.528,3.31649477173,234.929,5428.52758925,3547.74313522
2593.01075125,516.359,516.359,1389,3334.65287994,3334.65287994,516.376593174,0.966411,4919.35796352,0.0,-518.566,1389,151.436,516.376708926,407.116923106,782.743839375,236.739,3.80128248268,353.487,5439.39266722,3334.65287994
992.033291273,516.395,516.395,1390,3249.93411201,3249.93411201,516.388616844,0.964281,5334.28423465,0.0,-518.681,1390,151.463,516.388686863,405.483701446,1455.13194287,236.851,3.47194840819,272.22,6074.21716781,3249.93411201
1613.10647969,516.456,516.456,1391,3599.86613688,3599.86613688,516.465710164,0.970435,4942.06743196,0.0,-518.708,1391,151.469,516.465774446,410.221848421,1471.16035653,236.911,3.52567860885,275.296,6172.30130531,3599.86613688
3089.18095639,516.456,516.456,1392,3886.39971434,3886.39971434,516.460368616,0.967207,5117.5647875,0.0,-518.724,1392,151.542,516.460368616,411.151172363,705.00474034,237.029,3.45624646639,263.242,5626.87746275,3886.39971434
1109.26033799,516.567,516.567,1393,3031.61527597,3031.61527597,516.591759198,0.960574,5025.639258,0.0,-518.743,1393,151.55,516.591794166,419.361720659,1309.69149101,237.093,3.56360128166,288.952,5662.62188749,3031.61527597
866.402986128,516.218,516.218,1394,3319.50837587,3319.50837587,516.213350749,0.963581,5176.51877716,0.0,-518.449,1394,151.615,516.213424415,424.871970145,1455.3068909,237.219,3.58813695943,293.911,6022.66578117,3319.50837587
3751.12531441,516.42,516.42,1395,3649.41462366,3649.41462366,516.438356559,0.967612,5281.13585042,0.0,-518.667,1395,151.677,516.438396116,417.475207613,553.241888239,237.326,3.50981556621,268.739,5928.97772973,3649.41462366
747.84005697,516.32,516.32,1396,3658.55663069,3658.55663069,516.328572868,0.97152,3560.12976411,0.0,-518.531,1396,151.817,516.328572868,338.868717432,1506.87551553,237.404,3.62063738722,308.284,5104.78580663,3658.55663069
3850.96305316,516.075,516.075,1397,3464.16780375,3464.16780375,516.076521274,0.956028,5580.63912862,0.0,-518.279,1397,151.834,516.076550955,442.244587239,606.110591775,237.485,3.47738595153,290.741,6036.9633985,3464.16780375
2715.59964049,516.427,516.427,1398,3621.18585664,3621.18585664,516.436654453,0.965268,5210.79922932,0.0,-518.666,1398,151.773,516.436760293,426.535000766,1204.23061726,237.569,3.34748174203,234.645,6092.14559392,3621.18585664
5287.78123826,515.981,515.981,1399,3501.31173435,3501.31173435,515.992805537,0.969993,5743.86477098,0.0,-518.255,1399,151.792,515.992842725,441.149458897,238.960595238,237.717,3.62501948508,283.983,6167.43389417,3501.31173435
4450.51033741,516.085,516.085,1400,3410.73113979,3410.73113979,516.077727434,0.969985,5442.42113249,0.0,-518.33,1400,151.853,516.07776316,417.981822276,359.796271417,237.775,3.64079444117,312.931,5875.42464894,3410.73113979
5507.45534255,516.187,516.187,1401,3483.58168254,3483.58168254,516.208506603,0.975636,5726.70374639,0.0,-518.489,1401,151.896,516.208569831,432.965661016,111.123202614,237.895,3.62176502267,311.449,5889.89476337,3483.58168254
3278.99150478,516.394,516.394,1402,3213.84331197,3213.84331197,516.395375266,0.967453,5335.15653863,0.0,-518.756,1402,151.929,516.395405444,431.793544171,815.236816567,237.977,3.42287075485,253.13,5989.93656235,3213.84331197
4455.83615947,516.523,516.523,1403,3740.23848426,3740.23848426,516.529970932,0.961304,5175.38343717,0.0,-518.657,1403,151.985,516.529970932,414.150496075,267.422879739,238.079,3.40997204767,264.214,5427.17290566,3740.23848426
5307.08668132,516.646,516.646,1404,3311.89556967,3311.89556967,516.655978845,0.966382,5381.62934857,0.0,-518.953,1404,152.044,516.655978845,432.147475688,71.1715613333,238.159,3.41688208779,235.978,5550.00896299,3311.89556967
5233.72417234,516.628,516.628,1405,3307.70452161,3307.70452161,516.642279378,0.968067,5637.42986391,0.0,-518.921,1405,152.077,516.642306881,442.323287177,199.814193532,238.268,3.50489296654,297.642,5959.57281076,3307.70452161
3842.40748814,516.485,516.485,1406,3452.97665082,3452.97665082,516.48580646,0.955082,5255.26760008,0.0,-518.762,1406,152.159,516.485833963,428.036866717,480.305740475,238.359,3.43827691897,258.109,5589.08740114,3452.97665082
5200.45139284,516.776,516.776,1407,3671.83299222,3671.83299222,516.77743869,0.965459,5642.82399969,0.0,-519.034,1407,152.184,516.777481442,426.829465434,216.847677534,238.454,3.46262630084,263.545,6005.8241878,3671.83299222
5209.00009109,516.759,516.759,1408,3539.49425144,3539.49425144,516.771382236,0.961766,5511.7117502,0.0,-519.051,1408,152.209,516.771442213,443.007052484,220.878617617,238.54,3.41670775725,247.421,5994.76332199,3539.49425144
