MaxEsReturn,MaxReturn,AverageAbsQYDiff,AverageAction,AverageEsReturn,AverageDiscountedReturn,AverageQLoss,AveragePolicySurr,StdEsReturn,Iteration,PolicyRegParamNorm,AverageY,AverageReturn,MinEsReturn,AverageAbsQ,StdReturn,MinReturn,AverageQ,Epoch,AverageAbsY,QFunRegParamNorm
851.71585421,1267.54881916,0.101344876905,0.943117,851.71585421,99.3340314117,0.152443,-12.6385,0.0,1282,112.315,12.579977958,1225.45775126,851.71585421,12.5794,30.8021139967,1155.09617344,12.5794,1282,12.5799965299,107.741
850.014775046,1305.81256762,0.107329533311,0.938613,850.014775046,100.313885032,0.176695,-12.63,0.0,1283,112.318,12.5759836865,1250.53648558,850.014775046,12.5758,41.7508788373,1183.84586288,12.5758,1283,12.5760242251,107.73
774.247244807,1277.92480034,0.107747036414,0.950755,774.247244807,107.053590278,0.186813,-12.6383,0.0,1284,112.359,12.5794958352,1239.37069803,774.247244807,12.5792,27.3924731289,1169.65742291,12.5792,1284,12.5795169643,107.765
793.916797906,1276.55374418,0.110674691853,0.957824,793.916797906,102.919342704,0.227317,-12.6202,0.0,1285,112.376,12.5651804222,1237.03495484,793.916797906,12.5649,34.9491741773,1157.17734084,12.5649,1285,12.565239605,107.788
865.186916698,1353.94618784,0.101285852896,0.935959,865.186916698,108.181772414,0.175388,-12.6175,0.0,1286,112.456,12.5666314481,1262.55176552,865.186916698,12.5666,53.8626406723,1179.09038237,12.5666,1286,12.5666649244,107.852
857.805755349,1180.27997696,0.103342477353,0.937483,857.805755349,92.3845797018,0.182819,-12.6134,0.0,1287,112.428,12.558873818,1086.3172995,857.805755349,12.5587,55.3970101289,1014.31336906,12.5587,1287,12.5588930719,107.904
755.375384935,1296.70924516,0.102054039495,0.927652,755.375384935,103.651045667,0.17491,-12.6017,0.0,1288,112.509,12.5494454411,1178.34734087,755.375384935,12.5497,61.3417868394,1106.51207822,12.5497,1288,12.5494675513,107.915
787.700446491,1117.77571645,0.101586984308,0.94148,787.700446491,86.4004245733,0.170298,-12.6079,0.0,1289,112.535,12.5515793238,1031.65915431,787.700446491,12.5508,44.1794741179,969.91323233,12.5508,1289,12.5516202298,107.966
815.526421056,1147.92133419,0.10677347108,0.947617,815.526421056,94.1633195888,0.217935,-12.6007,0.0,1290,112.569,12.5488691265,1033.97189398,815.526421056,12.5487,85.5510651025,868.128682767,12.5487,1290,12.5489273704,108.028
862.709150991,1091.93420323,0.104887740864,0.958608,862.709150991,79.0486899554,0.20321,-12.6074,0.0,1291,112.626,12.5470348711,946.987120299,862.709150991,12.5468,75.977069567,838.296024496,12.5468,1291,12.547057829,108.069
792.687087638,1107.63440807,0.0970756676751,0.964371,792.687087638,72.2184566744,0.152797,-12.6014,0.0,1292,112.642,12.5478342314,851.085628513,792.687087638,12.5479,501.598094871,-635.230805191,12.5479,1292,12.5478725012,108.072
822.465259159,1210.70744657,0.0958108967862,0.947005,822.465259159,92.8540757213,0.124271,-12.6067,0.0,1293,112.697,12.5534324304,1113.0522228,822.465259159,12.5531,68.1275790303,973.609268527,12.5531,1293,12.55344768,108.097
864.162079366,799.740192622,0.108530350834,0.937695,864.162079366,71.1835865298,0.191723,-12.6101,0.0,1294,112.71,12.5503310242,750.662889589,864.162079366,12.5501,35.3867541562,681.171931986,12.5501,1294,12.5503565218,108.16
770.243319507,815.628459119,0.10618351698,0.946646,770.243319507,69.4976008449,0.193062,-12.6122,0.0,1295,112.798,12.5490587412,770.502065016,770.243319507,12.5489,30.0880319277,727.683022876,12.5489,1295,12.5490759493,108.202
771.509510654,1123.88979801,0.102900462042,0.930508,771.509510654,98.1551587957,0.166616,-12.62,0.0,1296,112.803,12.5608639583,1076.44424725,771.509510654,12.5607,32.9019845694,1020.24897107,12.5607,1296,12.5608996114,108.214
691.061583808,1010.33807599,0.0980181599429,0.949006,691.061583808,85.5688060375,0.136651,-12.6251,0.0,1297,112.789,12.5649047742,917.131226368,691.061583808,12.5646,68.6978861602,813.081967489,12.5646,1297,12.5649337667,108.224
796.947427725,1075.81623376,0.0999402124754,0.952252,796.947427725,87.6606007477,0.156928,-12.6344,0.0,1298,112.848,12.5721963151,977.575588359,796.947427725,12.572,52.4977383727,904.954764544,12.572,1298,12.5722179736,108.256
702.816770759,1216.88916781,0.112308239411,0.941515,702.816770759,100.895449982,0.231838,-12.6297,0.0,1299,112.887,12.5684460459,1172.30993028,702.816770759,12.5681,36.4116565276,1096.1523435,12.5681,1299,12.5684702059,108.311
774.636425684,1059.35346586,0.0974833987247,0.947795,774.636425684,75.3890516795,0.148552,-12.6245,0.0,1300,112.901,12.5694742584,991.216578174,774.636425684,12.5695,37.7425304974,936.055883013,12.5695,1300,12.5694991606,108.369
766.197501015,1215.58584807,0.0999641422709,0.951696,766.197501015,89.6144658724,0.140749,-12.6282,0.0,1301,112.883,12.5722612848,1172.81198569,766.197501015,12.5722,29.2029202421,1106.14187842,12.5722,1301,12.5723007921,108.398
769.830416397,1344.48782312,0.102747175671,0.950554,769.830416397,106.780395147,0.160904,-12.6324,0.0,1302,112.939,12.5750173004,1299.42886902,769.830416397,12.5746,31.1881024868,1248.36682079,12.5746,1302,12.5750554009,108.438
841.016070196,1279.01611618,0.104833001898,0.943429,841.016070196,98.7111454757,0.175216,-12.6262,0.0,1303,112.984,12.5713583874,1205.9653128,841.016070196,12.571,51.845213924,1104.15273607,12.571,1303,12.5713763751,108.484
856.831997414,1312.05377445,0.100584295464,0.932085,856.831997414,108.840337543,0.169721,-12.6292,0.0,1304,113.002,12.5718506377,1227.34195525,856.831997414,12.5721,46.0079048904,1134.85084134,12.5721,1304,12.5718793232,108.521
832.460909176,1235.67383607,0.0995719601517,0.938452,832.460909176,95.8656882003,0.155635,-12.6268,0.0,1305,113.05,12.5708300186,1177.98065855,832.460909176,12.5706,42.7284766653,1092.21044444,12.5706,1305,12.5708633285,108.51
686.125559488,1230.50760609,0.100769309924,0.95174,686.125559488,94.7486964064,0.164002,-12.6283,0.0,1306,113.072,12.5708770689,1154.16244704,686.125559488,12.5704,42.3817043878,1054.83013907,12.5704,1306,12.5708939934,108.533
823.777313877,1122.32634091,0.102007067849,0.93167,823.777313877,97.3692882711,0.183803,-12.6279,0.0,1307,113.169,12.5716330444,1051.76724856,823.777313877,12.5713,33.6285333622,1000.87346823,12.5713,1307,12.571675355,108.56
812.484678021,1284.58821249,0.102712706594,0.932001,812.484678021,99.4426332585,0.15615,-12.6267,0.0,1308,113.189,12.5733402443,1166.44545736,812.484678021,12.5732,56.5045274279,1091.10885996,12.5732,1308,12.5733784311,108.599
765.707416852,1172.57660442,0.104011600943,0.953618,765.707416852,87.3291349826,0.160852,-12.6298,0.0,1309,113.225,12.5725169294,918.204482101,765.707416852,12.5721,551.920812769,-733.307471975,12.5721,1309,12.5725356428,108.641
838.238148358,1409.95155871,0.104010069644,0.938275,838.238148358,119.157129217,0.155954,-12.6315,0.0,1310,113.23,12.5734236482,1345.08118955,838.238148358,12.5733,43.8392144105,1284.99524158,12.5733,1310,12.5734483102,108.605
827.66829888,1290.2451687,0.102335302272,0.938304,827.66829888,106.17086855,0.15553,-12.6326,0.0,1311,113.291,12.5745529971,1232.58958525,827.66829888,12.5744,34.3348245108,1157.54341938,12.5744,1311,12.5746050496,108.666
844.42962375,1296.77547162,0.105653649199,0.955059,844.42962375,103.683588587,0.18981,-12.6298,0.0,1312,113.367,12.5742980655,1225.02832916,844.42962375,12.5742,44.8135207994,1150.87028218,12.5742,1312,12.5743247137,108.727
839.789131358,1227.4274101,0.103622564002,0.942831,839.789131358,95.7795052843,0.154834,-12.6324,0.0,1313,113.469,12.5764497158,1155.23890355,839.789131358,12.5761,40.5689747775,1068.52414658,12.5761,1313,12.5764579805,108.776
843.046606643,1382.88935546,0.104568354509,0.942134,843.046606643,115.138175707,0.160553,-12.6297,0.0,1314,113.435,12.5756662101,1276.08380308,843.046606643,12.5753,56.826980555,1176.74105597,12.5753,1314,12.5756960407,108.818
915.769639931,1305.09092547,0.108408172008,0.942623,915.769639931,90.3544667985,0.190728,-12.6217,0.0,1315,113.471,12.5684518102,1118.23856581,915.769639931,12.5687,402.606099823,-84.1833541932,12.5687,1315,12.5684732958,108.841
833.578597547,1328.37893715,0.108488401032,0.948815,833.578597547,111.131952247,0.194498,-12.62,0.0,1316,113.517,12.5663387562,1253.13119753,833.578597547,12.5665,49.7543663951,1172.40642969,12.5665,1316,12.5663859121,108.855
891.859464598,1258.78913586,0.0993753212206,0.954049,891.859464598,101.077030964,0.135824,-12.6198,0.0,1317,113.583,12.5660801951,1178.882411,891.859464598,12.5654,38.2922760092,1120.10163612,12.5654,1317,12.5661163482,108.879
802.442712106,1329.79978302,0.106054787071,0.945186,802.442712106,108.877992978,0.17467,-12.6214,0.0,1318,113.662,12.5643251119,1262.05942087,802.442712106,12.5642,45.0066549695,1174.07437351,12.5642,1318,12.5643567591,108.919
881.694172547,1250.28528561,0.109093530179,0.948181,881.694172547,107.441249354,0.182846,-12.6223,0.0,1319,113.681,12.5627281456,1190.83107185,881.694172547,12.5624,49.3090230646,1097.09592006,12.5624,1319,12.5627699337,108.975
797.69073835,1269.8153959,0.10030745779,0.95505,797.69073835,105.217603026,0.131128,-12.641,0.0,1320,113.761,12.575899358,1208.09740326,797.69073835,12.5758,26.6796565832,1184.20843751,12.5758,1320,12.5759249982,109.024
853.195158081,1186.06171485,0.103715963668,0.94951,853.195158081,94.3139092336,0.141678,-12.6363,0.0,1321,113.773,12.5797823038,1122.35696859,853.195158081,12.5794,46.7830757829,1033.65183713,12.5794,1321,12.5797968958,109.042
774.771818173,1252.08889838,0.106840687933,0.951855,774.771818173,104.725437344,0.176891,-12.6326,0.0,1322,113.779,12.5745929404,1203.64350062,774.771818173,12.5746,26.228387821,1171.14920555,12.5746,1322,12.5746167797,109.079
827.534342987,1341.51932677,0.105290180447,0.961083,827.534342987,108.553758257,0.162325,-12.6387,0.0,1323,113.82,12.5812272904,1260.03626457,827.534342987,12.5809,34.175798198,1213.29927683,12.5809,1323,12.5812567424,109.105
906.333858097,1272.9373347,0.0992382662669,0.952656,906.333858097,107.28054432,0.117064,-12.6522,0.0,1324,113.859,12.593951796,1212.14893293,906.333858097,12.5939,53.4046848839,1092.00918532,12.5939,1324,12.5939905122,109.085
855.944355033,1316.21681145,0.114607718448,0.946856,855.944355033,106.206374594,0.206941,-12.6502,0.0,1325,113.906,12.5869939093,1249.23355697,855.944355033,12.5867,30.5849960326,1213.04025539,12.5867,1325,12.5870284247,109.118
821.397194633,1288.12675078,0.109633937656,0.936661,821.397194633,102.43906147,0.179774,-12.655,0.0,1326,113.933,12.595962998,1208.61633182,821.397194633,12.5956,48.1608452859,1096.38291448,12.5956,1326,12.5959991022,109.168
761.563297062,1279.71389453,0.114854720161,0.953592,761.563297062,103.82586049,0.235888,-12.6534,0.0,1327,113.962,12.593680278,1218.73643764,761.563297062,12.5937,48.1387349436,1142.75160111,12.5937,1327,12.5937214948,109.203
829.441002316,1342.32169813,0.112678019885,0.948828,829.441002316,112.268444153,0.220371,-12.6591,0.0,1328,113.973,12.5985001367,1276.57110992,829.441002316,12.5981,32.885676882,1231.0886379,12.5981,1328,12.5985384969,109.242
811.405820372,1359.36032662,0.103779595464,0.945609,811.405820372,112.452956498,0.166719,-12.6612,0.0,1329,114.004,12.6013979535,1285.41599349,811.405820372,12.6013,41.3681101618,1223.38449153,12.6013,1329,12.601402974,109.263
876.980375309,1062.04538018,0.10319993549,0.950362,876.980375309,94.1159277803,0.158572,-12.6651,0.0,1330,114.039,12.6091229398,1014.32394973,876.980375309,12.6087,34.544064405,968.975780451,12.6087,1330,12.6091540973,109.262
750.632501097,1281.58735388,0.112518147327,0.948479,750.632501097,111.585922039,0.213932,-12.6535,0.0,1331,114.046,12.6019476049,1216.96673384,750.632501097,12.6016,51.6115675286,1099.16650779,12.6016,1331,12.6020205204,109.302
797.495839908,1312.83956453,0.10580756815,0.908722,797.495839908,110.49151108,0.181242,-12.6411,0.0,1332,114.13,12.5951637292,1242.80053457,797.495839908,12.5952,46.915566547,1139.99308641,12.5952,1332,12.5951948019,109.287
843.958321389,730.119285046,0.108854988159,0.953282,843.958321389,58.978968042,0.211693,-12.6408,0.0,1333,114.162,12.586108188,603.598565486,843.958321389,12.586,250.66352667,-139.217982141,12.586,1333,12.5861482192,109.302
737.346212738,1106.97445216,0.101415785738,0.945467,737.346212738,78.8760711439,0.150733,-12.6307,0.0,1334,114.217,12.5797578413,915.958315223,737.346212738,12.5795,446.737551444,-422.462475682,12.5795,1334,12.5798087376,109.31
718.981616385,1388.41073519,0.109356788163,0.937113,718.981616385,108.256720505,0.197868,-12.6254,0.0,1335,114.279,12.5733943797,1284.95642227,718.981616385,12.5736,55.6893480295,1189.72967656,12.5736,1335,12.5734324989,109.312
802.602976127,1268.80120126,0.100237151137,0.939171,802.602976127,97.7740940245,0.139909,-12.6285,0.0,1336,114.261,12.5761754721,1192.6785045,802.602976127,12.5759,36.2084370698,1121.97616261,12.5759,1336,12.5761992831,109.326
831.498729519,1205.94653458,0.106006118331,0.945215,831.498729519,102.005431163,0.162272,-12.6385,0.0,1337,114.296,12.5768296855,1137.47097627,831.498729519,12.5763,55.8598194115,1006.65858511,12.5763,1337,12.5768605214,109.374
747.543551643,1345.63664471,0.106454541789,0.955249,747.543551643,106.224654244,0.168668,-12.6471,0.0,1338,114.355,12.5844787911,1292.32978017,747.543551643,12.5841,39.3399815829,1231.29651374,12.5841,1338,12.5844995854,109.412
720.418430702,1262.43178029,0.103394754923,0.936693,720.418430702,101.905238876,0.156033,-12.6524,0.0,1339,114.364,12.5922730301,1188.57226981,720.418430702,12.592,46.6031567689,1082.36553786,12.592,1339,12.592287761,109.41
878.126301312,1095.66042018,0.105246985327,0.941198,878.126301312,83.6976107462,0.169872,-12.6609,0.0,1340,114.355,12.597243187,968.377696937,878.126301312,12.5973,71.3901902266,835.463536013,12.5973,1340,12.5972722348,109.476
817.51398376,1489.64098759,0.108798899243,0.945413,817.51398376,114.232925896,0.174989,-12.6653,0.0,1341,114.34,12.6064487793,1404.73892613,817.51398376,12.6059,44.2013780102,1338.70478858,12.6059,1341,12.6064801751,109.501
803.983082061,1395.10848454,0.100674354539,0.947617,803.983082061,106.416198291,0.141202,-12.6713,0.0,1342,114.359,12.6119285193,1335.12141011,803.983082061,12.6118,48.9805656525,1240.22100045,12.6118,1342,12.6119400398,109.521
870.161553893,1411.25760808,0.107018474052,0.942154,870.161553893,109.780701555,0.16553,-12.6794,0.0,1343,114.446,12.6178967567,1363.47622492,870.161553893,12.6178,37.4559128059,1286.72896975,12.6178,1343,12.6179342345,109.579
879.208673286,1434.9173999,0.103913771615,0.925442,879.208673286,105.996459716,0.139472,-12.6823,0.0,1344,114.426,12.6224268508,1341.21787005,879.208673286,12.6219,58.0273835336,1242.28661839,12.6219,1344,12.6224326759,109.608
621.300476591,1431.94056521,0.106495147148,0.920639,621.300476591,110.531236121,0.183895,-12.6883,0.0,1345,114.448,12.6285560377,1339.78371333,621.300476591,12.6285,52.8169268107,1262.39963158,12.6285,1345,12.6285878179,109.639
870.06800666,1276.55821241,0.0955861207457,0.942295,870.06800666,99.8163522384,0.112368,-12.6958,0.0,1346,114.461,12.6350337384,1188.76574106,870.06800666,12.635,55.7323799119,1089.17255023,12.635,1346,12.6350675521,109.635
899.883961076,1347.6676977,0.112913357496,0.933354,899.883961076,108.169444674,0.204683,-12.698,0.0,1347,114.495,12.6377197722,1311.91365225,899.883961076,12.6378,43.5798683512,1201.88769384,12.6378,1347,12.6377586596,109.682
770.019349414,1318.7915585,0.105451854462,0.940546,770.019349414,85.4682146671,0.148429,-12.7,0.0,1348,114.546,12.6452735556,1222.51319849,770.019349414,12.6447,61.9458285669,1096.15473598,12.6447,1348,12.6453057754,109.735
848.921557911,1329.25286335,0.105906752183,0.918098,848.921557911,109.521765397,0.163233,-12.7091,0.0,1349,114.575,12.6457413352,1239.25826588,848.921557911,12.6455,49.5786490993,1173.53260116,12.6455,1349,12.645760663,109.773
838.341707414,1316.692878,0.0995975011885,0.946816,838.341707414,89.2576490659,0.125839,-12.7033,0.0,1350,114.618,12.6480202783,893.335833092,838.341707414,12.6478,676.610270835,-552.420610302,12.6478,1350,12.6480352574,109.738
819.286405346,1225.48464251,0.108463030116,0.948615,819.286405346,92.6000188446,0.185238,-12.7058,0.0,1351,114.681,12.6503296157,1155.28084283,819.286405346,12.6501,40.3787847976,1092.52444155,12.6501,1351,12.6503438664,109.761
788.547484699,883.629694741,0.108532689988,0.941061,788.547484699,75.1755436505,0.189279,-12.7012,0.0,1352,114.709,12.6452789531,833.673619771,788.547484699,12.6451,26.5853765563,786.786712245,12.6451,1352,12.6453085565,109.772
848.886994653,1197.95637277,0.097903370628,0.936217,848.886994653,100.340437034,0.132651,-12.7094,0.0,1353,114.738,12.6528297432,1151.85407681,848.886994653,12.6525,35.5911960909,1075.45967459,12.6525,1353,12.6528567747,109.784
817.13558754,1281.58817871,0.101424933677,0.927114,817.13558754,96.4406802286,0.149433,-12.7136,0.0,1354,114.788,12.6583195221,1205.55647633,817.13558754,12.658,52.3371000353,1101.5570733,12.658,1354,12.6583442461,109.811
841.202569104,1248.3281642,0.108763766112,0.929621,841.202569104,103.603954806,0.208602,-12.6983,0.0,1355,114.814,12.6453792731,1202.42631378,841.202569104,12.6459,38.3017203835,1132.57920094,12.6459,1355,12.6454156071,109.844
810.684213112,1228.48205334,0.10128352122,0.935045,810.684213112,95.2084699407,0.148082,-12.7016,0.0,1356,114.816,12.6487023499,1174.81264071,810.684213112,12.6479,41.6324613801,1113.4595025,12.6479,1356,12.6487276087,109.876
824.950640488,1270.82897873,0.103203653223,0.931714,824.950640488,100.937013256,0.17814,-12.6971,0.0,1357,114.843,12.6442076078,1140.6913582,824.950640488,12.6438,54.3362084221,1082.78182824,12.6438,1357,12.6442303823,109.936
716.903903415,1164.41205203,0.102482684377,0.939511,716.903903415,104.508098836,0.177519,-12.6906,0.0,1358,114.889,12.6363706802,1112.67333337,716.903903415,12.6362,37.7187075963,1037.85360497,12.6362,1358,12.6363948898,109.957
850.783911949,1275.81768021,0.103485914426,0.946189,850.783911949,106.55782092,0.199651,-12.6901,0.0,1359,114.91,12.6328035683,1153.9482386,850.783911949,12.6332,57.5926333495,1041.18600932,12.6332,1359,12.6328292852,110.044
782.111960118,1326.68661839,0.101619673294,0.950475,782.111960118,112.592877768,0.162637,-12.6953,0.0,1360,114.921,12.6399749301,1250.82549614,782.111960118,12.6391,51.6393140106,1160.78324489,12.6391,1360,12.6400054836,110.122
877.934413914,1344.95377628,0.0960854475776,0.915916,877.934413914,117.751194255,0.134558,-12.6984,0.0,1361,114.978,12.6439442674,1280.15946382,877.934413914,12.6441,38.3758264261,1217.9132612,12.6441,1361,12.643958389,110.131
808.554629648,1304.73880796,0.106243654059,0.935288,808.554629648,106.581921936,0.207238,-12.7052,0.0,1362,114.986,12.6425111215,1235.71954628,808.554629648,12.6421,49.5825415722,1151.98445224,12.6421,1362,12.6425515281,110.174
758.564696806,1297.97258537,0.109930112087,0.949191,758.564696806,101.468710571,0.197518,-12.7068,0.0,1363,114.984,12.6435832549,1197.51410288,758.564696806,12.6433,48.7157490593,1109.41663644,12.6433,1363,12.6436276187,110.237
778.939180893,1288.98678939,0.106205891289,0.938408,778.939180893,105.609390524,0.182793,-12.6923,0.0,1364,115.045,12.6395181452,1207.00642033,778.939180893,12.6394,55.702425759,1104.77472153,12.6394,1364,12.6395547823,110.257
747.131271513,1238.24170889,0.106044263353,0.953619,747.131271513,104.913108172,0.188252,-12.6933,0.0,1365,115.064,12.6421350526,818.431908832,747.131271513,12.6422,469.658582468,85.0387422109,12.6422,1365,12.642156702,110.302
827.175451511,1313.7041787,0.109371651517,0.936005,827.175451511,109.148017247,0.20643,-12.6912,0.0,1366,115.089,12.6322721129,1265.3559012,827.175451511,12.6315,23.5489965746,1229.72968607,12.6315,1366,12.6322880157,110.331
760.857086899,1257.2287794,0.102262797559,0.92659,760.857086899,103.447500841,0.156633,-12.6971,0.0,1367,115.135,12.6378498359,1185.05228151,760.857086899,12.6379,35.7605628857,1123.63360246,12.6379,1367,12.637874404,110.369
859.103378656,1165.02352326,0.109687368788,0.94348,859.103378656,101.721748158,0.214822,-12.6891,0.0,1368,115.161,12.633918252,1097.10474919,859.103378656,12.6341,58.2373833799,977.432862034,12.6341,1368,12.6339626895,110.411
892.434892021,1198.01723901,0.10761384267,0.943945,892.434892021,104.966277972,0.173814,-12.6849,0.0,1369,115.187,12.6341161237,1157.86486321,892.434892021,12.6337,37.7144966333,1082.1802967,12.6337,1369,12.6341517474,110.436
840.316559115,1324.51524424,0.0975863577848,0.935738,840.316559115,108.534220714,0.12668,-12.698,0.0,1370,115.287,12.6385040099,1248.76439478,840.316559115,12.6388,42.5904711667,1204.94297856,12.6388,1370,12.6385343674,110.44
923.63747892,1431.55878093,0.109344221859,0.936968,923.63747892,107.130339564,0.181359,-12.6909,0.0,1371,115.32,12.6375447471,1284.80746542,923.63747892,12.6366,60.2527185559,1227.89575514,12.6366,1371,12.6375868217,110.501
841.841081022,1345.34390222,0.113222973065,0.934349,841.841081022,101.881681517,0.207915,-12.6939,0.0,1372,115.338,12.6353516317,1233.64244923,841.841081022,12.6352,82.4914246114,1019.20928614,12.6352,1372,12.6353809855,110.527
813.578660801,1342.62073226,0.10721909242,0.932599,813.578660801,109.323590277,0.165777,-12.703,0.0,1373,115.311,12.6419158516,1241.14284261,813.578660801,12.6418,50.8128732282,1170.56945702,12.6418,1373,12.641959754,110.567
762.721718565,1309.90488663,0.103197779043,0.947471,762.721718565,107.534995034,0.144537,-12.7081,0.0,1374,115.355,12.6493797845,1256.42414699,762.721718565,12.6489,29.8947686997,1196.2696405,12.6489,1374,12.6494025166,110.584
749.4230633,1129.55219341,0.112325616867,0.929968,749.4230633,84.7506958106,0.211383,-12.6989,0.0,1375,115.398,12.6404294196,1050.51704931,749.4230633,12.6404,42.3848731448,999.794497373,12.6404,1375,12.6404783742,110.597
821.04960471,1288.14432627,0.099424724427,0.950676,821.04960471,88.5094081717,0.134553,-12.7093,0.0,1376,115.455,12.6521849271,1217.13678929,821.04960471,12.6519,37.3367967756,1161.4801181,12.6519,1376,12.6522140385,110.616
863.63130977,1383.79397543,0.106415156703,0.941858,863.63130977,111.817359242,0.202375,-12.7075,0.0,1377,115.486,12.6499449151,1297.28620405,863.63130977,12.6497,46.2162069299,1235.68536147,12.6497,1377,12.649994029,110.656
897.432602286,1343.20154195,0.0951063493865,0.9466,897.432602286,102.375596541,0.111191,-12.7043,0.0,1378,115.555,12.652239715,1269.09924943,897.432602286,12.6521,44.0659674217,1191.86466215,12.6521,1378,12.6522724997,110.695
783.879347543,1446.47159596,0.104371070761,0.935828,783.879347543,106.351502622,0.161801,-12.7108,0.0,1379,115.613,12.6527799106,1336.07955046,783.879347543,12.6526,48.4144631787,1275.73236175,12.6526,1379,12.6527959607,110.733
878.560733123,1253.95985252,0.106023399562,0.948616,878.560733123,104.320711669,0.176981,-12.7116,0.0,1380,115.69,12.6539981273,1177.3665273,878.560733123,12.6537,48.8628675537,1066.37432867,12.6537,1380,12.6540199052,110.806
889.967344865,1285.02397027,0.103949222694,0.954528,889.967344865,94.8856287991,0.157786,-12.7263,0.0,1381,115.748,12.6645194359,1222.3253027,889.967344865,12.6643,33.6042700446,1186.8674547,12.6643,1381,12.664548369,110.845
900.08411987,1257.62951491,0.101895107736,0.953475,900.08411987,101.984042871,0.133741,-12.7348,0.0,1382,115.732,12.6696474611,1210.21698445,900.08411987,12.6692,47.2930424293,1094.28271263,12.6692,1382,12.6696755501,110.903
805.17897464,1324.72934058,0.107563027632,0.941086,805.17897464,114.782888119,0.173617,-12.7401,0.0,1383,115.76,12.6787780632,1256.71253063,805.17897464,12.6787,34.547089135,1204.87539968,12.6787,1383,12.6787816191,110.926
848.433910721,1264.33205121,0.105597402539,0.947224,848.433910721,105.155319268,0.174655,-12.7428,0.0,1384,115.844,12.6824468026,1191.79520726,848.433910721,12.6821,64.4993250652,1080.78386433,12.6821,1384,12.6824698302,110.918
832.312107055,1140.06795478,0.0989389434615,0.939926,832.312107055,99.9954019751,0.123752,-12.7446,0.0,1385,115.818,12.6856869818,1057.38662971,832.312107055,12.6858,41.5540073094,976.190751992,12.6858,1385,12.6857105326,110.904
758.961236049,1259.05978144,0.102947666938,0.952945,758.961236049,99.9469350198,0.145498,-12.7544,0.0,1386,115.891,12.696085348,1175.41893637,758.961236049,12.6955,48.9901911232,1089.5568833,12.6955,1386,12.6961165563,110.943
752.886471455,1239.05645304,0.11149825644,0.952664,752.886471455,111.887109545,0.200084,-12.7482,0.0,1387,115.919,12.6895337449,1180.83324849,752.886471455,12.6893,45.2764470413,1095.74029559,12.6893,1387,12.6895658846,110.958
805.203462351,1232.44430566,0.103464053764,0.956451,805.203462351,95.835624442,0.167805,-12.7515,0.0,1388,115.951,12.6920702668,1135.61304289,805.203462351,12.6919,68.5823831615,997.211800081,12.6919,1388,12.6921017,110.984
872.88041446,1341.49475685,0.102195402831,0.946442,872.88041446,107.500804828,0.145485,-12.7586,0.0,1389,116.013,12.6966991928,1217.09236836,872.88041446,12.6964,53.9213466161,1132.13067012,12.6964,1389,12.6967086228,110.994
780.044239448,1348.23812481,0.106889229939,0.942946,780.044239448,110.228712662,0.1807,-12.7585,0.0,1390,116.024,12.6980018419,1305.0065777,780.044239448,12.6983,28.417337681,1257.02334013,12.6983,1390,12.6980316471,111.018
912.226012465,1170.91206461,0.108131722836,0.960659,912.226012465,103.74017338,0.19979,-12.7508,0.0,1391,116.024,12.6948348381,1106.31232545,912.226012465,12.6943,40.3861955139,1034.24717018,12.6943,1391,12.6948883204,111.068
841.505454015,1294.73934027,0.106329250671,0.942007,841.505454015,107.370082432,0.170782,-12.7451,0.0,1392,116.098,12.694013749,1214.53499442,841.505454015,12.6936,57.3606500423,1123.76580189,12.6936,1392,12.6940412871,111.096
774.928840671,1325.47343361,0.105566551341,0.950257,774.928840671,102.467248332,0.184366,-12.7528,0.0,1393,116.192,12.6898123803,1233.5411426,774.928840671,12.6895,42.9702870303,1178.87754707,12.6895,1393,12.6898562286,111.109
837.381787395,1187.97239581,0.111300083953,0.960724,837.381787395,103.471442677,0.219363,-12.761,0.0,1394,116.215,12.6937157356,1097.39705208,837.381787395,12.6935,46.4982871323,1010.92037358,12.6935,1394,12.6937464253,111.172
873.015156915,1241.98703757,0.0985127651069,0.958268,873.015156915,93.8478590697,0.143209,-12.7768,0.0,1395,116.312,12.7113757703,1146.71530476,873.015156915,12.7119,49.4795815072,1072.50413193,12.7119,1395,12.7113987176,111.211
897.529536869,1444.29105917,0.10337621682,0.945236,897.529536869,111.283019702,0.154186,-12.7724,0.0,1396,116.304,12.7155252449,1305.47460629,897.529536869,12.7149,65.4022458852,1199.36795628,12.7149,1396,12.7155548536,111.241
873.985629461,1129.25363186,0.107925358108,0.940177,873.985629461,97.9754764195,0.196528,-12.7632,0.0,1397,116.356,12.7117434683,1024.41719476,873.985629461,12.7111,55.6653175111,959.10677836,12.7111,1397,12.7117686271,111.252
475.308203711,1262.32273054,0.112096114408,0.951664,475.308203711,107.204652839,0.208258,-12.7568,0.0,1398,116.389,12.7037030624,1182.57291247,475.308203711,12.7033,51.5911129807,1090.88638875,12.7033,1398,12.7037389915,111.283
701.029863018,1256.64928516,0.11063576574,0.954465,701.029863018,107.450080658,0.191872,-12.7544,0.0,1399,116.459,12.6997493552,1198.92259946,701.029863018,12.6998,48.2087267744,1115.16197364,12.6998,1399,12.6997706097,111.333
