AverageQ,StdReturn,AverageEsReturn,MinEsReturn,AverageY,PolicyRegParamNorm,AverageAbsQ,QFunRegParamNorm,AverageAbsQYDiff,MaxEsReturn,StdEsReturn,MaxReturn,Iteration,AverageAbsY,AveragePolicySurr,AverageReturn,MinReturn,AverageDiscountedReturn,AverageAction,AverageQLoss,Epoch
4.56756,2.86616979928,173.369802334,87.2880600172,4.5683146938,26.9236,4.57051,24.7643,0.134068714807,257.707123555,59.396815356,211.353496122,42,4.56934422726,-5.00618,204.961666916,198.695803828,124.138148934,0.700071,0.0853425,42
4.72502,6.7784357653,161.768933958,25.2694829572,4.72614487871,27.1875,4.7281,25.2427,0.146414385113,257.099383822,67.2356980986,213.991156404,43,4.7275034206,-5.17863,195.166936731,179.349222927,120.987714673,0.60815,0.103712,43
4.9186,2.69838135172,183.602382678,6.89773075545,4.91981897252,27.4535,4.92215,25.6387,0.14330554579,296.248048222,70.9407711224,204.569012118,44,4.92076208207,-5.36525,195.600995704,189.408818613,119.430182377,0.525899,0.10214,44
5.09745,6.16192256301,187.532887065,72.2439156471,5.09854628265,27.8649,5.10137,26.1713,0.152054998082,270.863253134,70.76978939,224.554817083,45,5.09930568449,-5.52794,203.079542007,187.037677015,123.320644937,0.363342,0.109052,45
5.25093,80.0614210327,215.947015224,16.4374394654,5.25213357696,28.249,5.25451,26.6253,0.15852411319,490.195770342,131.227423782,674.131983714,46,5.25299679981,-5.70379,146.901586157,103.445201153,85.4692123798,0.623749,0.117941,46
5.45935,47.7802392665,197.516880396,43.0853243395,5.46027540007,28.5372,5.46352,27.0303,0.163617678771,379.223237818,124.401363123,523.227303523,47,5.46119516802,-5.93126,452.519882222,328.122962485,178.327651461,0.582554,0.132144,47
5.66665,100.016704795,190.90859144,18.2543750319,5.66780715311,28.8823,5.67197,27.4314,0.175520051424,452.012106667,156.246543025,862.26336251,48,5.66905645526,-6.10898,512.266762305,366.802369951,175.281964898,0.589039,0.15481,48
5.80886,312.92650857,260.617269965,44.2022816062,5.81032837588,29.1688,5.81339,27.7789,0.178666214508,609.291701573,202.321248928,2511.11718646,49,5.81145812694,-6.27392,1697.96006731,1285.9864882,191.755874818,0.710606,0.176328,49
6.00937,57.0870285449,217.361343528,9.95633880207,6.01122958726,29.6069,6.01344,28.1331,0.186434823931,403.621877972,129.460091428,502.23123315,50,6.01195798156,-6.46892,255.492142952,173.280093774,140.440202447,0.752369,0.190695,50
6.21799,244.717573332,202.483263479,17.0758170415,6.21958625725,29.865,6.22144,28.5513,0.190686358627,385.860611537,124.62549273,1397.69340468,51,6.22003640444,-6.6614,1037.30951206,188.728694623,183.970436768,0.758893,0.182607,51
6.38643,309.063235131,201.583109654,12.6130620952,6.38832935711,30.2176,6.38983,28.9541,0.199519828323,368.025562893,110.426974987,1955.58546291,52,6.38871120375,-6.86128,380.644975719,128.830763108,146.701042328,0.772944,0.207352,52
6.634,404.551864114,206.058143218,11.6161187171,6.63587673211,30.5464,6.6375,29.3247,0.195884853017,411.264592801,120.34725347,1571.44171372,53,6.6360993143,-7.09899,779.892527689,123.888224644,168.387805511,0.766023,0.193277,53
6.8068,56.6638638511,147.3047874,5.96764261459,6.80859876652,30.8021,6.81105,29.7537,0.221432665453,333.898375822,120.989857128,635.438335972,54,6.80888711604,-7.27161,292.674009817,239.70374381,152.206433379,0.705259,0.251246,54
7.02894,469.055164858,108.152376693,9.06477463369,7.03076638798,31.0559,7.03319,30.125,0.208505698651,328.042212742,105.744058736,2341.381709,55,7.03120171318,-7.49789,1313.45795001,673.571983594,190.216686305,0.713554,0.236041,55
7.1946,65.537988776,212.964473921,11.6178858883,7.19707377452,31.2722,7.19946,30.5368,0.222701753954,607.864975705,161.86553677,735.268052802,56,7.19724841655,-7.67076,302.706969279,244.983238077,153.766232533,0.736041,0.251228,56
7.3989,338.452029898,169.670217631,10.1719487716,7.40102701003,31.5573,7.40328,30.8939,0.225790438458,347.830310247,97.5253806433,1957.60185285,57,7.4014691007,-7.87592,698.432005101,238.847570318,173.187104191,0.771085,0.273243,57
7.6067,242.916339769,217.539362106,10.4225810411,7.60884394679,31.8124,7.61184,31.267,0.229280667786,506.860963646,155.072680064,1729.5544115,58,7.60932860075,-8.10427,355.061824477,123.681465304,146.70067816,0.798511,0.281472,58
7.81499,49.7409536314,230.470397129,21.9707899105,7.81741370176,32.1271,7.82122,31.679,0.25264939696,578.351393128,139.9884239,523.518028745,59,7.81782192391,-8.31438,252.235284585,217.782961762,132.714006434,0.729425,0.339017,59
8.01516,128.023638459,227.508194482,8.57358246261,8.01744394265,32.4826,8.02016,31.9667,0.243241642787,367.530346792,110.896884346,878.857366771,60,8.01845046996,-8.53339,446.189620746,294.080961232,182.609347681,0.798812,0.306111,60
8.2959,391.009495544,173.134777509,6.32956098936,8.29832938024,32.8654,8.30121,32.2885,0.250271479959,431.97320765,151.077341566,1722.85497902,61,8.29860860779,-8.81804,497.145194554,236.68521195,148.650534221,0.719524,0.317128,61
8.4755,555.940558825,200.973202085,3.67171561694,8.47749481317,33.0834,8.48038,32.6246,0.255785639133,399.873437873,142.681305003,2041.87604611,62,8.47796393677,-9.00735,838.22880212,172.452584292,163.294789426,0.641208,0.33202,62
8.71663,63.9562793615,251.443361827,104.010983284,8.7186096995,33.434,8.7223,32.9875,0.268153888002,397.90095763,102.142499845,590.944968803,63,8.71898292691,-9.25746,221.820024331,163.696156475,122.873504285,0.816815,0.368724,63
8.94808,69.9018565327,246.894047608,67.7315535608,8.95008953323,33.6953,8.95566,33.3971,0.283071905068,441.836621837,104.070195489,2048.22605733,64,8.95071152599,-9.50151,1891.92925922,1798.65116192,195.783441889,0.680812,0.412694,64
9.2118,430.849215567,222.197112291,10.3577920541,9.21359068556,33.9552,9.21825,33.728,0.281254386094,511.90214713,175.946589173,2002.44586493,65,9.21396368278,-9.76815,542.921515176,199.849353219,152.873587846,0.690779,0.372976,65
9.43437,603.235179213,174.237605958,9.7357252691,9.43676537024,34.1949,9.44024,34.0428,0.298709274343,317.099798157,133.0252767,2364.0928091,66,9.43737776867,-10.0252,1172.05814314,303.392387672,193.982491847,0.745104,0.473198,66
9.70295,254.022466828,237.060424367,16.0620886742,9.70542613121,34.513,9.71157,34.4238,0.298720717107,631.46464108,195.018081347,1633.32642415,67,9.70616863286,-10.2874,364.414009541,201.279021461,146.053719941,0.684029,0.45888,67
9.9715,34.9865147083,201.848412308,19.9655288769,9.97380489369,34.8765,9.97995,34.7937,0.306743431593,398.869282637,132.876236337,370.60694735,68,9.97490568375,-10.5641,304.9513956,233.311244652,154.300204212,0.765333,0.478758,68
10.2205,24.4324110976,276.617686138,9.90039125888,10.2230335544,35.2009,10.229,35.1026,0.312333325702,395.412673582,121.475880946,339.735829358,69,10.2240862504,-10.848,285.291211386,211.274688475,151.028082244,0.820557,0.454859,69
10.4737,10.8385293002,169.424503441,21.5874744447,10.4761244143,35.5067,10.4838,35.444,0.328940658209,386.408206638,123.359596635,374.948496202,70,10.4770322009,-11.1065,359.41878521,319.080789308,174.660966141,0.799458,0.534391,70
10.7892,17.2529324734,165.1211171,11.9864081371,10.7919646505,35.7687,10.7977,35.7253,0.326237903778,465.711289376,156.296117438,337.236016881,71,10.7925218044,-11.3981,305.693340837,267.158114951,157.721959256,0.738394,0.544855,71
11.0641,24.5181410208,252.201077319,46.3769974368,11.065936984,36.0045,11.0722,36.049,0.329241372801,671.328054468,172.301452402,342.450886004,72,11.0670864515,-11.6916,307.140407625,253.75200933,158.431259709,0.871631,0.563606,72
11.2953,5.39605647196,200.802559675,12.3295549168,11.2978899164,36.2566,11.3036,36.3484,0.337739995931,411.563491917,135.833926252,403.569633979,73,11.2987813595,-11.9511,385.938065054,378.218490816,183.402112197,0.848236,0.576884,73
11.5879,16.9212682639,203.150845987,9.58829233073,11.5902407327,36.5097,11.5966,36.6902,0.352303587158,360.88115801,120.997412916,381.580585458,74,11.5914505515,-12.2308,361.978238263,302.90095288,174.221478633,0.826608,0.630195,74
11.8495,16.9372471863,267.569219798,14.9496098189,11.8525224789,36.7187,11.8593,36.9974,0.358392550387,384.022230216,116.672204368,371.871170922,75,11.8535427375,-12.5279,353.101900309,302.995222368,172.531948412,0.881475,0.636721,75
12.1465,18.8178680652,307.102694612,104.426576409,12.1487730227,36.972,12.1582,37.3169,0.37666125903,366.693872573,78.66785987,416.144639876,76,12.1495203301,-12.8334,358.392133486,308.224496759,175.654257228,0.894228,0.704149,76
12.4834,8.94923051599,292.827222541,189.165045492,12.4862569223,37.1364,12.4926,37.6105,0.357311408642,427.8158733,76.441220791,406.091963987,77,12.4868819213,-13.1594,383.569240286,373.14097986,182.6638479,0.894245,0.638156,77
12.753,11.242276373,237.050494414,72.2798942158,12.7565418005,37.389,12.7628,37.9191,0.376350107567,363.97334044,99.9612696748,399.367392,78,12.7573653041,-13.4359,371.715677864,360.584372106,179.266104591,0.877092,0.724394,78
12.9912,13.3788026442,147.338586242,11.2442948711,12.993014307,37.6044,13.001,38.2277,0.37873917108,375.276257831,138.148311317,420.876536995,79,12.9937583018,-13.6424,387.438518867,373.446936021,182.385321614,0.860812,0.762609,79
13.2248,18.9224446087,269.516983454,57.0181496273,13.2274025863,37.8227,13.2346,38.4777,0.367578378813,396.79609748,110.466015837,409.205737839,80,13.2280774971,-13.8775,375.859176155,308.183530286,179.599953914,0.836494,0.660128,80
13.4567,8.72257995191,288.448874441,7.85444515146,13.4605297054,38.0731,13.4683,38.7667,0.389827400858,415.897140064,139.113960803,411.766100415,81,13.4617004851,-14.1461,387.56392919,372.632379734,182.731454993,0.851802,0.771729,81
13.7509,47.8229979697,136.620442825,5.57721661984,13.7523633079,38.2442,13.762,39.0204,0.392931898534,379.493390721,135.443271264,684.542000407,82,13.75339843,-14.4342,409.211266418,379.877315555,186.699533348,0.858387,0.764717,82
13.9572,16.2556307191,315.454518403,46.7369326733,13.9597227464,38.53,13.9678,39.3046,0.396706513835,673.849173784,169.252566342,409.067007366,83,13.9608331326,-14.636,382.558051871,335.754342553,181.184661264,0.924633,0.771972,83
14.2569,9.25474873718,223.537538505,17.1581463203,14.2600219922,38.7021,14.2678,39.5966,0.409588089473,366.536395775,139.753930194,416.58586949,84,14.2616940834,-14.93,401.274220008,356.874835947,184.195356832,0.872006,0.848892,84
14.4121,19.0028206238,280.737569047,103.160106881,14.4143262392,38.9543,14.4253,39.8401,0.420833896221,355.300601376,81.0747903367,396.582772041,85,14.41567824,-15.0998,348.026881111,318.334221313,168.412893223,0.889431,0.926162,85
14.6671,45.9161294376,167.115035577,9.35646096222,14.6695299232,39.1634,14.6816,40.1392,0.41253289897,399.89699738,132.712541331,517.931402342,86,14.6715596788,-15.3663,403.730315554,346.272264596,175.944883937,0.845985,0.861471,86
14.8865,5.1504057668,281.781768441,78.0893156499,14.8888737843,39.3166,14.9007,40.3883,0.419829568546,381.023816253,102.064630764,302.567536527,87,14.8907979393,-15.5518,290.396656761,277.721421219,153.829865236,0.849755,0.897139,87
15.1048,21.1413291029,159.002620341,13.6074416526,15.1073630821,39.4372,15.1176,40.7297,0.415975272334,366.146584262,133.418890555,303.31320196,88,15.1085610714,-15.7619,283.636612648,162.531534563,152.99217506,0.842691,0.899109,88
15.2808,8.01076145423,189.482160452,6.48386109856,15.2844317862,39.6043,15.2962,41.0285,0.429209624631,370.893087822,125.581455732,351.989127812,89,15.2862115167,-15.9537,334.289668289,319.082852828,167.848185961,0.85059,0.908767,89
15.5579,6.87545692522,233.566468917,34.1183219571,15.5591775248,39.7564,15.5735,41.3196,0.428386298834,337.740757151,120.044595567,328.754317359,90,15.5611402609,-16.2839,313.217598115,296.658598337,160.237791627,0.790318,0.905213,90
15.7822,8.33814747,216.56441708,16.4563257876,15.7853601284,39.8688,15.797,41.6142,0.422563647559,361.728959638,135.074733509,337.841380548,91,15.7870042517,-16.4957,316.503389288,287.024817269,164.170254092,0.81566,0.832495,91
15.9573,16.1287043283,158.185171813,9.11350521063,15.9593735916,39.9446,15.9707,41.9324,0.440932897214,347.212321996,139.912195882,401.390492425,92,15.962162466,-16.6908,382.235947722,338.144579448,181.787143578,0.782404,1.00342,92
16.2209,6.86738320641,179.044952925,7.54369611022,16.2223946826,40.0734,16.237,42.2219,0.43387147332,490.442790362,165.046464642,394.820867685,93,16.2249977258,-16.911,382.903132817,355.012985112,182.902667769,0.750235,0.919332,93
16.4356,7.04781131663,158.769895605,8.01377647815,16.4383617231,40.2119,16.4492,42.4916,0.44867811551,371.455081932,145.288811954,361.997266073,94,16.4404981647,-17.1492,348.18499245,323.26166578,173.082473749,0.747854,1.06089,94
16.6722,4.22047888233,232.026278371,46.2438053616,16.6740658973,40.341,16.6854,42.7201,0.428903729093,371.575981183,139.723428744,345.972962419,95,16.6757448348,-17.3519,336.258538775,327.454134492,168.755533416,0.785233,0.93281,95
16.8629,3.75058281924,176.117048817,8.97947891806,16.8645024084,40.4935,16.8764,42.9684,0.456291335978,381.453192608,145.717272943,390.164630442,96,16.8661328239,-17.5418,382.625208758,373.501211815,182.825541074,0.819224,1.07808,96
17.0174,7.64002804558,191.894093355,10.7707616395,17.0194330326,40.6502,17.0299,43.2048,0.445646324534,424.531960429,135.727185267,348.767805538,97,17.0205711648,-17.7016,330.546473004,309.390271591,169.219931046,0.818195,1.02195,97
17.1887,10.3214141367,236.305504386,9.02802943563,17.1919457282,40.7835,17.2042,43.4559,0.485582022933,396.000601662,159.691423234,379.533321419,98,17.1930244364,-17.8755,332.294550415,319.335804176,171.125441561,0.821907,1.23799,98
17.3973,9.01256682545,188.918891972,7.50560385773,17.3992486354,40.966,17.4095,43.7299,0.482485334045,388.026430622,117.906196218,327.494443357,99,17.4001410152,-18.1085,304.304704748,284.659136332,159.694398374,0.776024,1.26678,99
17.5842,10.2048195709,214.758603651,9.28908730726,17.5849922234,41.1111,17.5983,44.0246,0.487182772141,374.280779279,146.225182894,341.086358983,100,17.585541451,-18.2904,314.882118741,292.986873404,162.921052343,0.782736,1.21021,100
17.868,13.0906069872,201.291971989,10.4729384097,17.8716565341,41.2512,17.88,44.2434,0.474262008032,390.937873836,137.635837495,371.102160162,101,17.8725122167,-18.563,334.118114242,313.596537453,171.013863806,0.8034,1.13167,101
18.0303,15.3252199328,181.15944259,7.11181698187,18.0326084742,41.3786,18.0424,44.5048,0.483358502458,342.570025612,122.880817648,382.67099611,102,18.0336419721,-18.7467,341.698701944,316.916209572,172.685876072,0.815883,1.22322,102
18.2157,10.8301409417,215.220443212,8.38868315465,18.2178166672,41.5071,18.2258,44.7616,0.47388383202,351.39419242,120.879179315,360.12092242,103,18.2181944102,-18.9228,343.046213021,313.734855932,172.372964343,0.79968,1.15487,103
18.3906,5.38191299234,278.936205328,52.1204093187,18.3914060974,41.6481,18.4027,44.9754,0.494035466868,360.453307142,95.3092279674,413.044788882,104,18.3920323956,-19.114,398.319017799,377.267132453,188.907533728,0.822893,1.2968,104
18.621,7.12967801931,165.059993231,8.20348703918,18.622594601,41.7803,18.6346,45.1754,0.475673525339,339.010690679,134.824602216,414.443228863,105,18.6232310884,-19.354,395.055174548,380.440996235,187.465556969,0.808143,1.20643,105
18.7921,12.9746713483,244.865908697,9.74586458018,18.7947996273,41.901,18.8034,45.4536,0.489010162498,396.487241166,125.884168103,412.39070932,106,18.795460451,-19.5406,384.038339055,364.970913459,183.768661768,0.822653,1.26297,106
19.0008,19.985377656,243.100897382,11.7823592597,19.0028220749,42.0216,19.0148,45.6822,0.505583942413,407.919327007,105.501655899,409.599582583,107,19.0034718892,-19.7382,362.841260113,314.516946956,178.072267419,0.82244,1.35704,107
19.2485,11.9438182548,190.354524144,7.77735651733,19.251464045,42.1894,19.2629,45.9286,0.492779553295,416.426766875,141.486423781,388.871774909,108,19.252719323,-19.9532,368.169240841,341.69686752,180.634305765,0.831268,1.29468,108
19.4337,10.186499581,171.015830543,9.07570579057,19.4348358978,42.3421,19.4494,46.1449,0.512748292676,418.941089959,139.606606612,403.205776414,109,19.4351021329,-20.1543,378.612922754,353.175649861,180.022362668,0.841861,1.40009,109
19.6164,7.13121881446,272.989500168,18.946316718,19.619412678,42.4841,19.6312,46.3888,0.49487131912,432.626412394,149.7957923,351.992357448,110,19.620491387,-20.3254,338.966162055,321.584361686,169.31433486,0.840277,1.36574,110
19.7574,8.58197483474,240.403525132,14.9626003295,19.7588770692,42.6391,19.7736,46.5977,0.500051112089,412.99372574,144.395064203,412.640935965,111,19.7598145213,-20.4819,395.421064439,381.526937243,184.92049217,0.810072,1.22225,111
19.843,16.8431700173,326.791506661,102.867411384,19.8462750519,42.7663,19.8585,46.7905,0.518338782372,415.148528882,101.91977652,405.472369651,112,19.8477211698,-20.605,346.091617298,305.661564431,171.640489064,0.803387,1.3956,112
20.0817,10.0270673754,274.988040111,17.9632483201,20.085129858,42.9085,20.0958,46.9882,0.536615228937,430.04983934,138.968422246,445.93960694,113,20.0857763848,-20.8427,424.129931226,406.200290035,191.991525446,0.832063,1.62442,113
20.3851,2.76739167367,178.932441049,10.6241741093,20.3880545676,42.9876,20.3995,47.195,0.517264205558,442.412075627,153.686105668,444.239810101,114,20.3893339944,-21.1295,438.178626712,431.425204923,196.714250091,0.834136,1.41324,114
20.4966,11.5263590692,229.546462173,13.3510956934,20.49899794,43.1076,20.5132,47.4229,0.52581657278,404.754279348,143.463707025,419.565957503,115,20.4999303407,-21.2836,397.190545588,369.707626938,185.908048953,0.827088,1.44313,115
20.7403,5.30153179544,262.428686661,7.09686748817,20.7426489869,43.2163,20.7576,47.7188,0.536837313888,632.070038571,216.988781561,364.970335505,116,20.7444257379,-21.5191,353.203338404,340.115529211,172.000095476,0.810923,1.49418,116
20.9849,165.619050964,311.456712206,190.462588772,20.9871171388,43.3587,21.0008,47.9391,0.538414715912,381.063167658,73.1683883953,1044.09870959,117,20.9887865418,-21.7772,436.978565539,263.499241543,186.565548712,0.862429,1.66206,117
21.2859,20.6855074182,364.029832703,213.79303192,21.2889553723,43.4765,21.2995,48.1203,0.518022317487,401.227483725,57.5881852921,446.487894942,118,21.2903225349,-22.064,414.513752077,341.719915175,191.092100769,0.835652,1.41603,118
21.3503,7.43957728843,282.405984765,71.3164490322,21.3531984046,43.6139,21.3645,48.3625,0.54576595,414.110373534,114.640054595,402.997974025,119,21.3551904676,-22.14,388.144735161,369.214633397,183.753761168,0.83749,1.68426,119
21.6414,15.2208390807,258.290361444,13.1011822994,21.6438187842,43.7567,21.6575,48.5284,0.530413768792,384.634709596,127.250995333,424.328665914,120,21.6457029806,-22.4504,396.523145915,320.502179699,187.476705387,0.83872,1.51611,120
21.843,8.12358870808,307.073923895,39.656738627,21.8447336916,43.8474,21.8579,48.7689,0.515375276436,397.65046725,104.208832006,388.698263444,121,21.8470962704,-22.6285,366.355101346,348.978713892,178.44564881,0.845115,1.32692,121
21.9748,33.9079038549,215.992094173,16.5348076414,21.9786500852,43.9868,21.9922,49.0584,0.561781650107,367.044776496,131.682564764,434.042608074,122,21.9807469826,-22.7974,394.992707834,289.671885075,183.759762921,0.847665,1.65974,122
22.2074,21.0685554128,291.082177796,11.1773890787,22.2096847671,44.08,22.224,49.2949,0.56290340833,428.177527493,152.554698416,425.870624173,123,22.2110218457,-22.9987,377.953592454,302.665710182,180.381177952,0.837187,1.8327,123
