PolicyRegParamNorm,QFunRegParamNorm,MinReturn,AverageAbsQYDiff,AveragePolicySurr,MinEsReturn,AverageQLoss,Iteration,StdEsReturn,AverageAbsQ,AverageAbsY,MaxReturn,AverageDiscountedReturn,StdReturn,AverageQ,AverageReturn,AverageY,AverageAction,MaxEsReturn,AverageEsReturn,Epoch
81.6161,188.164,610.938685924,9.56203619474,-424.828,2.95873985198,606.236,473,81.378971316,414.913,414.652601617,2022.71199875,214.693495001,350.106835867,414.563,1195.72027494,414.581050412,0.595393,420.410314598,36.3783442443,473
81.7314,188.577,578.709252409,9.46092735057,-426.06,4.67765390599,633.115,474,135.248708468,416.192,415.911744509,2680.45633312,211.178695461,393.993840135,415.846,938.683251729,415.844918709,0.650711,513.830064455,80.7732790143,474
81.8456,188.882,669.770712725,9.48406867468,-426.223,5.92631474846,653.502,475,235.91265126,416.539,416.24238336,3038.50359229,229.448280507,703.336729744,416.17,1507.30869169,416.190773873,0.659383,760.717448648,148.969146636,475
81.878,189.274,525.069438636,9.44168816939,-426.746,3.3077808506,620.827,476,59.1352484966,416.838,416.555768354,1590.32827261,207.916931673,314.832195828,416.505,833.532066881,416.508618606,0.611126,235.707743987,48.4577421252,476
81.96,189.577,734.723215988,9.4587659608,-427.028,4.11143993615,615.764,477,157.215976277,417.426,417.118119572,2588.99442204,203.100400076,455.035852969,417.043,1195.83500141,417.064036234,0.611105,531.183468537,108.84752275,477
82.049,189.863,587.76222536,9.38808899791,-427.345,5.0673093136,620.232,478,108.319763786,417.283,416.967100489,1798.61263172,209.620347908,269.212506007,416.908,950.91205972,416.914714849,0.678061,454.611347289,71.4068694376,478
82.1515,190.237,325.386248835,9.31781021629,-427.312,4.39298232221,615.755,479,81.1457117542,417.679,417.378964457,2554.47147444,232.295416812,465.396990413,417.322,1102.94144028,417.329912033,0.639162,259.185307842,55.8485272187,479
82.1981,190.597,483.831259114,9.13026707627,-428.741,5.24026244279,582.688,480,122.638661574,419.15,418.833760726,2308.48631159,229.254428177,474.604255075,418.768,1148.02488292,418.782886752,0.752708,439.426315788,79.9300064887,480
82.2982,190.913,293.346731114,9.71597442865,-428.698,6.91897472257,668.172,481,126.174062818,418.689,418.401243452,2530.72185297,210.568437771,726.305685284,418.291,1168.46761419,418.309284178,0.599106,355.193780367,118.471363902,481
82.3903,191.256,293.242506163,9.43550766764,-429.125,6.41115380681,631.838,482,210.27558757,419.405,419.095191661,1336.75517302,196.731333232,377.7038218,418.999,662.803890984,419.020996123,0.609148,649.711861845,276.133466971,482
82.4564,191.65,632.14877009,9.59527738693,-430.058,9.27811815052,675.543,483,129.577986659,420.194,419.910793572,2146.7865019,232.058549763,395.432332483,419.832,1206.47142868,419.849457334,0.715226,399.176560028,116.319141766,483
82.5391,192.019,647.783571672,9.7122970224,-430.716,6.76569492766,663.398,484,95.7745255678,420.868,420.534056188,2033.70972598,234.198003647,462.788737085,420.457,1337.86914638,420.468519373,0.664446,373.033033638,70.5567239722,484
82.6255,192.279,318.722238473,9.57935458124,-430.438,6.1786044522,695.823,485,207.660379331,420.475,420.170887019,3408.18032466,233.56753865,661.759457217,420.07,1082.18852779,420.084777687,0.690812,787.281333295,116.030025225,485
82.723,192.557,478.991346451,9.51194042398,-431.345,6.77731604036,606.411,486,86.6146809771,421.433,421.156491777,2978.41243983,216.021543055,814.523399448,421.081,1185.76335791,421.092672728,0.61957,345.134138714,77.0657554364,486
82.7326,192.848,598.224434948,9.28641805662,-431.312,6.21438159869,612.916,487,154.018708579,421.478,421.189641504,3020.75591781,240.508528351,811.251226695,421.095,1700.77056532,421.109702047,0.702085,718.190400825,85.6901142996,487
82.8199,193.224,521.203166178,9.67141423005,-432.691,5.82192135439,658.306,488,93.8581601399,422.738,422.462549825,2424.69227692,221.836056121,584.572195247,422.37,1240.95487169,422.38472099,0.621684,306.721837506,75.1748403158,488
82.938,193.571,291.812080684,9.57135445351,-433.763,8.55189214571,655.641,489,104.21563136,424.004,423.680905766,2597.39948144,213.099791832,616.302008846,423.633,1214.74972051,423.640115211,0.592033,449.969316529,77.490354085,489
82.9769,193.877,355.544690248,9.34998412353,-434.077,5.08218414024,615.115,490,102.291169788,424.222,423.922015913,2744.17401172,215.959507442,549.281493504,423.858,931.057771684,423.87975866,0.687409,334.31676993,86.0766490172,490
83.0698,194.13,282.903665083,9.80872633259,-434.289,7.90071598699,692.909,491,121.826165014,424.239,423.942020656,1106.75709832,175.870941348,267.562071327,423.841,464.787622093,423.856918806,0.530486,388.750709632,97.9023297871,491
83.169,194.422,199.088326101,9.59549988005,-435.357,5.74492932286,639.949,492,78.2736950432,425.321,425.026153123,2250.39279876,203.777616999,461.49821722,424.96,943.766337253,424.966619307,0.562953,291.124121366,60.7749637821,492
83.2507,194.651,167.25253442,9.6662185114,-435.992,6.16559757739,654.169,493,123.20126716,425.777,425.450989389,1962.50809805,154.21341992,430.289022618,425.359,507.244508335,425.391382268,0.530213,467.92141664,92.3993926244,493
83.3083,194.954,282.8276754,9.8420934344,-436.719,5.79462951601,681.144,494,119.87985895,426.562,426.195484937,312.505252207,152.697261367,7.58153184678,426.133,295.58547563,426.138132162,0.55732,475.612563303,87.7943439609,494
83.3566,195.195,246.104915763,9.46448141883,-437.443,8.79073368494,631.018,495,292.754033696,427.349,427.038957438,277.42985071,142.016149449,7.58240880261,426.972,258.539236276,426.98725626,0.605384,1142.98107987,151.805542437,495
83.4161,195.419,280.753503041,9.84255316122,-436.922,6.68911949047,648.925,496,119.111827632,427.307,426.995223479,3052.22427457,166.752260679,545.507836504,426.896,489.020992569,426.922680097,0.635878,451.250656702,105.239674795,496
83.4698,195.765,235.594638209,9.63352321405,-438.767,4.99690619459,632.313,497,88.3978708351,428.561,428.232956447,274.947311129,141.151205013,9.23857451071,428.171,258.811147666,428.161964043,0.563868,359.767381298,57.4252044588,497
83.5378,196.172,235.531039174,9.79757286552,-439.164,7.72230162786,669.943,498,118.447020169,428.734,428.449207338,2976.00835248,172.964625397,935.440666428,428.375,857.123766761,428.386399276,0.621562,450.165163963,96.2051722285,498
83.6073,196.533,259.872626891,9.58690120752,-438.965,5.53557946879,638.595,499,156.796675603,429.009,428.707682212,289.482935015,145.544134954,6.40135909597,428.616,271.092823234,428.642889232,0.640255,468.926055063,107.131139661,499
83.6986,196.843,251.705310215,9.64315761314,-440.589,9.73872346792,629.323,500,135.271808543,430.538,430.210547489,328.221788752,152.655043749,12.5411724643,430.104,290.061255098,430.128586569,0.64787,425.896036108,125.255713271,500
83.7424,197.171,271.870808812,9.9616790536,-440.874,7.42191117618,695.643,501,191.241619564,430.692,430.40672659,317.833778947,154.187782622,10.7150241986,430.308,294.999917155,430.321023374,0.62271,797.748117841,116.228682539,501
83.8329,197.419,263.17864368,9.85974331276,-440.956,5.34346712922,688.584,502,97.7401882903,430.923,430.627881465,615.328695516,151.930829986,38.8041302723,430.532,293.389252387,430.552579138,0.590389,342.598748572,78.7110975671,502
83.9347,197.71,291.149873135,10.0021238045,-441.541,6.89107944981,670.674,503,55.3993845297,431.153,430.831893081,1570.42573182,185.032796739,391.051658703,430.732,570.115439584,430.754743506,0.601364,257.116336885,46.6477458731,503
84.0227,198.018,1008.80494789,9.68244029195,-441.968,5.69634796664,625.203,504,142.907025293,431.678,431.389055621,1027.15929763,102.434063833,5.32205198337,431.276,1013.42703846,431.306356981,0.149026,454.873145304,129.225075953,504
84.0686,198.358,239.393713409,9.7405386031,-442.919,5.32662867345,671.875,505,90.33106019,432.791,432.457399287,2360.05046364,167.352795609,357.307562016,432.34,453.310775476,432.34779914,0.574596,291.22026799,83.0794670444,505
84.1689,198.721,244.318714122,10.3249939314,-442.833,6.25718743284,741.192,506,129.693800039,432.447,432.108686214,307.49844271,146.259567768,14.2662670062,432.024,273.424896063,432.029030541,0.592659,469.239242625,92.5418600014,506
84.2758,199.077,269.958925368,10.1080639456,-444.067,5.35817412016,718.365,507,101.328599736,433.512,433.213186607,2944.867587,197.289642811,761.570081342,433.117,1048.9101316,433.136444049,0.560854,405.565920966,87.953305683,507
84.3175,199.39,700.080562567,10.083162899,-444.578,20.1233969543,706.919,508,277.003231239,434.535,434.204681192,2542.120839,232.120925849,510.63473893,434.067,1146.44428948,434.075920029,0.612499,947.979741708,194.36121151,508
84.3819,199.68,1003.54509635,9.94491832645,-445.533,7.29002641239,690.518,509,125.772245413,435.183,434.89548195,1006.63119079,102.600301635,0.894656823816,434.813,1005.16558809,434.82209986,0.0550854,529.449850877,95.7896679794,509
84.4556,200.011,397.352962868,9.95452545993,-445.784,8.45870581405,663.866,510,97.8316311162,435.613,435.339366673,2791.57897058,207.711316578,871.701536803,435.22,1044.88568357,435.242257431,0.524928,354.187920611,70.7262780507,510
84.5495,200.262,975.921774777,10.0946492783,-445.492,5.60058824685,692.222,511,217.115220768,435.282,434.933527448,2858.35868862,232.102060043,778.007732867,434.857,2040.83362214,434.859494042,0.612043,678.051021892,176.549950334,511
84.6316,200.56,289.613655723,10.0668563308,-445.677,5.74016282487,695.84,512,90.0472856963,435.572,435.278862524,2783.98498126,221.865179096,739.596785734,435.133,1997.83357728,435.188833659,0.628519,274.922128783,96.3837518796,512
84.7286,200.863,339.678629963,10.0657164844,-446.51,9.01415817581,688.875,513,171.862140404,436.478,436.143431608,2737.26723423,236.780075045,652.173425055,436.034,1345.85169359,436.049343824,0.539171,627.965992296,92.0410804864,513
84.8077,201.115,153.325016006,9.97139876191,-447.65,6.42542110542,699.879,514,154.044616222,437.713,437.340825187,2625.79715947,166.26213243,978.761315676,437.272,1540.81229398,437.266280345,0.494971,480.155497635,190.535181079,514
84.8953,201.446,271.142764498,10.1886625566,-447.386,13.7999668927,722.209,515,202.755374544,437.096,436.732275582,2956.2950879,190.72652533,596.410813329,436.61,762.389539571,436.631949702,0.568441,788.711003248,187.096239057,515
84.9632,201.78,217.648549447,10.1764021514,-446.903,3.17221013002,687.502,516,113.036047884,436.834,436.4951359,2151.50022258,115.658839116,458.551938196,436.38,503.247930039,436.399138853,0.341219,451.85841071,73.3272559081,516
85.0628,202.047,274.138439591,10.2837443555,-446.878,6.71244106945,756.256,517,149.512000662,436.76,436.465859527,1515.74174019,158.581772296,183.192942244,436.34,349.423056956,436.360128829,0.575514,561.938390404,104.89421418,517
85.1167,202.239,305.687588243,9.96254499833,-448.794,6.3310004906,684.246,518,102.467702719,438.591,438.287404483,1635.80398962,214.451379127,199.216499457,438.195,692.131989719,438.200307078,0.6116,380.939022946,83.1069425971,518
85.1891,202.589,282.187135547,10.3917866359,-448.807,7.60379291394,745.182,519,103.607285519,438.532,438.228977591,2993.45936274,225.414251702,936.491318461,438.117,2149.21526842,438.141584607,0.620477,411.670375107,74.2070128572,519
85.2615,202.793,235.039394817,10.1597780911,-448.901,10.2337955967,736.04,520,172.548158153,439.016,438.678168061,959.724094158,147.894580001,138.521541629,438.553,307.245976085,438.563599516,0.569014,585.133796363,128.054253007,520
85.297,203.159,250.079695892,10.2544412138,-448.887,4.60998604725,737.409,521,104.649042731,438.638,438.283822222,587.915967112,143.261525286,37.4783239751,438.17,272.947299134,438.18725721,0.570866,411.4112578,91.5997056973,521
85.403,203.435,261.158376016,10.1893590267,-449.626,5.55640415621,737.144,522,93.4634063883,439.514,439.202118049,1750.72646789,162.724991283,269.737071271,439.1,399.102964639,439.111231427,0.557936,339.81537199,102.233868565,522
85.4554,203.766,310.786237772,10.055294521,-449.9,5.87511794648,719.361,523,55.4259981029,439.75,439.429006812,1020.86498726,113.087994028,305.023535254,439.312,790.621423826,439.320236913,0.170593,204.510024279,55.0421431331,523
85.5149,204.061,289.956603295,9.96142749336,-450.63,5.80186665324,675.007,524,102.609109748,440.411,440.054226783,1621.62525707,123.882529128,322.199042812,439.951,908.396369207,439.943620485,0.35303,302.076791567,118.354271579,524
85.571,204.392,225.110424825,10.2036586071,-449.404,4.57190448566,739.536,525,96.7716924683,439.382,439.042391317,571.138104653,141.341040087,40.6512570607,438.886,275.796962895,438.908312191,0.626191,359.861302844,75.2324648254,525
85.6659,204.732,255.992980239,10.1077733965,-450.504,8.65616098113,707.019,526,177.053289416,440.245,439.881501237,316.925512578,151.337428904,14.2742561527,439.788,288.030163555,439.777027392,0.653553,505.416328054,138.75647672,526
85.705,205.056,316.569291258,10.3375288489,-450.576,5.87101504985,732.655,527,102.278633756,440.452,440.135466071,1021.04555783,205.961404741,214.360759042,439.982,626.777475596,440.02555757,0.68262,471.507909771,79.4037811597,527
85.8017,205.269,230.227759097,10.182585556,-451.6,4.8774210062,724.003,528,114.863103694,441.436,441.092102653,278.902873341,138.142753043,11.5161294358,440.984,249.004483955,440.987422486,0.644712,410.787907309,72.787790371,528
85.8988,205.631,359.510046035,10.5147730251,-451.815,5.2976191357,808.468,529,96.5507929272,441.236,440.915725665,1090.68311871,97.108156628,220.53887444,440.794,890.627699396,440.812705895,0.241661,278.118628783,96.0421511654,529
86.001,205.957,236.357838695,10.5348496116,-452.126,6.0137301458,763.918,530,99.9449380447,441.894,441.612664999,602.673574037,146.799708137,92.069402914,441.506,290.848804907,441.514771959,0.663885,360.448909766,72.7841749465,530
86.02,206.206,246.341475952,10.0612440065,-453.286,7.19971628411,729.824,531,102.081023011,443.03,442.654660321,2825.37223218,208.763624609,756.447763355,442.516,1251.06750007,442.519652048,0.71537,367.743881716,73.7831715494,531
86.0673,206.602,13.5585658801,10.3916253132,-452.884,5.48878296951,751.139,532,79.1188140351,442.576,442.254955813,593.274749448,18.3154443822,54.4077796991,442.14,24.6127552061,442.159164625,0.613979,291.934679337,62.8142633471,532
86.1568,206.995,329.933604339,10.3881443876,-452.514,4.62308676905,808.01,533,121.707317049,442.387,442.107905222,2027.19496664,150.084241563,330.088279123,441.94,648.777521584,441.972887221,0.554422,621.751206979,62.9075610833,533
86.2689,207.309,229.611557953,10.2675445511,-453.686,4.66873061455,715.04,534,102.820780933,442.992,442.663449089,301.134229836,131.634125434,15.6209955205,442.516,271.605435025,442.534649631,0.54176,483.989207498,63.6237768781,534
86.318,207.586,188.462471545,10.1316209079,-454.736,6.15982795498,739.805,535,145.129022591,444.536,444.212156456,866.879496837,127.82266752,135.492993139,444.041,264.473217901,444.058622874,0.601929,569.688761068,89.3251844387,535
86.3615,207.885,284.959232118,10.637105846,-455.049,4.20472143098,803.487,536,194.297501636,444.707,444.359790467,2164.04975271,173.011765801,457.083002909,444.212,703.957635682,444.22477079,0.648453,797.720246583,95.5268966317,536
86.3961,208.172,147.49305926,10.4769551137,-454.466,6.35193763908,734.256,537,111.926710634,444.376,444.011954363,899.943745607,142.898968602,180.867355854,443.863,317.080594823,443.859953903,0.618073,449.920896966,73.7815246826,537
86.4895,208.554,449.27586807,10.5672165941,-456.294,3.01077279225,790.057,538,166.542013924,445.83,445.545431467,1887.09134383,208.370044238,350.713436445,445.371,962.015259019,445.395650367,0.716181,620.103685293,104.30042578,538
86.5588,208.882,671.106512619,10.4047915933,-457.25,5.11014592393,739.72,539,116.867263196,446.865,446.550004009,1484.7727639,210.763473477,232.923770703,446.385,1037.4635961,446.418305167,0.696837,570.006374446,69.0398164272,539
86.5468,209.204,220.699518042,10.5992068169,-457.823,6.91726967508,776.415,540,181.480381804,447.541,447.184003124,2378.669192,150.0812497,366.373364798,447.021,381.677327093,447.018180557,0.663673,573.348631316,133.380148204,540
86.6418,209.469,286.773575816,10.6843443274,-458.305,5.69996378386,800.932,541,145.035479953,447.958,447.651115942,1971.39048889,209.771984968,465.728707881,447.494,1055.77018064,447.498735251,0.675825,578.451968623,107.578371309,541
86.701,209.778,252.153768033,10.5949870318,-458.509,5.84045441237,757.625,542,128.591403369,447.834,447.540730334,2148.70718283,174.419517508,486.469125408,447.35,632.680481773,447.37721628,0.678452,377.131758496,135.024751573,542
86.7748,209.967,187.665573324,10.6789092059,-459.169,4.0239817434,814.961,543,156.105866295,448.664,448.289479629,2685.79546325,171.397296432,883.335318036,448.136,942.322714164,448.146852667,0.614267,736.511880412,85.1392226726,543
86.8734,210.22,564.910447575,10.3395762624,-459.82,5.6956724708,756.533,544,154.578936962,449.929,449.608662347,1377.24306797,218.722812642,170.170764461,449.427,980.647401842,449.439033075,0.664747,653.78015127,104.646432122,544
86.934,210.489,230.835108165,10.7292896169,-460.165,7.51193990234,806.518,545,225.827552174,449.811,449.48868336,2613.67653772,167.441332386,685.781755649,449.298,684.11620418,449.330886484,0.618669,654.758048383,162.828460754,545
86.984,210.691,207.02591103,10.8577404383,-460.949,3.81960750908,820.621,546,267.522966748,450.663,450.265677443,250.688690057,129.208117245,10.9520203333,450.15,228.171151102,450.141553513,0.691604,1029.80529908,154.340990224,546
87.0294,211.058,244.956471816,10.8790222333,-461.813,4.74899652415,796.39,547,99.7265294334,451.111,450.810427338,2113.15429615,178.906808977,550.020742967,450.643,706.597219545,450.678540549,0.569768,422.144611427,90.6046360979,547
87.096,211.364,410.065401345,10.7889787332,-462.833,5.318280549,801.666,548,128.179078855,451.917,451.584736434,1987.29595972,206.38170703,334.844564194,451.422,1108.76472886,451.438237043,0.65622,524.692115436,84.8178367834,548
87.1377,211.628,391.478525689,10.6422216732,-464.248,3.85205876603,788.627,549,64.0347711527,453.362,452.99774446,2660.13664575,206.328755954,765.905181514,452.874,1936.27302837,452.875777063,0.690493,290.958755364,54.9645051457,549
87.1694,211.961,488.942231629,10.4512551282,-465.167,6.28995960967,752.163,550,185.025898905,454.484,454.142852851,2638.68663042,206.674382199,701.682554155,453.988,1565.2341435,454.026079611,0.557562,710.139594125,137.868967414,550
87.2542,212.378,232.902703984,10.6518004493,-465.137,5.89993304961,802.128,551,107.003806576,454.643,454.29591201,950.77843286,146.699558274,128.781177971,454.18,298.24255168,454.185649221,0.641023,471.799030732,80.972044344,551
87.3239,212.631,228.983855583,10.8515800569,-466.551,4.89585784836,819.922,552,87.9980571279,455.973,455.575994061,1955.02531921,178.358474787,413.246317606,455.483,669.378688748,455.493537472,0.599563,289.081077255,72.6289094366,552
87.3889,212.941,405.767879341,10.594292209,-466.67,5.23876213845,773.245,553,48.8199399953,455.836,455.518780278,1879.55955487,186.752560155,379.583459601,455.383,780.863727489,455.388579072,0.585072,159.401538897,52.715298655,553
87.4527,213.197,445.826109431,11.0016550981,-466.678,5.0567296763,860.178,554,83.6573032441,455.801,455.445820286,2453.64558962,195.502015515,758.434638284,455.325,1389.5961343,455.346428801,0.637317,313.445040997,71.0506025148,554
87.5048,213.493,309.860108164,11.1003213637,-467.799,4.22003022881,877.414,555,90.1141743678,457.08,456.743364044,2187.74911035,149.426665996,592.520959783,456.629,1653.90687927,456.658886967,0.557043,283.207161768,61.1101180607,555
87.581,213.846,642.002646241,10.6179840301,-468.624,5.53773068752,790.099,556,91.5001373389,457.805,457.441846579,2627.18780287,216.552718351,696.267158156,457.317,1961.01116879,457.326846503,0.704072,327.999585762,81.7074428544,556
87.6468,214.117,176.05474208,10.516436039,-469.355,7.20188262864,755.106,557,101.125885951,458.958,458.614714413,1660.26471154,137.353213673,261.209888612,458.498,309.4968378,458.497955993,0.576152,413.727015472,82.5737615836,557
87.7099,214.324,187.869511716,10.5347376051,-468.585,5.72200796129,749.733,558,190.280570502,457.952,457.571774126,1801.42017824,160.408547757,426.835921062,457.43,710.127007723,457.451228929,0.543739,720.746007605,117.872184187,558
87.7544,214.56,245.635340548,10.623245765,-470.496,5.31801899712,751.848,559,186.439642196,459.767,459.400122945,2563.96386268,183.409399219,647.865021355,459.279,802.116377917,459.308274428,0.601572,699.891666566,111.911369424,559
87.807,214.843,317.773379498,10.6196941332,-470.241,4.17152710986,756.426,560,91.9289986863,459.41,459.039706123,2004.39537803,204.886543346,322.917728405,458.896,843.675131149,458.904245342,0.661846,360.0616972,61.0679327298,560
87.8523,215.108,518.50078744,10.8396744387,-472.29,8.20591826149,848.192,561,183.946304531,461.252,460.869000059,1527.42749242,209.861994394,300.212620696,460.727,785.648170668,460.747127224,0.691282,686.1398762,116.756806709,561
87.9842,215.386,589.160198306,10.9976020448,-472.743,7.36407841256,819.556,562,83.8136649244,461.895,461.476875703,2730.02647439,219.831760572,607.595091863,461.337,1090.03598725,461.355036772,0.664838,256.206750555,111.472246282,562
88.0494,215.696,501.256730928,11.0484368239,-472.991,5.10253993843,834.652,563,101.472470482,461.908,461.608474707,2268.48955477,212.880882877,471.202338646,461.476,1122.93314334,461.495325517,0.678322,471.333282952,57.4818759401,563
88.1513,216.013,566.970774129,10.8119165955,-472.477,6.72947260236,812.69,564,124.101336176,461.667,461.286270209,2038.93415697,208.016611239,315.059344955,461.15,888.387543445,461.166859286,0.650416,424.598407017,113.70645018,564
88.1941,216.201,246.131123931,10.8445099637,-475.328,4.32159260124,821.321,565,228.259922925,464.427,464.106193891,2319.20519533,201.045978111,539.449605666,463.985,1277.18468855,464.022866084,0.635977,863.812746841,131.300213591,565
88.2049,216.366,555.072261345,10.5992902202,-475.149,6.28220678571,799.761,566,176.390278681,464.548,464.201949858,2906.00786317,232.309208148,589.103575223,464.12,1361.59314593,464.100369789,0.695952,741.201653272,103.062814463,566
88.2712,216.752,236.699986332,10.9589966129,-476.132,14.6016383707,795.637,567,173.146122931,465.107,464.747309983,282.61421986,139.166185647,11.2296045525,464.613,255.390038907,464.641825302,0.671123,515.414623958,166.19180255,567
88.2736,217.043,246.747344381,10.6485820529,-476.769,4.91858018195,775.594,568,105.700107148,466.114,465.737557303,283.243704363,143.255841279,9.37129165248,465.612,262.149594004,465.617178299,0.685526,492.152469031,73.7784885598,568
88.3683,217.388,235.65435551,11.0082201225,-477.026,7.91232770071,855.282,569,83.1285711202,466.06,465.758272723,578.88554545,142.966234183,36.9485962882,465.622,268.510788187,465.648796448,0.672378,301.598129139,66.0126523002,569
88.4537,217.63,120.710275585,11.1584280633,-477.758,5.05392685447,840.58,570,128.896084465,466.883,466.508175185,249.568411702,122.930635314,34.2873388765,466.408,210.643078871,466.393971099,0.730036,625.793543885,71.4035228446,570
88.4732,217.835,247.298912533,11.1497344245,-480.003,4.47253084537,873.553,571,140.214336839,469.318,468.97032201,710.861207361,146.802985729,86.8469690344,468.858,289.333666398,468.884731418,0.691817,628.313812821,90.0047522487,571
88.4876,218.163,256.14156972,10.8442801166,-479.298,6.17222250037,810.187,572,144.237147104,468.439,468.034323714,1516.99682489,180.238611805,327.503468239,467.945,541.696267287,467.960278116,0.661474,428.938468111,151.633098352,572
88.5434,218.495,986.152706744,10.998794624,-480.115,4.26206968724,833.062,573,138.986613366,468.781,468.451068051,991.030811058,97.7174417556,1.32056063747,468.321,987.447420422,468.349901562,0.433345,505.311858586,91.6964110863,573
88.5391,218.761,137.010553714,10.8991186771,-481.13,5.37412120846,839.49,574,93.1945781573,470.155,469.818334703,309.351130557,132.213426583,43.7878996649,469.691,235.315325039,469.716119525,0.611394,506.316485559,52.5166488147,574
88.594,218.989,228.381704567,11.2231389723,-481.243,9.07735564798,857.219,575,68.4601661938,470.166,469.746494224,1167.01268645,150.778250169,166.327056324,469.625,334.029628005,469.63086005,0.623748,262.270784405,62.2334896554,575
88.6527,219.322,278.976162325,11.4198187564,-481.721,5.67654291237,909.028,576,102.520572446,470.152,469.783194166,2847.62542532,209.461433705,803.567183732,469.65,1319.13388878,469.663442971,0.66157,283.969382626,87.1396076311,576
88.7044,219.638,263.776138873,11.24423984,-481.827,5.43950026448,893.492,577,85.0155120938,470.973,470.610522231,2556.36183446,174.434800657,647.484199947,470.452,677.742152812,470.486416314,0.594588,312.205206373,86.5348643462,577
88.8074,219.986,232.567369825,10.6898396597,-483.121,5.83199543919,748.635,578,68.4551457014,471.93,471.520002893,2438.70937833,174.488073264,711.063175653,471.4,873.350148178,471.417136448,0.616703,335.603870545,61.3831854166,578
88.8489,220.257,200.93074549,11.3411406239,-484.279,4.9264709817,889.239,579,78.2936009055,473.08,472.733211754,1958.73545719,217.785362038,395.639795094,472.591,934.503408292,472.61859007,0.677148,327.276388286,65.8296361454,579
88.9226,220.592,137.060412943,11.3937673107,-484.46,5.43522590617,920.086,580,112.084361251,473.202,472.852354422,154.857869628,96.09467341,2.67306102595,472.695,143.241188227,472.725086155,0.564423,533.908101636,70.4532241824,580
89.0175,220.838,284.69836742,11.2153652277,-483.795,5.98997659351,877.649,581,107.318233916,472.549,472.125996319,624.496148413,161.003208398,93.4074741568,472.021,334.566836941,472.017591166,0.661946,451.182983306,69.4584405769,581
89.1363,221.085,295.513820568,10.8369939011,-486.898,5.19456593913,804.148,582,89.1186654987,475.758,475.3955372,2383.32836378,198.669764897,410.198016512,475.255,736.878620407,475.278550716,0.612782,412.75472921,78.3600702153,582
89.2208,221.402,224.753707674,11.3971552948,-486.441,5.33070480943,903.112,583,143.557592433,475.188,474.82329633,268.312245065,138.896037272,8.48762889971,474.689,247.749261606,474.714240081,0.6542,618.398908529,87.2882604478,583
89.2363,221.68,192.014787335,11.3766002798,-487.438,4.62623764566,917.333,584,117.322997277,475.93,475.545147978,1252.88318181,119.456249179,196.556660482,475.425,292.621067862,475.433867457,0.496279,407.391979581,95.1255023188,584
89.291,221.942,256.652191115,11.3628099121,-487.427,4.98730945411,883.207,585,116.729315477,476.04,475.700187129,2624.93058785,190.968814326,813.483025321,475.587,1079.85516302,475.632216937,0.554581,551.843236847,85.7499647154,585
89.366,222.23,251.161694122,11.1249953692,-488.365,4.54296857307,884.91,586,125.726971849,477.06,476.674494758,285.546959224,145.12243287,8.29844103236,476.578,270.663172293,476.577629905,0.595597,463.588048496,58.0626570323,586
89.407,222.555,2700.05578693,11.4895610451,-488.67,4.658956233,943.379,587,216.243229237,477.226,476.876280904,2814.5084398,232.866318244,33.6868222736,476.742,2763.10123403,476.784335451,0.643398,568.715322293,185.072560562,587
89.4733,222.872,301.713239658,11.5108185696,-489.035,8.4653073935,929.41,588,233.386430529,477.687,477.331986766,2738.82823834,214.997014568,896.373588583,477.222,1460.30734205,477.232022713,0.609995,935.992404475,138.687534322,588
89.5358,223.216,516.500208773,11.0716666602,-490.221,8.21162616525,838.701,589,80.5763005986,479.036,478.664319767,2743.72725443,217.178009845,696.773777618,478.538,1241.25611987,478.550157846,0.631075,253.166143488,93.736689111,589
89.6,223.439,280.48576134,11.2460528007,-490.365,5.65034643975,869.798,590,92.536775876,479.363,478.985729712,2913.08347892,210.295126571,973.997599813,478.899,1346.45931368,478.912454518,0.562396,372.720202856,79.8215852034,590
89.6429,223.77,281.919215683,11.2260587573,-489.788,6.02243944346,895.773,591,103.402251907,478.208,477.811685953,2857.84535861,208.054384,897.348508766,477.694,1333.09032652,477.698425677,0.590716,386.040074553,73.4545951503,591
89.7025,224.008,283.000289498,11.4529957921,-491.443,8.2282414059,867.119,592,77.9145387235,480.268,479.909721294,2539.45452755,186.121947334,717.197018988,479.811,1003.92530089,479.83271062,0.645786,260.521163393,70.9186224813,592
89.7969,224.226,70.3822535741,11.4535892342,-492.027,4.95650651146,923.388,593,101.109870544,480.61,480.228740912,2695.19975404,111.670376322,489.282344802,480.106,354.159733012,480.096484482,0.539661,351.184057102,74.0982052611,593
89.8417,224.56,466.826326163,11.5719584047,-491.151,4.49113894099,964.105,594,170.578047347,480.132,479.730076114,2729.17188188,222.319987105,666.640008627,479.552,1188.53332734,479.577724499,0.631714,685.182736475,98.1108068128,594
89.9195,224.911,252.54617771,11.8687524917,-492.721,6.32972692558,1010.53,595,46.4177601326,481.062,480.689852048,1559.72116744,198.93326281,338.891782186,480.534,794.993253689,480.573994728,0.633706,207.384597011,60.6270816239,595
90.0194,225.121,255.935050438,11.5685867152,-491.562,6.55127040311,938.193,596,83.5239036748,480.156,479.737019101,291.829807497,144.884222535,7.27303496118,479.624,271.316198233,479.617849584,0.636311,328.036654754,48.2724479702,596
