AverageQ,AverageAbsY,QFunRegParamNorm,StdReturn,MaxReturn,MinReturn,AverageAbsQYDiff,MaxEsReturn,Epoch,AverageReturn,AverageQLoss,AverageAbsQ,PolicyRegParamNorm,Iteration,AverageEsReturn,AverageAction,AverageY,StdEsReturn,AveragePolicySurr,MinEsReturn,AverageDiscountedReturn
0.944136,0.944557795363,19.4779,0.555150795407,985.957718592,984.292671803,0.0301225313329,321.059361371,33,985.042634512,0.00470412,0.945185,22.3145,33,90.9178043979,0.80062,0.944295110859,85.357462899,-1.01602,30.9415258638,96.002554978
0.96406,0.964510751718,19.8753,35.3135955108,525.687705081,291.667784548,0.0302934499158,485.766992143,34,317.212606538,0.00462951,0.965204,22.8894,34,317.887067534,0.830228,0.964283676826,128.604860855,-1.03702,152.278049169,110.597521766
0.986248,0.986664713111,20.3177,95.9859754892,455.701972389,141.74015626,0.029909277388,338.60740234,35,239.76873084,0.00429913,0.987366,23.2551,35,216.533082439,0.804018,0.986389491852,84.8782340433,-1.05526,85.310603631,112.333187678
1.00068,1.00107845348,20.7689,19.1203069136,235.21662141,163.297078143,0.0312125828776,287.854390909,36,196.313790539,0.00515488,1.00194,23.6869,36,151.640809311,0.772158,1.00079760934,79.1882313464,-1.06443,47.495860466,118.70571034
1.01663,1.01710283339,21.1447,2.19023113101,193.354266934,182.309947342,0.0308315116199,221.058768318,37,188.073513551,0.0049992,1.01767,24.1702,37,162.844514003,0.783952,1.01685664113,51.4247962339,-1.08211,34.2145425648,117.09025563
1.03461,1.03511261162,21.5603,7.2609614521,167.779756314,133.47593518,0.0313802939354,205.715622265,38,143.795672467,0.00495116,1.03576,24.6327,38,172.478115077,0.837564,1.03485024252,25.6144188325,-1.09806,111.373708722,98.2148943658
1.04279,1.04321082752,21.9255,24.3382277998,253.145045282,164.825797021,0.0317893807758,273.530669887,39,215.875597214,0.00489636,1.04394,25.087,39,166.648543294,0.696592,1.04296801059,66.5627084471,-1.10794,35.4771139136,126.339946682
1.06216,1.06263038448,22.2791,17.8039144384,257.350465839,189.441785759,0.0314661309471,275.659571938,40,219.286409015,0.00465106,1.06337,25.512,40,184.277246308,0.844076,1.06240439357,44.1899424288,-1.1271,95.1537674905,128.240562562
1.08187,1.08226339289,22.5855,4.82542973688,264.472928637,239.813211581,0.0321916805718,276.353354828,41,254.375987188,0.0051997,1.08288,25.9869,41,183.083086894,0.878069,1.0820864167,63.8310255034,-1.1481,57.3294042412,140.405103424
1.10079,1.10120330486,22.9585,6.28392598627,275.549282771,250.750373736,0.0317507947506,276.746394583,42,263.101749869,0.00467503,1.10188,26.352,42,214.284323677,0.811288,1.10098505142,54.9075621314,-1.16066,125.128730949,141.632844961
1.11241,1.11277290604,23.3174,66.4180742304,371.678721078,142.647927301,0.0333526736675,373.22568728,43,232.750267157,0.00577391,1.11355,26.6426,43,252.13406164,0.711153,1.11251194699,80.7600952475,-1.17566,97.165881202,129.64769615
1.12719,1.12761599102,23.701,20.6023444311,268.728850323,176.335823223,0.0336962885198,416.852473109,44,213.562174142,0.0058627,1.1285,26.9104,44,217.348262133,0.787053,1.12732783949,108.709403106,-1.19177,11.7066706654,126.031654203
1.15044,1.15082962573,24.0778,9.51265530371,255.810370154,158.71690455,0.0336406102128,280.740917655,45,170.157069571,0.005812,1.15175,27.0764,45,170.773702519,0.709583,1.15058750448,66.3737460989,-1.21235,98.9877308353,110.549244631
1.16865,1.16913360886,24.446,25.6785481818,214.112659532,58.6970581153,0.0336880084403,475.725281239,46,169.936417091,0.00573212,1.16987,27.383,46,223.05014902,0.829816,1.16885449998,113.348009211,-1.23198,86.6586723306,109.665426726
1.18907,1.18941624793,24.7663,14.6278969628,224.463673792,156.26444028,0.0339674808612,422.676680168,47,181.466621217,0.00545438,1.19031,27.6598,47,179.37320488,0.724104,1.18922093604,94.5985562833,-1.25584,17.4509760058,114.239654081
1.2121,1.21262998712,25.0659,34.1390557009,308.68292724,171.33604612,0.0350884103077,266.555439236,48,241.630969054,0.00643161,1.21351,28.0636,48,176.659891957,0.73144,1.2123788257,68.042758119,-1.28019,55.3435608363,135.507113462
1.23076,1.23117053042,25.3623,68.3080235861,501.749601193,165.5827518,0.0364254115256,390.2799167,49,278.619951333,0.00671491,1.23224,28.3893,49,222.618840463,0.797994,1.23088627944,79.8819539307,-1.29976,105.660074279,146.697937021
1.25094,1.2516017049,25.7038,83.9846704881,569.884781887,240.21795623,0.0378033841163,413.971480148,50,311.882741506,0.00732623,1.25243,28.7756,50,244.822646641,0.814587,1.25123590025,138.277054462,-1.31945,12.7356706532,156.247396321
1.27427,1.27459183677,26.0065,20.9414840642,379.077397189,305.9067664,0.0364643585567,364.010778589,51,353.259902195,0.0063943,1.2758,29.0335,51,223.734016863,0.691258,1.27433592059,81.2179691951,-1.34114,115.970058159,171.947693917
1.29557,1.29619435421,26.2816,16.8242932424,301.538358989,234.115336042,0.0391521352475,331.572258762,52,268.055045756,0.00740179,1.29714,29.3939,52,184.450733263,0.860989,1.29592758917,101.400361296,-1.3677,50.7538332174,145.542674762
1.31514,1.3156739889,26.508,7.61631386398,345.509065674,307.780309063,0.0390654032665,309.320195727,53,329.31180851,0.00731505,1.31683,29.7914,53,203.909144497,0.821349,1.31537311459,70.0063616934,-1.3858,77.3575776294,162.221874952
1.33266,1.33321736019,26.7506,10.0113442109,328.08860306,274.651197561,0.037996367915,351.483565429,54,310.772857716,0.00661782,1.3342,30.0912,54,294.383942853,0.753874,1.33284319063,57.4680894982,-1.40436,176.150604854,154.291787275
1.35115,1.35161559735,26.9919,8.83299745533,329.025859755,281.253348337,0.0388103279499,350.048757153,55,304.929151093,0.00675421,1.35256,30.409,55,264.390271582,0.776392,1.35132279215,69.4305986268,-1.42131,140.24118159,157.19450984
1.37138,1.3718224815,27.2478,4.6708633707,303.90110233,281.873281304,0.0385364181252,338.045750859,56,294.710159086,0.00731579,1.37273,30.6101,56,255.861397988,0.763028,1.37157081265,65.7977020885,-1.43751,126.162023262,155.133390803
1.37903,1.37948701041,27.5238,20.0159058008,389.417920601,304.119848929,0.0372698438788,399.690051968,57,336.243310647,0.00674368,1.38044,30.7447,57,228.089545094,0.612203,1.37922558805,126.881878331,-1.44472,73.1667948303,156.627901493
1.39014,1.39064914885,27.7963,13.2139957067,381.009577503,302.212950158,0.0384481512365,369.066676345,58,323.937805908,0.00723202,1.39182,31.0006,58,292.663775525,0.635194,1.39031820033,70.8786761875,-1.45357,160.19170339,159.447180914
1.40027,1.40081819516,28.056,4.99992252734,327.259059795,308.003179121,0.0393739939898,389.528984229,59,317.743019419,0.00770566,1.40199,31.3039,59,269.766725507,0.60457,1.40047892737,110.551470841,-1.46605,87.7779110216,155.761480374
1.41766,1.41829692075,28.3352,10.249351121,300.336969854,256.719539251,0.0370198155066,361.615752506,60,273.07066667,0.00625171,1.41938,31.6774,60,217.043036945,0.63774,1.41780620775,114.432696375,-1.48314,41.2777980838,142.223057013
1.43053,1.43109681459,28.6495,20.4447592915,363.054186135,267.253507333,0.0380367456164,338.90366672,61,288.724145389,0.00683608,1.43222,31.8526,61,163.277838838,0.596823,1.43078190335,106.68687162,-1.49589,18.8862132863,149.174378707
1.44911,1.44980892293,28.9401,3.74544327504,333.006207893,308.120064873,0.039428635289,372.784919628,62,324.423187274,0.00771995,1.45098,32.1896,62,211.882233439,0.690915,1.44932745716,137.203959355,-1.51313,11.0239783386,162.64972477
1.4491,1.44965301902,29.1858,17.8837304528,449.382728815,388.196190285,0.0378460949831,352.20949158,63,418.659776106,0.00701152,1.45097,32.3843,63,244.959326802,0.533425,1.44924430928,100.287045754,-1.51029,68.555277127,182.870900964
1.46161,1.46215598057,29.4231,15.7780813345,432.079248395,320.192259781,0.0378676110708,389.180250643,64,357.147526432,0.00726498,1.46354,32.681,64,290.866267552,0.641183,1.46165181753,105.57362673,-1.52541,101.000402553,169.098870973
1.4762,1.47669041621,29.6851,51.2229193074,547.031084003,328.267505177,0.0389474599507,457.304954375,65,441.270297306,0.00817407,1.47775,32.9064,65,284.579994531,0.640404,1.47630523276,148.027707817,-1.53966,35.4681268428,165.688015918
1.49297,1.49353586982,29.9377,21.2556660471,486.765555645,397.783716439,0.0382737703788,498.554453572,66,431.535014672,0.0075238,1.49458,33.1967,66,233.084097932,0.639057,1.49323798741,151.085728709,-1.55776,52.6865247373,145.666397315
1.5096,1.50998647652,30.2092,17.363683774,436.26744283,314.863793269,0.0400651488216,468.564017059,67,347.387965274,0.00794465,1.51105,33.4539,67,346.725531082,0.565555,1.50975868163,127.718997358,-1.57395,84.2931426898,150.745940688
1.52498,1.52531468093,30.4179,105.812750313,665.456015768,186.844640539,0.0410019520558,623.475964933,68,436.73962654,0.00887297,1.52655,33.8015,68,335.612626017,0.67705,1.52509113629,169.820157273,-1.59025,101.635649718,163.531705403
1.544,1.54441410539,30.656,75.5539960065,611.006385362,194.380545469,0.0405718281099,547.456661709,69,369.484113739,0.00802052,1.54527,34.0085,69,358.705506176,0.78845,1.54425779083,165.589776419,-1.61166,144.231468143,161.270154177
1.56571,1.56606259417,30.8808,78.5182330558,650.945013897,308.45935935,0.0387015604974,683.177909608,70,401.840462936,0.00731548,1.56733,34.1928,70,332.453462861,0.700923,1.56586489926,189.649453406,-1.62807,23.2031775465,157.696141525
1.57574,1.57610638362,31.0406,120.176037985,655.185352237,203.211714229,0.0403278370517,375.470124264,71,398.634618993,0.00831798,1.5773,34.4582,71,205.818249196,0.727146,1.57589995619,118.546709341,-1.63612,56.5477449841,165.768563998
1.59147,1.59173579809,31.2349,45.316551752,441.220142433,245.749444286,0.0410504488824,348.491813201,72,337.271748557,0.00894604,1.59279,34.7176,72,234.130065696,0.687074,1.59157704287,94.7473257482,-1.65621,78.2643475897,161.325093538
1.60922,1.60956001027,31.454,120.016028486,677.819484825,184.265770491,0.0417301093482,560.592608481,73,417.291227771,0.00923652,1.61071,34.8567,73,252.988285353,0.665416,1.60935412852,153.195609477,-1.67061,66.2351101983,172.541704024
1.62042,1.62088637007,31.7381,49.8304659733,563.839952282,304.470864157,0.042232549178,540.661312704,74,459.257985087,0.00923135,1.62184,35.1204,74,296.119902809,0.718562,1.620666631,158.367324003,-1.68148,70.2734224177,184.613918254
1.63528,1.63567568985,31.9641,0.989516226932,1015.53325491,1012.61277276,0.0417007188062,602.821194948,75,1013.87950681,0.00941172,1.63662,35.2567,75,226.297889917,0.835708,1.63544871684,170.308772662,-1.69573,15.459000926,110.071393729
1.64244,1.64287819417,32.2559,98.2427449259,715.754860939,323.527500638,0.0438318883912,590.662303658,76,533.485697189,0.010425,1.64412,35.4601,76,344.350183499,0.690644,1.6425276911,191.302033619,-1.70513,39.928652897,160.994713891
1.66237,1.66291934237,32.544,67.0554016632,892.044958744,625.66999359,0.0411362499874,509.478727747,77,780.627707115,0.00850757,1.6642,35.7066,77,289.11605319,0.7026,1.66262498064,128.106479744,-1.7231,109.758110395,171.52158821
1.67851,1.67884086109,32.7479,37.3909669487,523.06069519,371.188311556,0.0420681897459,451.409132315,78,425.342082181,0.00924782,1.68009,35.9651,78,270.848888249,0.637633,1.67863456956,149.776851887,-1.7434,23.7910001349,163.236828948
1.69437,1.69497836573,32.9406,89.0486422024,708.362287156,357.969817715,0.0405075707232,456.771722468,79,527.105281869,0.00875253,1.696,36.1192,79,264.396167291,0.631244,1.69464790331,158.623783678,-1.75355,67.3305200527,192.06963047
1.70251,1.70292187013,33.1474,54.630562113,485.016677844,286.668785422,0.0418901785863,390.664672453,80,402.248680349,0.00919699,1.7044,36.2935,80,251.536120319,0.704338,1.70261424922,125.09168245,-1.76277,55.0653429351,178.008509411
1.72158,1.72209543292,33.3545,66.9421899919,486.459439814,247.576380842,0.0436364533034,739.408500139,81,356.532517671,0.01,1.72327,36.4305,81,386.362153769,0.696155,1.72175758686,253.021430715,-1.77944,14.1449659744,162.677593137
1.73074,1.73127341636,33.613,117.083776179,764.997617749,265.70970853,0.0449394623735,403.852750284,82,583.64294953,0.0112294,1.73278,36.6413,82,267.0291215,0.734862,1.73090144781,127.968344184,-1.79069,15.60763543,191.832769324
1.74366,1.74414354916,33.8192,155.160032216,707.892918633,165.592544584,0.0440689537585,376.547700001,83,389.849175341,0.0102728,1.74519,36.8717,83,205.099469177,0.659895,1.74386501632,113.699881647,-1.80565,32.1932047174,163.012024926
1.75932,1.75989882124,34.0012,57.3286319347,378.231011136,220.079131446,0.0442388755651,411.140322685,84,312.228427847,0.0112769,1.76096,37.0609,84,236.638977999,0.680816,1.75958171853,124.14815649,-1.81686,76.9532847747,158.117231519
1.76771,1.76817928202,34.2839,52.5007346729,602.715543901,375.813101609,0.0457023055409,541.753739129,85,472.817716054,0.0122466,1.76944,37.2569,85,182.784687555,0.752531,1.76784556004,127.391287968,-1.8254,58.0815065823,187.488566213
1.77925,1.77993158933,34.4682,84.0115639082,411.478127057,139.721415226,0.0453755902949,487.531111209,86,284.413327451,0.0115275,1.78107,37.4739,86,162.918878843,0.754836,1.77948640146,139.938088458,-1.84241,8.91282487127,148.353894585
1.7937,1.79449592319,34.6852,54.753724629,642.731086005,157.558988954,0.0454335964894,432.354822663,87,299.705585242,0.0111333,1.79576,37.77,87,209.169994636,0.741294,1.79398238954,135.051671316,-1.85767,30.8542932632,152.708372883
1.80313,1.80366690621,34.9055,36.7908224753,497.093897906,142.941967351,0.0464871948211,361.865112932,88,170.721680797,0.0120699,1.80487,37.9062,88,205.112131644,0.655095,1.80331540405,92.2990009563,-1.86467,36.2722728364,110.631877505
1.81961,1.82020246976,35.1207,69.2406357993,425.746639023,172.797893015,0.0457630879423,388.532524042,89,294.966486599,0.0105702,1.82176,38.1817,89,195.115812158,0.618916,1.81973981929,84.3144399928,-1.88222,31.7035483405,153.752195294
1.83702,1.83792099086,35.3416,95.3925501099,560.302656472,172.754475108,0.044824890505,392.979491909,90,421.676345737,0.0106599,1.83911,38.4863,90,183.596478241,0.670169,1.83730725218,120.041120875,-1.8963,33.6048686775,177.298386871
1.84896,1.84987658202,35.5447,70.8431327076,488.477568822,158.962281984,0.0474495123082,483.969835573,91,310.465544772,0.011907,1.85105,38.705,91,161.882173546,0.614572,1.84929321147,158.338040967,-1.91431,39.4217956102,156.730322835
1.8646,1.86531564603,35.7795,60.7465695066,533.18945685,331.410138202,0.0490116995934,449.555224196,92,449.788736567,0.0133626,1.86676,38.9188,92,149.11081677,0.632244,1.86466134906,137.943167663,-1.92854,12.3398109324,182.489307375
1.88425,1.88502944818,35.9698,25.3186035217,487.460485856,378.657205598,0.0468502356415,533.347277348,93,408.111353931,0.011112,1.88614,39.1289,93,157.091468414,0.628356,1.88445069082,161.4933476,-1.94888,16.3380924661,139.667051558
1.89734,1.89813869086,36.1835,87.9287231257,846.247724102,399.055335539,0.0509881247137,467.484368716,94,580.680119459,0.0141602,1.89982,39.3249,94,118.155993913,0.618323,1.89755595276,146.541973694,-1.96251,6.7301940419,144.100181484
1.91839,1.91911561283,36.3798,36.6912117518,488.682879646,319.749482539,0.0499380779681,402.863840324,95,380.028514599,0.0128858,1.92069,39.5525,95,189.166474945,0.591584,1.9185478625,154.73731239,-1.98449,22.3704096815,141.63443885
1.93366,1.93439074385,36.5883,52.9875799826,552.515377276,301.849993248,0.0511598968462,330.298912438,96,424.094774198,0.0136841,1.93562,39.7454,96,150.165581965,0.667797,1.93385039833,123.075336535,-1.99686,7.36304679722,179.559988126
1.94169,1.94248392971,36.7992,136.914212788,500.301432124,44.6607072222,0.0508877536225,458.841917619,97,212.490461418,0.013803,1.94396,39.8648,97,99.5515152765,0.694623,1.94184261828,110.405064683,-2.00993,15.4465562058,111.027528571
1.96575,1.9668064439,37.0232,65.0411237791,555.463481171,302.191339491,0.0518451357191,389.815466967,98,385.837656448,0.0139246,1.9684,40.0704,98,148.228329793,0.644213,1.96613250757,120.162287798,-2.03416,18.060345088,150.412868333
1.98577,1.98663269157,37.2517,70.485757854,476.983121956,199.980384197,0.0530284551563,334.101335168,99,353.858026235,0.014705,1.98844,40.2268,99,209.626935495,0.666021,1.98581826799,130.95476903,-2.05606,15.4872861625,137.450105072
2.00408,2.0050350639,37.4649,44.6465924097,555.738864812,377.257549271,0.0522867704204,512.071518947,100,435.530760708,0.013737,2.00653,40.4716,100,156.201581607,0.71739,2.00430856087,163.667344944,-2.07198,9.12502329734,172.598694192
2.02677,2.02757621433,37.6664,91.8686853076,650.796396193,311.252731024,0.0524928255477,583.925884784,101,494.955679099,0.0144116,2.02912,40.7485,101,175.913714531,0.757537,2.02690433698,170.105773327,-2.09414,27.5563615212,163.094945295
2.03984,2.04064040101,37.8979,34.2192657168,441.19916278,267.570910438,0.0529245766074,354.881825493,102,326.325242706,0.0157538,2.04212,40.9085,102,175.897303742,0.650861,2.04002168562,116.436267313,-2.10481,14.6473831924,143.877095712
2.04776,2.04853397123,38.1023,105.454718876,807.815988,299.213871662,0.0522271351518,396.009752678,103,471.815803088,0.0144396,2.04989,41.0571,103,224.48382193,0.728547,2.04805001882,116.705683011,-2.11563,6.45200643997,179.187511997
2.06918,2.06999968714,38.2827,95.6923151809,769.13614428,394.602655162,0.0525511831981,425.463518362,104,559.748028396,0.0144773,2.07164,41.2507,104,221.715483328,0.760482,2.06942592693,115.206194058,-2.14157,56.4088577631,179.614606168
2.09306,2.09374913691,38.5007,25.2115783914,128.598881686,40.775712924,0.0553870857182,254.161825008,105,82.8638961726,0.0166041,2.09526,41.4371,105,104.146452181,0.835413,2.0931877168,76.6452786608,-2.16445,14.7999618563,60.6361347234
2.11234,2.11285076973,38.7039,24.0491466815,381.31274941,268.83856487,0.0549074068617,233.226450037,106,331.609688848,0.0155103,2.11452,41.6379,106,123.768620947,0.735069,2.11242389825,66.6823131694,-2.18743,22.9358308262,132.604675383
2.13383,2.13466492451,38.9675,77.8368315711,503.631516963,259.542477309,0.0573942254313,405.353060889,107,415.545011076,0.0164675,2.13601,41.7401,107,176.363025726,0.743324,2.13410371655,119.772581674,-2.20498,9.0178779407,167.560326138
2.15787,2.15866851932,39.1297,14.7716599067,384.074437389,329.10608047,0.0586407814155,466.653852716,108,351.348138377,0.0183858,2.15985,41.9025,108,203.761788592,0.682364,2.15811288212,175.848106624,-2.22823,9.07806853692,144.462931591
2.17817,2.1790170032,39.2928,103.253605057,1018.23442724,244.246157705,0.0570124159819,414.59875787,109,313.845206753,0.0172877,2.18054,42.057,109,80.7417376261,0.623537,2.17834513677,96.5419631811,-2.2487,12.5003675897,125.334164564
2.19424,2.19522228675,39.4321,23.3165412901,588.973360685,489.829659947,0.0577081778355,460.611048344,110,541.167793028,0.0184794,2.19659,42.2222,110,236.083424327,0.686601,2.19444330167,155.47516507,-2.26542,50.5932925639,162.94637003
2.22145,2.22234552838,39.628,30.9894340325,586.527950733,466.956241282,0.0564038438211,592.137917981,111,507.6809379,0.0165839,2.22387,42.3601,111,231.208897274,0.786709,2.22159355911,190.231346121,-2.29401,18.7088289971,163.261873302
2.23443,2.23533781375,39.8254,18.2402815667,535.51884561,460.770790942,0.0591671451214,395.433888631,112,496.768305281,0.0191035,2.23644,42.5064,112,198.24317663,0.801786,2.2348483251,144.586788854,-2.31172,22.8713521094,164.565941052
2.25682,2.25733533311,40.0436,20.0920123727,498.46877776,410.465490661,0.0577688050921,430.988684999,113,451.955460364,0.0194119,2.2589,42.7087,113,189.173040387,0.790506,2.25687864432,151.572021762,-2.33096,12.5857876058,149.492183135
2.27286,2.27363054572,40.2154,48.1206403132,784.129524778,607.924064592,0.0594994229398,458.804350676,114,717.505505244,0.020016,2.27482,42.8459,114,214.981471359,0.657414,2.27316308837,182.146297303,-2.3463,11.916560694,182.347625157
2.29331,2.29417152725,40.441,28.7493339336,373.650579203,267.821243309,0.0596731215399,639.718712302,115,299.176577195,0.0214985,2.29569,43.0308,115,197.578475395,0.780709,2.29351253842,225.002211747,-2.36924,12.340615141,126.989077638
2.31047,2.31123115158,40.6499,25.0175598301,550.994755845,427.51661478,0.0605235755091,502.650391901,116,510.663686031,0.0195555,2.31278,43.197,116,235.267045192,0.681801,2.31061104974,174.640215349,-2.3881,18.0022761057,166.96073088
2.33963,2.34032303725,40.7773,41.025110607,440.106573148,264.362981088,0.0576534338012,484.915995514,117,319.61466129,0.018716,2.34182,43.3288,117,172.703110586,0.738625,2.33975696615,161.599874671,-2.41372,17.855990301,130.87612791
2.35821,2.35897771727,41.0077,105.115655532,824.006690823,465.846001427,0.0609063995581,453.378096885,118,587.279576778,0.0205556,2.36061,43.5238,118,229.936072702,0.660242,2.35851256858,150.909422198,-2.43541,12.9068174682,169.483209761
2.37318,2.37376183923,41.2044,18.065523091,325.012313518,238.359819331,0.0613316059549,660.850262748,119,267.06536128,0.0216538,2.37555,43.6138,119,236.430795835,0.78497,2.37320216959,215.492094285,-2.45138,12.335916612,125.065496195
2.38896,2.38985566413,41.4406,184.125157907,1018.67842864,251.291776905,0.0603867131068,808.888561025,120,339.444841114,0.0195023,2.39166,43.7178,120,440.906064134,0.788465,2.38922736463,278.85425956,-2.46299,29.2457996682,123.875257908
2.41399,2.41442670131,41.6402,174.401707445,1422.76073684,343.062163266,0.0574923406454,581.47942275,121,440.419489056,0.017205,2.41641,43.8727,121,279.905345267,0.748781,2.41390643059,170.073071264,-2.4904,64.1563053226,149.605504536
