MaxEsReturn,StdEsReturn,AverageAction,MinEsReturn,AverageForwardProgress,PolicyRegParamNorm,Epoch,AverageReturn,AverageQLoss,QFunRegParamNorm,AverageY,MaxForwardProgress,AverageDiscountedReturn,MaxReturn,AverageQ,AverageAbsQYDiff,AveragePolicySurr,StdForwardProgress,AverageAbsY,AverageEsReturn,StdReturn,MinForwardProgress,MinReturn,AverageAbsQ
-31.9631011873,34.1119070035,0.995625,-123.280730386,0.408753563902,22.4616,20,-32.4388810354,0.000746181,26.9458,0.0920128214562,0.606573417414,-2.01327013971,-12.325626244,0.0920156,0.0118990116136,-0.0970589,0.114573496372,0.144590433626,-81.9396317278,11.7733639273,0.156731972446,-58.4392711982,0.143505
-37.5590564711,5.59122661407,0.995705,-52.56289374,0.376183603776,22.5092,21,-36.0240790403,0.000842081,27.5629,0.0720912022618,0.662679832195,-3.85860116975,-6.81941032091,0.0721311,0.0126966800306,-0.0762569,0.122698641523,0.140775152751,-44.7260005376,12.087650569,0.0328428888452,-68.8575050676,0.139469
-27.1255430553,23.82841003,0.997797,-92.030889196,0.344745247856,22.6311,22,-39.8988096157,0.000896247,28.0831,0.0539448663597,0.453748273636,-7.13126466152,-28.9560576016,0.0539631,0.0133999647793,-0.0458361,0.0461466408667,0.134680097253,-54.2263488819,4.62730428778,0.246872110546,-49.8181665257,0.133548
-36.3828861077,4.40048607173,0.994953,-48.2663512723,0.349181172073,22.5802,23,-39.1650175628,0.000940523,28.6572,0.0388797746393,0.433122284233,-6.50321740958,-30.9146571019,0.0389083,0.0138793844022,-0.0361336,0.0356196425083,0.135188576469,-42.2766094137,3.54090126469,0.268488995908,-47.3780814575,0.13377
-40.5777061105,1.16869942309,0.994815,-43.7396840778,0.367100744805,22.7905,24,-37.4746554428,0.00108547,29.2029,0.0211135055343,0.459233325175,-5.3743397915,-28.2369261679,0.0212372,0.0150214312335,-0.0181301,0.0622177525403,0.134930792204,-41.837681235,6.20406311685,0.208689487558,-53.1831934185,0.133426
-33.1096596809,5.18381360399,0.994646,-47.664627883,0.335352459705,22.9848,25,-40.8550406026,0.00110052,29.7517,0.00981306046406,0.441474611631,-6.53735229813,-30.2749923833,0.00980978,0.0153670768978,-0.0188831,0.0503629199811,0.143281328613,-40.1431484696,4.99929673235,0.236368944654,-50.6526547126,0.141803
-37.909093596,4.59247631911,0.994612,-49.8485218065,0.356263534775,23.072,26,-38.6222317003,0.0011414,30.2081,0.0096918892479,0.545668939179,-6.43980315153,-19.7965405694,0.00975755,0.0154326825484,-0.00404754,0.0558980163585,0.164056075375,-42.1022958287,5.58257744117,0.243845653283,-49.9124678468,0.162664
-30.5939911793,6.37912281661,0.991785,-47.2760892156,0.318938407545,23.2625,27,-42.3240897993,0.00132003,30.7344,-0.00578307988741,0.387502505024,-8.40335070731,-35.2466830274,-0.00573141,0.0163181217911,0.00659996,0.0367674652413,0.168588671214,-41.3396120878,3.67735216205,0.221603968713,-52.1425350919,0.166848
-41.7034533968,1.26817166279,0.992268,-45.2342008603,0.298862602221,23.4092,28,-44.3591824046,0.00131613,31.273,-0.0246973289476,0.404200666273,-10.5581586456,-33.8044618019,-0.0247295,0.0163321415237,0.040013,0.0460062805545,0.178102125583,-43.4179721837,4.5946011206,0.175369319165,-56.647572308,0.176484
-34.3141703478,3.10792500292,0.991516,-42.2920006892,0.299374110399,23.5934,29,-44.2992583468,0.00133293,31.6693,-0.049464487647,0.406048057556,-9.53041961643,-33.6530663573,-0.0493817,0.0165374469191,0.0612878,0.0504133709081,0.205396694089,-39.4865811017,4.99453986885,0.212041692567,-53.0733903515,0.203866
-38.8905666036,3.50653321205,0.994798,-47.3750239185,0.284061119813,23.7087,30,-45.8856531827,0.0013986,32.0788,-0.0692521519767,0.482820136772,-10.1662657048,-26.009577673,-0.0692245,0.0170735690586,0.0755807,0.0650130964545,0.231922063464,-43.8609446553,6.48817011886,0.177456863726,-56.4351608907,0.230404
-40.1590871766,3.57994870776,0.993368,-50.1498298522,0.25876764826,23.7489,31,-48.1849322551,0.00152066,32.5563,-0.0873958722873,0.358888169174,-10.9316791303,-38.1810679922,-0.0874071,0.0174435015757,0.0859737,0.0548519613125,0.256504269773,-44.5734110011,5.51626936045,0.104024212085,-63.6877123053,0.254782
-37.5496131729,1.27814061248,0.993647,-40.6157912933,0.25636614566,23.7867,32,-48.6753816401,0.00154381,33.048,-0.0989222503296,0.467239240542,-11.428000162,-27.7523130594,-0.0988842,0.0179661616324,0.0916628,0.0688184929985,0.275791400374,-39.7509907684,6.84954193217,0.143620612793,-59.9773329461,0.274445
-31.9528074269,10.1939046814,0.97326,-59.2562408873,0.425125769498,23.7668,33,-30.6782444969,0.00163027,33.4729,-0.104584463666,0.663380585911,-5.88271289248,-7.21471280574,-0.104533,0.0186262680048,0.095818,0.0758472669193,0.287496567671,-46.5196287054,7.46065100279,0.256220765446,-47.3922125076,0.285958
-22.0991071193,10.6617055184,0.967164,-48.3703373483,0.479112249297,23.9057,34,-24.92987636,0.00187653,33.9565,-0.113071364092,0.697518425396,-7.01731913278,-2.84767438616,-0.113022,0.0196737574756,0.107816,0.0786684258099,0.302022372283,-37.3194403855,7.88769631121,0.272379741197,-45.5989819924,0.300351
-28.3061268068,16.2952023583,0.989914,-68.1907042126,0.38863112051,23.7986,35,-35.0994654568,0.0020005,34.3652,-0.120945647423,0.520162146385,-4.31830181781,-21.8145444138,-0.120875,0.0200346745492,0.114565,0.0602577720543,0.316817711805,-43.1000423595,6.03636661806,0.234116287331,-50.2688915739,0.315077
-26.1300060904,10.5013910147,0.993132,-53.1360235007,0.343236893757,23.7135,36,-39.3498440026,0.00205691,34.8027,-0.124613760515,0.508596872744,-5.49677678865,-22.7054467821,-0.124601,0.0206613479939,0.114686,0.0741560511132,0.323266602912,-39.1115003618,7.44572937482,0.17305486726,-56.3989551113,0.321761
-38.0758854913,5.47450679343,0.992878,-50.829323556,0.306887002675,23.7858,37,-43.1046348544,0.00208719,35.2395,-0.125857916021,0.55145451363,-7.61764710227,-18.8085566926,-0.1258,0.0205115423869,0.110845,0.0885284545291,0.333093775028,-44.5804989435,8.81914281058,0.153563013954,-58.4002760186,0.331584
-31.424067685,4.20883146909,0.987406,-41.9873666374,0.351252107281,23.8381,38,-38.4041603891,0.00237019,35.6885,-0.123101810425,0.510006915254,-5.73357331051,-22.5184885938,-0.123045,0.0214115222194,0.106739,0.0512878840028,0.341261371784,-37.018621237,5.13302258326,0.258467781086,-47.8307553082,0.339503
-33.8737040529,4.29394513191,0.985741,-45.1030986611,0.358266240299,23.7903,39,-37.5102645839,0.00266055,36.0515,-0.117796418125,0.480399585172,-5.63562410386,-25.2296375839,-0.117662,0.0227134096871,0.0993319,0.0552455276689,0.350169377399,-37.8596174086,5.56294205036,0.260835200338,-47.5175536216,0.348347
-29.9418532785,4.76222717859,0.992773,-40.7369037524,0.321275686641,23.7898,40,-41.7372717665,0.00264097,36.4518,-0.113750856489,0.448399767848,-6.70972862515,-29.0640127455,-0.113692,0.0220399409795,0.0904656,0.0531959237937,0.358855915007,-34.6393419084,5.33160993073,0.223559093859,-51.7350563113,0.356804
-26.5074135155,8.52317346923,0.98914,-49.5833891021,0.318339760849,23.8037,41,-41.6509526924,0.00309176,36.8515,-0.105745350691,0.473183489521,-6.56014603173,-26.0096492532,-0.105556,0.0235465225477,0.0754406,0.0684059529803,0.385544535266,-36.4058298157,6.8062589528,0.188767595414,-54.8978415302,0.383733
-40.420068569,2.7189601812,0.983313,-48.0279136719,0.310813698457,23.8507,42,-41.9300182073,0.00372203,37.2283,-0.0980225689127,0.420223872825,-6.40077647026,-31.2810391497,-0.0978165,0.0250454404898,0.0684182,0.0523378819332,0.414947838961,-44.3925531288,5.17042199112,0.199802905273,-53.2988620684,0.41262
-31.2592398275,7.26535350892,0.987747,-50.4478582685,0.265506964385,23.971,43,-46.6151138777,0.00387257,37.5811,-0.0885979267878,0.35786740361,-9.59833964353,-37.435036131,-0.088356,0.0245724460217,0.0671973,0.0561175854828,0.447224913449,-43.4345742288,5.51136588099,0.108432306255,-62.5173698343,0.444855
-46.3702832787,3.67451734495,0.98272,-56.4804430501,0.286679019067,23.9848,44,-43.8112574725,0.00446559,37.8959,-0.0866836610068,0.466358304853,-7.83659829,-25.1447730739,-0.0864583,0.0262735173742,0.05915,0.0533175743243,0.472272489709,-52.2768105334,5.45399810735,0.186772450305,-53.8220230819,0.469478
-45.5796573709,7.53876678401,0.985089,-66.6223925963,0.157652567503,24.0809,45,-57.1676885003,0.00475773,38.1966,-0.0732852473408,0.381762079159,-13.7217759192,-34.8260757269,-0.0730792,0.0258278575519,0.0370926,0.0618173969053,0.507671629691,-57.0203441487,6.3140837874,0.0660868431996,-66.3261542047,0.504539
-49.2054148662,2.23695146356,0.993778,-55.4498909432,0.206158483807,24.1227,46,-53.2245297216,0.00564988,38.4837,-0.0566927802511,0.348275192694,-11.1600418638,-39.0332360071,-0.0565923,0.0275501716921,0.0264338,0.0432163043708,0.52399700826,-51.9744538296,4.29408472948,0.124967734783,-61.4780365396,0.519797
-49.297877278,5.30268300427,0.99562,-63.4478713847,0.196057433767,24.3328,47,-54.4900070767,0.00564026,38.8083,-0.038486489096,0.326031718367,-12.3442672995,-41.496911887,-0.0383011,0.0275347191467,0.00511318,0.0503212239152,0.530967012952,-54.6463785618,5.00047602099,0.101541065868,-63.6707991548,0.526312
-48.4671606339,3.19747850025,0.994074,-56.9920603876,0.216127542781,24.3789,48,-52.3632353208,0.00561736,39.1568,-0.0250504619883,0.289652967355,-10.9903455912,-44.8819346367,-0.0249422,0.0271877040155,-0.00283963,0.0490101792069,0.540886611573,-51.6715409473,4.8931814662,0.122837900405,-61.8550217582,0.536464
-51.8464227895,2.85471968124,0.993918,-58.3803792917,0.19726155251,24.4206,49,-54.2332494096,0.0057779,39.5481,-0.0151438446226,0.344923154258,-12.1965915039,-39.5080988783,-0.0150124,0.0275345476768,-0.00614042,0.0458139434369,0.54653142975,-55.1905789882,4.53146072372,0.083561118101,-65.495936181,0.541995
-45.5711238448,4.84861375848,0.995665,-57.7449743747,0.226197903955,24.4992,50,-51.4165918122,0.00562442,39.8955,-0.00889581810685,0.378458832947,-10.448096881,-36.1568682894,-0.00889057,0.0269711151003,-0.0164128,0.0478247890207,0.554673487784,-51.0111228654,4.75708291372,0.133291434122,-60.5889509556,0.550426
-35.6857534135,6.48646051367,0.992472,-53.0674265632,0.284140316145,24.5011,51,-45.0478385201,0.00569273,40.214,-0.0016291521553,0.561294009219,-7.71262356249,-17.2454521395,-0.00146186,0.0275724437722,-0.0234552,0.116261929427,0.573068879263,-44.7898481302,11.8125915975,0.0825631080108,-65.5650485755,0.568869
-33.7968409938,7.31824292771,0.987765,-53.2250473609,0.291333989011,24.5248,52,-43.9902166962,0.00564849,40.5703,0.000956363320423,0.458988869358,-8.0192361452,-27.2050769262,0.0012471,0.0283021349642,-0.0131017,0.0925022553742,0.580972979736,-44.1501895254,9.3342860849,0.123817660159,-60.0861756532,0.576989
-50.9685292698,4.99316169098,0.993662,-64.7004646717,0.235128796212,24.4931,53,-50.1369775339,0.00556853,40.87,-0.00611431431117,0.513647670997,-9.76932721569,-21.8516291491,-0.00603138,0.0276305498436,-0.0156802,0.0789705230058,0.586849240174,-57.0795213803,8.0958618241,0.129038787612,-61.0093312347,0.58288
-38.8020917982,3.87110728671,0.985705,-48.5693964759,0.515426675227,24.4226,54,-21.4787814185,0.0054518,41.1953,-0.0179022736811,0.751494670337,1.58768807521,2.24305611827,-0.017842,0.0262336051833,0.00521214,0.111677423504,0.596641637228,-44.0930727961,11.4145077947,0.244008568524,-48.7042354964,0.592613
-29.1581565437,5.63601323227,0.991176,-41.008596968,0.303871151366,24.4012,55,-42.9781038855,0.00594203,41.5814,-0.0203443746269,0.52896797155,-6.6601927134,-20.6530221558,-0.020244,0.0282378220254,-0.00457919,0.0894924673132,0.609812594712,-35.324361505,8.88744330477,0.15948864011,-57.3801609689,0.605446
-15.2177082984,11.9695822783,0.98986,-41.7684169378,0.378881695962,24.4148,56,-35.3099619923,0.00597107,42.0325,-0.00572978521228,0.682010826956,-3.12591251005,-1.99072369062,-0.00542644,0.0283225235135,-0.0237229,0.110231544901,0.619978165274,-29.1465044018,11.3883369833,0.128091836145,-60.3406343901,0.615745
-19.4733585246,13.359728621,0.955003,-56.8016316801,0.506448642714,24.5306,57,-18.7594317091,0.00654234,42.2841,-0.00223905229948,0.8572021451,-0.283254900917,17.4926702861,-0.00215248,0.0289644484823,-0.0191079,0.160674268786,0.624083165733,-36.6455389512,16.0142276115,0.158745935745,-52.7401924612,0.619496
-11.6430871038,10.5867597623,0.878647,-36.4332924126,0.426898884493,24.5598,58,-21.8366966865,0.00699538,42.462,-0.00131857645229,0.685758445775,0.840684497651,2.98908871306,-0.001122,0.0305792922337,-0.0269816,0.111912793573,0.617363623069,-25.4646702929,10.6204111004,0.187928090374,-43.3968219294,0.612327
-9.88789056727,7.3276837356,0.922518,-27.8935220272,0.456278889188,24.6965,59,-22.1828717061,0.00625236,42.7453,0.00460066134568,0.666419621967,1.80643686761,-2.10251199937,0.00485292,0.02993109361,-0.0287185,0.100096307994,0.606481783236,-21.5860086507,9.48469249787,0.210513857461,-44.4776875857,0.602242
-10.4228896015,4.50146116075,0.900168,-21.7572087683,0.541227690876,24.8285,60,-11.8687493913,0.00687995,43.0977,0.0143201322903,1.00725723432,0.597833349213,31.4156798154,0.0144811,0.0310929088454,-0.0419788,0.236313856396,0.593185412693,-16.2816301097,21.1589773528,0.0278708448449,-62.4565002906,0.587999
-10.9557037237,18.6326189806,0.974947,-61.0026894837,0.356909424299,24.8879,61,-36.4842489718,0.00619781,43.4197,0.024806677394,0.793835944037,-3.22984684292,8.48035709022,0.0249923,0.0302861376771,-0.0463844,0.158729995123,0.584994840996,-40.6673247641,16.3903040788,0.121388931292,-60.7531707064,0.580578
-15.2430584783,16.8879529272,0.991167,-61.0446398352,0.216152167813,25.0232,62,-52.1746253611,0.00637765,43.764,0.0415420883223,0.56561821126,-11.6404774999,-16.3265636791,0.0417277,0.0304672472638,-0.0700764,0.128985958101,0.577618746907,-42.9336685107,13.1696705415,0.0568557257597,-68.1200418917,0.572759
-50.7777291538,4.43869231347,0.996105,-62.7642249898,0.188554489248,25.1223,63,-55.4150215769,0.00706364,44.0038,0.0522714912481,0.526229936682,-13.6543532792,-21.0580389873,0.0523525,0.0314287929542,-0.0800847,0.109637933575,0.565818574742,-56.0116413926,11.1912182556,0.0372756331343,-70.5155482726,0.560127
-38.5138515067,9.57727330195,0.993141,-63.6554277784,0.204497417465,25.2672,64,-53.5181631904,0.00657711,44.2335,0.0669405691354,0.525749860265,-12.7486751516,-20.8749938537,0.0670735,0.0310207190261,-0.100192,0.121065633425,0.553419239993,-54.3136914323,12.3211351264,0.0520837918588,-68.8335938952,0.548132
-39.5615207484,6.96962237112,0.988269,-56.5427007835,0.322843531049,25.3733,65,-40.8865352435,0.00680419,44.5158,0.0836282745134,0.610665297363,-5.72641671055,-11.735823951,0.0837224,0.0308202069301,-0.117538,0.116289426192,0.537599751152,-51.4148981079,11.7256200266,0.0924009979615,-64.2936940228,0.531866
-4.01117426465,15.2613421561,0.984474,-42.6968751048,0.245191967448,25.4887,66,-48.2534255912,0.00676505,44.7305,0.105324876019,0.723885051554,-9.55235525375,1.35987078563,0.105584,0.0313081546042,-0.141734,0.144807553364,0.518858886688,-29.1333130523,14.8882275781,0.00350889172808,-72.8759915644,0.512504
26.7708559178,26.7490172453,0.985363,-45.9827128285,0.689937903443,25.6652,67,-2.22987946214,0.0067908,45.0212,0.115395487669,1.06863411162,1.5124593601,35.8562849632,0.115598,0.0326086360131,-0.14655,0.250404421889,0.506149291607,-15.1321444088,25.0531639052,0.0788023108866,-63.8660590609,0.499847
28.0853248223,28.7111051286,0.940508,-45.3534049113,0.27677329383,25.7824,68,-41.5238753227,0.00672877,45.237,0.130795619604,0.958080598338,-11.1169599486,24.5936696476,0.130774,0.0322096021326,-0.168807,0.26617981109,0.493708413032,-12.5756790073,25.3152405048,-0.0245265571386,-70.6111471746,0.487242
-4.88167465404,12.770838109,0.916981,-34.6096708487,0.372031064531,25.8442,69,-30.2308036065,0.00623363,45.4305,0.159488562513,0.907197215895,-3.77062732542,19.7422640096,0.159569,0.0327922178582,-0.19784,0.181123526209,0.486816081047,-18.709475294,17.4031544737,0.140642870977,-53.3322278371,0.48083
-14.8134430238,15.2377244479,0.891362,-52.2406105222,0.263156920499,25.9046,70,-39.3324577986,0.00708074,45.7067,0.169762768057,0.571671584335,-7.92383419117,-9.00366908067,0.169931,0.0341250706501,-0.201741,0.101511330943,0.479385995205,-37.8257975303,9.91482672861,0.0723049773707,-57.6768264655,0.472342
-38.8389912107,5.26828121162,0.896944,-53.3601550943,0.290333013805,25.9364,71,-37.2696671439,0.00774874,45.9555,0.187084377693,0.499555132478,-6.5862071463,-17.7224572572,0.187177,0.0352294847455,-0.21537,0.0918970008576,0.485541110116,-46.2175661251,8.882571444,0.109469085698,-55.1686848809,0.477911
-17.7053845352,17.1341036683,0.924679,-62.7399862686,0.328539680369,25.9373,72,-35.3946226916,0.00727191,46.1925,0.194368653601,0.506367273675,-6.00112643741,-18.3705833462,0.194443,0.0339220545857,-0.215498,0.0892400605567,0.488076990553,-45.4894918209,8.99970836194,0.116865936842,-57.6728381605,0.48074
-39.0713937846,3.84473514757,0.943233,-49.061687821,0.388751330647,25.9504,73,-30.2312659215,0.00688556,46.4069,0.193827092583,0.66790969777,-5.11827100343,-3.99227488496,0.193962,0.0331698115397,-0.205627,0.129167157318,0.490729090516,-44.3391112261,12.0481849747,0.165963769052,-52.5781374608,0.48471
-18.0415071303,13.177753579,0.96922,-51.5842361609,0.49115353968,25.9505,74,-21.6835849858,0.00730822,46.7174,0.186027260111,0.645980698997,-1.79886369228,-6.76301092527,0.186168,0.0338620628098,-0.199267,0.0939637262471,0.489578538124,-29.0941494306,9.31758834046,0.231905031638,-47.1909918636,0.482454
-13.7791793773,8.13811034401,0.960126,-33.6758854712,0.448468134162,25.9636,75,-24.2372938147,0.00696086,46.9574,0.185080409153,0.611521331712,-2.98273410913,-8.23723395927,0.185015,0.0335002942503,-0.199469,0.0843524706697,0.489591402717,-21.0660574352,7.94660850662,0.142001848329,-50.7598675471,0.483383
-21.3753625801,11.2651272398,0.964589,-50.4639393363,0.354296242442,26.0221,76,-35.59298242,0.00649688,47.2689,0.176645751203,0.681059360144,-4.85858520393,-4.94026615561,0.177015,0.0331233469534,-0.186004,0.114936254976,0.48298770177,-31.4730223682,10.8570880285,0.147519760253,-55.0579710898,0.476769
-21.4262553213,19.2503186857,0.958644,-70.4017103552,-0.0902860262848,26.0146,77,-78.9571740412,0.00587714,47.5161,0.162003948003,0.171950670309,-30.1158359921,-53.6728430301,0.162094,0.0316997906231,-0.166057,0.0798756279332,0.476999058954,-44.8944850095,7.70256535798,-0.215808960779,-91.2972912887,0.471521
-47.8247181136,8.78540161419,0.967461,-71.7956103752,-0.0743894544541,26.0568,78,-77.525208328,0.00619214,47.7226,0.154714837836,0.409311436545,-26.2800064786,-28.5895492693,0.154704,0.0326950719505,-0.168326,0.197591556595,0.475062011451,-58.8741695396,19.5687439244,-0.481306197272,-117.404332015,0.468912
6.50446702629,26.7533000412,0.96339,-66.006963938,0.262923166278,26.1383,79,-44.2993740706,0.00599424,48.0355,0.147256590218,0.996969105042,-9.63204978333,28.8135778221,0.147313,0.0335668792232,-0.162092,0.244674116523,0.466622309968,-36.8290930322,24.0348294446,-0.149890423513,-85.5499481848,0.461155
28.1686056018,31.9337783938,0.965298,-54.2618030045,0.633260506285,26.2131,80,-7.09881092734,0.00656453,48.3069,0.146510472682,1.17126055659,7.45398241842,45.0319689984,0.146624,0.0341934873761,-0.167188,0.320587063305,0.458488439852,-26.0314479955,30.8011510432,0.133366233746,-53.7169921236,0.451766
8.62118845863,16.5767150314,0.993853,-31.372690044,0.522916159204,26.2685,81,-20.7446261067,0.00648904,48.5343,0.152700120777,1.06801793251,3.31630552391,34.8270429903,0.152783,0.0342880625746,-0.171552,0.273887286793,0.450389690937,-14.6550255067,27.8132188887,0.0597611676251,-67.5810673008,0.444086
-10.142719555,4.66613595363,0.993567,-22.2915046875,0.470589448341,26.2908,82,-26.3305796856,0.00618993,48.7729,0.150660516105,0.718697831197,1.57054365761,-1.31340715241,0.150766,0.0336893359793,-0.16526,0.126411252306,0.445693529685,-15.1556610443,12.7489410186,0.0145965553899,-72.9435677277,0.43979
-16.3973925931,7.9468538625,0.993629,-36.7162526421,0.353871101744,26.3983,83,-38.0143554669,0.00651486,49.0795,0.152743486897,0.797987729138,-4.37848529865,6.30359604855,0.152891,0.0343940415437,-0.172758,0.196810848612,0.445292800373,-25.549523765,19.7386170702,-0.341439608554,-107.653545479,0.438848
-28.0328906169,2.94996157141,0.992539,-35.7521535466,0.325006854465,26.5284,84,-40.9261263755,0.00645053,49.3785,0.154438967206,0.715281776022,-6.21813244506,-2.00447693372,0.154541,0.0343592267556,-0.175286,0.175488860228,0.44905680713,-30.8164397099,17.5203810643,-0.0425165158374,-78.1030624261,0.443294
-18.9576136203,16.9582253715,0.992791,-62.8876707175,0.355024148737,26.6283,85,-37.9545785058,0.00617797,49.5989,0.15778825677,0.603920874468,-4.22318064719,-13.1570554002,0.157986,0.0335115277772,-0.180411,0.1364172024,0.456922416738,-36.5940100755,13.5790332526,-0.0357867889722,-76.2149579029,0.451612
-19.18565949,11.0913295635,0.99323,-49.468116623,0.332946384777,26.6849,86,-40.2562844319,0.00654395,49.7809,0.160805764962,0.564572574622,-6.07136742113,-17.2397611891,0.161064,0.034487210617,-0.18177,0.110139431943,0.467013282914,-37.1997963842,11.0733304302,-0.0469135645336,-78.5283091094,0.461319
-34.9321527107,29.2002677268,0.992317,-105.779094346,0.276774072044,26.7464,87,-45.9647867711,0.00612515,50.0749,0.167348924626,0.477306254419,-8.31604101219,-25.9582954601,0.167557,0.033213097219,-0.189139,0.0978505732312,0.481392489305,-63.8708567887,9.79301703702,-0.0485595071165,-78.577627294,0.476214
-37.427106615,9.97602847807,0.99405,-63.2734664302,0.304583313107,26.7716,88,-43.147935194,0.0068811,50.3048,0.166807486981,0.464383081247,-6.72332183556,-27.2053544445,0.166978,0.0341715910164,-0.185223,0.0945713530218,0.492182400769,-50.8244976787,9.54296758902,0.00726652911167,-73.1076141368,0.485879
-45.7910584632,9.85542059846,0.992433,-71.4880944483,0.305559886646,26.8613,89,-42.9378381623,0.00683159,50.5195,0.168301554972,0.598022385255,-7.18229804937,-13.652683291,0.168466,0.0349432973882,-0.185516,0.0935807411621,0.504109007444,-55.8967839275,9.41177467448,0.0933110116998,-63.8554851388,0.498481
-35.1627139811,11.8779575118,0.994549,-61.8202704655,0.320544508754,26.8661,90,-41.3798096701,0.00675899,50.7983,0.162544313353,0.482141867063,-5.5540481177,-25.4188601728,0.162551,0.033542694697,-0.177737,0.0479455621586,0.512136888879,-49.6125375113,4.75693207726,0.22510939449,-50.8903729907,0.506216
-28.4318361091,8.71219524519,0.991602,-52.8858819188,0.45377195925,26.8856,91,-27.872725724,0.0075594,51.0651,0.161402416051,0.848921493961,-3.92523257355,12.0059460231,0.16155,0.0354408443589,-0.172324,0.132244926156,0.520950534773,-40.9080804867,13.1764886486,0.201333317348,-52.909567002,0.514707
-12.9653296331,13.9133849175,0.993525,-49.8558985389,0.561190855097,26.8776,92,-16.6117371982,0.00758279,51.3535,0.14900935554,0.754348691479,4.54500924286,2.34269861883,0.148977,0.0350657190095,-0.156656,0.080087813912,0.522744237168,-29.1518987802,8.09012230894,0.40146193674,-32.6349973656,0.516182
33.9375802194,22.7855298984,0.978663,-28.140993531,0.818376045578,26.9217,93,11.8043510262,0.00745371,51.6099,0.143539176523,1.07384114339,9.91118437275,37.0019969571,0.143543,0.0346531509851,-0.157173,0.172516478807,0.532156063426,7.07326544607,17.3116445136,0.340484972959,-36.5290676961,0.526279
