AverageDiscountedReturn,AveragePolicySurr,PolicyRegParamNorm,StdEsReturn,AverageQ,MinReturn,AverageAction,QFunRegParamNorm,MinEsReturn,AverageQLoss,MaxReturn,StdReturn,AverageReturn,Iteration,AverageEsReturn,AverageAbsQ,MaxEsReturn,AverageAbsY,AverageAbsQYDiff,Epoch,AverageY
211.033221276,-364.189,102.396,113.290562747,357.542,579.202365478,0.676682,208.438,5.45711806905,417.975,1522.52277065,262.339130183,1016.91365916,751,96.0621517994,357.889,396.354160647,357.689100345,6.87482725781,751,357.563261446
188.706073043,-364.515,102.41,226.375492164,357.743,239.023477885,0.753894,208.593,7.03807712177,424.001,2985.25814901,629.418259751,936.391298276,752,138.194571435,358.12,749.370677471,357.872292723,6.91941486314,752,357.740601534
200.849737015,-364.234,102.424,349.413368841,357.519,359.644125683,0.672224,208.732,5.40330664449,431.412,1735.11136337,366.405459525,824.93806477,753,226.44604676,357.876,1054.36867073,357.671423464,6.83727099715,753,357.537255774
206.44883139,-364.278,102.496,140.421467976,357.651,470.37209748,0.688442,208.791,4.77659240441,438.005,1548.48401024,251.899710029,863.828782798,754,114.878974911,357.987,499.333855609,357.799981044,6.82645047893,754,357.666337354
199.524031937,-364.305,102.513,68.9911891286,357.925,225.959224637,0.658674,208.971,4.5730080074,423.803,1955.78352989,412.482562201,807.563067879,755,64.9409710071,358.246,331.507775721,358.074223325,6.86110637166,755,357.940939077
200.162433319,-364.555,102.589,83.4881167039,357.811,226.238210671,0.727733,209.19,4.32309122561,459.468,2638.7560068,500.115859818,767.638718996,756,75.7071359926,358.133,293.560532004,357.962322582,7.04337340206,756,357.821577914
175.909193505,-363.818,102.603,74.3732289005,357.046,335.071934863,0.720967,209.289,4.21019073655,468.328,668.05317142,71.142041202,434.699443511,757,69.0444021067,357.388,311.93957182,357.18216635,7.04041001922,757,357.049662327
183.244118952,-363.834,102.664,62.8112878739,356.989,354.480163845,0.611765,209.432,4.86383255684,427.517,909.292482311,105.732770794,462.249281663,758,54.961955552,357.333,291.675602829,357.155227447,7.07534685318,758,357.014484877
180.969695759,-363.528,102.753,251.878350924,356.978,309.34618355,0.673258,209.586,5.79516641146,420.072,1853.66291088,331.408335012,574.752887384,759,143.070731347,357.307,1027.64062298,357.107503536,6.84933795476,759,356.981134473
195.702116145,-363.786,102.762,146.60716238,357.173,369.768287249,0.634278,209.75,3.90553229515,442.799,1531.57334774,187.236961723,556.533323238,760,96.5067793255,357.497,589.437006806,357.305924279,6.80238926526,760,357.183401638
176.63409328,-363.318,102.817,204.985730079,356.681,352.342409042,0.624963,209.928,4.96918930101,425.179,827.290433628,80.4262191708,429.429238873,761,160.994949584,356.996,658.358972595,356.811974078,6.8747112246,761,356.70158657
182.129634606,-363.108,102.815,88.8517812283,356.562,287.443478683,0.672387,210.014,5.04994865312,412.306,597.714447519,65.9318662329,457.707809393,762,63.7852326724,356.909,364.821135444,356.685825926,6.81756147466,762,356.561557021
208.537156915,-361.889,102.845,102.036864766,355.39,334.069547075,0.769581,210.086,5.28876912861,440.828,1622.85601533,293.286813124,722.485187592,763,87.1510962689,355.744,401.68712262,355.530878527,6.98745333928,763,355.402424416
190.334943747,-362.412,102.915,96.6417251514,355.498,362.254623455,0.724185,210.256,3.65869276747,427.063,897.274344515,130.06429211,525.313082706,764,74.0464862302,355.83,458.270534634,355.630627058,6.93157828667,764,355.513920247
188.39600612,-362.418,102.942,154.518044379,355.95,320.42465099,0.666073,210.407,6.00676977335,451.213,1518.39529973,184.177915821,522.967702997,765,91.0405852571,356.323,649.05446788,356.106874905,6.9472148363,765,355.964555573
208.617930566,-361.891,103.003,183.000995471,355.49,531.223039932,0.703236,210.548,8.17948954478,417.592,884.823523449,79.346999798,655.75677983,766,129.221865307,355.853,750.831131253,355.637296198,6.95043379281,766,355.495035791
177.298403205,-361.637,103.103,163.969320065,355.255,382.945526579,0.654942,210.688,9.17858241183,379.262,560.614972736,37.3493969422,453.041378129,767,155.606645994,355.629,596.414036962,355.413635792,6.68126503257,767,355.255227924
183.668318969,-361.233,103.146,214.922026398,354.895,368.750588398,0.684462,210.788,4.14133490591,421.502,1332.89247148,230.340798657,527.060929703,768,134.080356538,355.268,724.280861667,355.104064109,6.84234839361,768,354.92453361
182.019175348,-360.957,103.214,159.096904453,354.483,450.465526372,0.732137,210.913,9.14980473009,445.811,1910.82841981,406.394811187,769.448975587,769,184.752078493,354.848,562.100818902,354.650595259,6.92395834868,769,354.487185742
215.674684841,-360.97,103.248,193.371235169,354.478,611.111610651,0.736189,211.054,5.57414545314,414.439,1379.58678827,232.276245741,942.133961045,770,108.733567031,354.867,844.541957928,354.642059641,6.74097014262,770,354.467513527
236.827712707,-360.282,103.332,152.99096628,354.101,531.85199726,0.814978,211.174,5.22176773372,428.257,1897.5853359,319.981338793,974.788194723,771,93.8241898166,354.538,588.055009594,354.308628651,6.72638969962,771,354.124311846
206.369147439,-360.327,103.349,224.87708558,353.877,541.303563511,0.777985,211.258,7.48416862712,401.058,2631.67603928,536.991685783,1398.93672439,772,246.269581985,354.288,575.948571531,354.071299098,6.74493864561,772,353.879081112
198.468568645,-360.005,103.413,126.821065954,353.434,221.492368555,0.751584,211.378,5.63673717107,430.085,1334.68217468,227.949148552,634.900413812,773,84.122934769,353.828,545.30684367,353.647172154,6.91376866511,773,353.448168032
225.489561747,-359.867,103.455,153.677150605,353.183,501.617996896,0.831378,211.504,6.11887127863,460.803,1381.03855239,188.865511915,769.85491234,774,91.0942679201,353.617,691.220153724,353.366890053,6.97506741739,774,353.185178134
238.618310041,-359.785,103.483,244.323751107,353.142,519.712890939,0.823968,211.621,7.06209338125,413.382,1709.42212619,272.934922229,921.234344786,775,157.076502707,353.588,943.523507541,353.380634435,6.71111098863,775,353.150049245
225.967594238,-360.081,103.516,169.557094899,353.385,594.658856999,0.755791,211.745,7.49792043679,431.489,1757.30137431,247.025894526,989.248120033,776,113.940112166,353.827,659.294185352,353.656797403,6.9201641819,776,353.408946231
221.058444295,-359.952,103.571,333.507519808,353.248,623.941015997,0.838754,211.878,7.76253691182,427.714,2997.68561108,820.175459517,1505.03337784,777,186.078314794,353.688,1149.74739642,353.457867156,6.79393171954,777,353.246572139
194.645614507,-359.146,103.626,202.149779307,352.448,441.548245892,0.799791,212.071,7.76073796735,408.864,2790.85136824,475.446487292,766.830944495,778,168.352758824,352.888,604.686473728,352.685490506,6.79309695028,778,352.459506997
214.053798196,-359.459,103.671,177.021165715,352.619,700.417321301,0.777071,212.181,14.3275734756,451.905,2831.1093445,571.964484676,1477.21550047,779,132.566369815,353.176,624.739082148,352.973180329,7.02227288475,779,352.648253106
215.718935989,-360.085,103.73,133.258363556,353.314,466.697170372,0.779827,212.345,10.0974091373,441.803,2245.52635808,437.866758894,1119.62016396,780,134.088387125,353.796,464.422348212,353.569591049,6.83840477324,780,353.30316842
216.185313217,-359.175,103.783,103.317660558,352.521,425.310111822,0.756171,212.454,9.55597575725,410.543,1294.60574143,293.109355921,933.015529371,781,105.157139656,353.054,371.313514882,352.8444007,6.84386747596,781,352.535065918
217.272403435,-358.924,103.848,155.956890304,352.18,510.350327725,0.777342,212.604,7.80128846084,472.099,939.656661038,61.6289071754,664.192839169,782,106.113359824,352.653,726.023177547,352.474107774,7.08890719223,782,352.192086805
224.94848886,-358.921,103.908,187.845809523,352.27,605.952770102,0.726679,212.733,6.18277864996,475.846,1538.51115876,269.011505789,947.491852754,783,140.651720807,352.767,762.157279985,352.562612734,7.16593237454,783,352.279355601
223.168867278,-359.06,103.953,358.678634291,352.339,717.391012413,0.751049,212.861,7.01644154277,409.481,1644.08881382,224.732565211,1080.39766179,784,238.799082694,352.831,1204.3755126,352.646257506,6.78892508189,784,352.352893031
214.499950011,-359.102,103.953,173.32168325,352.559,494.272178931,0.833976,213.005,4.79326152037,463.261,2711.6429847,759.402451177,1607.74954527,785,124.036284976,353.003,606.249498508,352.824020859,7.14516912454,785,352.566564432
235.735446113,-358.555,104.047,92.4454449511,351.967,458.166105479,0.774613,213.104,4.96616131219,436.159,1811.47441316,282.873628638,1038.62137457,786,65.8435174094,352.546,405.346397056,352.363417033,6.82844534164,786,351.982540476
214.508552854,-358.581,104.118,100.33424076,352.054,274.954969922,0.758989,213.233,5.14278370891,390.832,1019.03633051,140.273209367,686.432266483,787,66.4969827965,352.637,514.741115528,352.414452136,6.64499722685,787,352.053827305
215.606078448,-358.083,104.179,190.674785787,351.562,661.792672307,0.754489,213.318,4.67974382082,439.368,2355.27448552,419.313206681,1381.15095227,788,84.882353068,352.077,969.728937447,351.890560499,7.05558506545,788,351.591251156
205.057415914,-358.409,104.211,192.92745455,351.843,517.038965683,0.769655,213.434,4.81801792783,433.281,2520.9661565,451.115193056,1161.27602595,789,103.291209804,352.35,809.330865434,352.167772803,6.789110037,789,351.8466887
201.62320944,-357.88,104.28,184.855439368,351.213,539.100434262,0.760174,213.48,4.66590013568,409.976,1851.13046893,286.550372495,1075.06918731,790,101.749632483,351.835,865.178270284,351.638423388,6.75951847186,790,351.223860828
219.140568106,-358.351,104.339,206.683327413,351.602,508.05257516,0.774022,213.592,4.85976074814,423.649,1421.28535274,257.912064169,1003.1633381,791,96.5205611715,352.19,966.060705074,352.002719332,6.95018502488,791,351.61060985
205.409593778,-357.932,104.368,310.830259418,351.136,166.029600362,0.783018,213.738,18.8236821605,420.103,2209.73250756,473.500782208,1492.65174708,792,260.441956666,351.714,890.015631267,351.523217962,6.782909566,792,351.168060325
217.475370213,-358.126,104.397,138.179022488,351.286,643.045419046,0.732325,213.84,4.96294632436,423.504,2353.10581795,358.604741539,1400.57600514,793,89.5597983225,351.85,666.54877217,351.647907888,6.87620195466,793,351.269056674
157.124040529,-358.115,104.477,167.645819181,351.345,83.5332558427,0.72342,213.95,3.72294932857,440.939,2576.06266861,780.579030441,1115.39016097,794,113.096116304,351.884,533.347793415,351.642186733,6.88376828149,794,351.352672615
217.160282069,-358.508,104.497,126.401947813,351.618,752.509265767,0.762194,214.07,4.98087297545,423.422,2946.76072767,697.879763832,1430.17383301,795,82.570338228,352.134,598.00726105,351.947246145,6.8400821228,795,351.635667736
215.674419853,-358.573,104.541,46.2570693836,352.008,1114.55376782,0.729643,214.204,4.54876917508,416.469,3062.5158025,690.118214408,2073.60952484,796,42.787022158,352.585,178.168824009,352.344976264,6.82892311789,796,352.001384872
218.645796472,-358.72,104.613,149.30102528,351.825,300.167114228,0.704622,214.379,5.04177705678,455.147,2112.29797096,479.668060625,1143.31283245,797,131.659629203,352.368,644.582350326,352.143702011,7.1096923503,797,351.840570254
183.89719078,-358.467,104.695,91.5881453635,351.862,645.464497277,0.75408,214.455,6.84754193422,393.274,2637.96761537,631.854703955,1633.46916979,798,64.8497006354,352.372,449.665233596,352.213787671,6.6689374529,798,351.886069022
189.026671383,-358.071,104.745,122.496407814,351.503,161.066247215,0.749276,214.57,7.40940059844,445.538,2398.73139038,675.781245564,1170.6964965,799,104.297501284,352.031,483.409458373,351.813869827,7.05674071392,799,351.513023021
200.637665981,-358.042,104.806,347.701480799,351.494,441.485142202,0.785776,214.636,7.02205753997,425.902,2783.51541569,609.079488955,1560.6522624,800,216.803485033,352.056,1139.76807843,351.853603886,6.84513194302,800,351.493367996
206.868980468,-358.129,104.867,145.161167736,351.497,393.021807867,0.790884,214.756,6.98826058566,482.234,2783.9575416,719.648278249,1186.8359411,801,88.5778919971,351.974,676.807093593,351.796600621,7.08215661514,801,351.510114977
178.528183674,-358.196,104.928,80.9689261797,351.586,46.4786714892,0.767562,214.863,6.10481222845,421.882,2996.24070588,998.828363609,1524.90459133,802,46.0026675018,352.133,423.455684089,351.946962606,6.87315841811,802,351.602551957
149.410965391,-358.343,104.998,158.345371862,351.359,149.970768519,0.690491,214.992,6.17442167887,422.754,1581.38770288,313.231382774,406.548621443,803,127.164616893,351.903,494.592862302,351.673986324,6.86209279166,803,351.343494572
178.346369264,-358.237,105.059,60.7994100229,351.361,185.504308819,0.764512,215.102,6.94410574243,443.845,1484.28976192,335.485305488,677.6985243,804,60.0697403434,351.932,254.177063283,351.749320993,6.95310080643,804,351.398230249
214.756996648,-358.819,105.108,64.9702055948,351.838,500.91330182,0.761585,215.192,6.67770716148,440.929,1899.85293285,342.726080298,1284.12751833,805,52.1610641921,352.397,243.444743417,352.171590272,7.05477095875,805,351.835806548
196.011531719,-359.217,105.154,155.223240215,352.147,249.233999742,0.74205,215.318,5.47697655635,428.306,1656.45324342,311.063457311,788.997266484,806,103.093680294,352.582,540.900163565,352.386415391,6.86645558747,806,352.14813567
216.678045689,-359.111,105.232,34.8370472753,352.156,421.416810225,0.766986,215.448,6.67261753242,436.587,2416.1635645,464.404811034,1052.21088544,807,41.4833680322,352.541,171.132123074,352.374363607,7.05561293101,807,352.180666248
185.564087484,-359.993,105.287,84.5484170509,353.062,240.90324523,0.751835,215.523,5.31889770331,446.307,1800.37075218,378.62238829,602.621257762,808,68.1863312838,353.446,348.171946438,353.261017767,7.10006633485,808,353.074893991
210.936870975,-360.011,105.338,162.747198245,353.038,367.069370629,0.773898,215.657,5.94809895629,423.965,1656.05735159,317.25222074,802.956318982,809,119.911474586,353.393,565.771042077,353.223113842,6.97199669241,809,353.057271044
197.699153113,-360.246,105.387,126.384187171,353.456,190.012592915,0.768193,215.812,6.79765072741,404.608,2626.69775571,696.963421212,1114.32887451,810,65.5986282928,353.76,679.276006303,353.585872412,6.77961920342,810,353.471985583
226.131645635,-360.125,105.443,92.1647856411,353.256,375.163488535,0.780226,215.979,7.02671658548,453.982,1632.86107824,350.160062281,1000.56129622,811,80.7277209232,353.598,437.951248174,353.373974361,7.0630212622,811,353.249648884
232.330347633,-360.822,105.471,88.2620284043,354.054,546.223309645,0.76542,216.122,6.4036289447,428.899,1664.39285833,250.780697151,1236.91093957,812,64.7104536068,354.4,418.047173398,354.192690239,7.03682447218,812,354.064565254
228.018835528,-360.828,105.536,71.6703624761,353.795,435.901928642,0.814952,216.235,5.0430750072,475.147,2651.17283602,608.978892914,1285.15101964,813,57.689697838,354.126,302.122078385,353.912233906,7.15930937651,813,353.803190169
222.267229073,-360.041,105.578,81.2426955862,353.084,742.479095794,0.79987,216.432,4.90441618691,447.006,2294.78691416,444.791386301,1393.47595064,814,60.1555304147,353.436,319.804795039,353.240168799,6.98640880057,814,353.101941169
218.762462502,-361.094,105.615,137.039538751,354.032,426.078202753,0.75487,216.555,5.61943403516,419.001,2960.56763619,554.922133277,1011.59356336,815,73.6080045297,354.361,672.997192834,354.171338778,6.89933176729,815,354.037666643
215.784071568,-360.949,105.665,121.793987659,353.861,291.938889558,0.733418,216.647,6.61962911773,430.545,1828.54880802,300.812138682,743.479168509,816,67.0883823289,354.19,500.345882206,353.999553112,6.89053738677,816,353.868148913
211.177887161,-361.434,105.712,157.628264834,354.508,230.370063826,0.708479,216.746,6.73260243863,450.502,2906.36904396,832.588896679,1195.99687146,817,94.2786925706,354.824,574.329590646,354.652904405,6.99712956921,817,354.520378647
148.996139008,-361.448,105.763,204.42617651,354.336,172.511945379,0.753619,216.851,5.46641632079,466.616,3115.20164364,363.208730263,341.772373472,818,104.891424089,354.676,958.799671532,354.470899514,7.14900312397,818,354.351594022
139.587483879,-361.237,105.839,103.633598859,354.303,225.239800225,0.71002,216.979,6.60867150883,458.141,859.011464624,78.5916419972,273.085010869,819,88.0429845505,354.642,332.395811481,354.434869244,6.98801253022,819,354.313395736
149.821554579,-361.657,105.87,297.55327578,354.6,179.439673421,0.752622,217.102,5.8282677498,432.423,1388.97314677,210.331996618,334.640197544,820,260.764953742,354.924,955.913241025,354.736124372,6.97546566968,820,354.599079761
202.291608485,-361.117,105.932,141.763114218,354.055,272.997708742,0.746395,217.281,5.46548209487,479.23,3181.21992538,664.112158185,906.634583236,821,123.132362983,354.375,549.474691086,354.189014774,7.22062642456,821,354.073409395
110.472291959,-361.829,105.959,155.891952259,354.819,156.060453528,0.6785,217.415,5.12178608299,462.0,550.889208996,40.9738014235,178.562935495,822,88.4957440294,355.155,710.990334877,354.954776603,7.01491902387,822,354.82656171
123.382746665,-361.494,106.016,106.048893852,354.544,183.15023417,0.724576,217.529,5.60015826608,430.926,279.367145177,22.732441603,220.685566295,823,71.8956487884,354.882,484.739139181,354.706125809,6.88911300932,823,354.555835967
151.661536808,-362.155,106.092,249.204940006,354.852,144.374564438,0.719193,217.689,3.26335673475,468.257,2060.28736865,682.288221512,713.369802622,824,216.661516576,355.189,769.66608209,354.99716481,7.13984015087,824,354.874020378
132.519261392,-362.514,106.158,72.4974347821,354.981,136.281301447,0.698026,217.812,6.85603940031,461.537,2984.30531143,703.302818903,444.072867921,825,68.7990068291,355.333,265.800225018,355.133184248,7.06847816684,825,354.981421413
192.550618898,-363.076,106.28,121.218950849,355.797,154.210918904,0.770699,217.867,5.25366112546,418.606,2140.54140591,604.638403294,1018.94154653,826,80.6923844902,356.149,523.724268124,355.937967507,6.9015670544,826,355.816462242
200.174302841,-363.097,106.342,64.7976937596,355.875,450.811768935,0.747615,218.004,6.70587273318,432.189,2364.24471087,543.335257639,1441.38935732,827,70.7826381224,356.205,219.873083015,356.027584444,6.88001467724,827,355.897133258
215.311268819,-362.939,106.358,78.5467269676,355.71,437.953671965,0.768013,218.155,7.05275670224,451.481,1776.56867402,399.692300025,990.234089273,828,64.6162576793,356.057,408.119281702,355.830391899,7.06577565688,828,355.715624508
215.828304253,-362.909,106.402,116.676006173,355.752,482.304420047,0.750673,218.297,6.88392535732,426.315,2502.11539609,471.579233274,1174.11019355,829,78.0043249232,356.077,487.261196088,355.882868317,6.83643165867,829,355.769357203
185.120163445,-363.258,106.481,136.994421757,355.92,436.051792492,0.656863,218.362,4.91215207829,503.049,2661.4387236,807.442835765,1710.00132089,830,97.8727917018,356.267,435.277364645,356.047949372,7.41895784789,830,355.925590065
213.138047634,-364.316,106.522,121.127265575,357.315,599.343318358,0.776351,218.489,4.80890629653,424.688,3115.10040917,635.116018468,1813.71972602,831,76.4192631899,357.653,590.331993087,357.456901391,6.84690483863,831,357.336886588
167.174755742,-363.996,106.572,93.0511416234,357.097,213.747873405,0.787599,218.646,5.97462312546,480.078,2604.86368988,791.298373421,1236.02818844,832,89.6683333739,357.436,376.143534688,357.224648768,7.24478869373,832,357.100312829
149.945721471,-363.944,106.596,106.101333576,356.549,131.789265573,0.776897,218.762,6.23694702492,484.081,2838.68569798,571.303269504,574.541332263,833,93.1381905959,356.939,387.172736294,356.75617295,7.28954906675,833,356.587412013
216.896717131,-363.787,106.702,73.8770612052,356.81,408.866419394,0.802904,218.874,6.27357704591,471.419,1771.84369945,347.388176366,1170.31910893,834,49.7952229509,357.168,366.808226769,356.965402815,7.05639238715,834,356.824101105
191.490039887,-364.182,106.793,128.562498552,357.0,149.918649749,0.743085,219.07,7.09863877758,468.893,2987.93318999,836.147637739,1387.149444,835,75.4935132022,357.398,638.725451948,357.1991024,7.07861992284,835,357.021823506
136.535745062,-364.277,106.901,95.825714718,357.203,158.974634748,0.739869,219.146,5.59754559674,439.903,289.95606753,23.60455065,256.094426779,836,73.4149635501,357.514,371.826253397,357.325475484,6.84069908805,836,357.208037677
198.03860673,-364.932,106.975,109.452887071,357.709,239.951287048,0.767513,219.224,6.27764518099,454.691,3025.74558889,974.225851295,1533.16482497,837,83.294971986,358.067,374.826086934,357.874651756,7.09270859173,837,357.734543376
146.95326256,-364.641,107.064,47.4338494461,357.311,215.286693092,0.71052,219.372,6.47051856995,427.264,1712.39245476,298.569800183,386.047794466,838,40.3783951635,357.697,222.801652404,357.485813537,6.80253123537,838,357.310104948
192.156179259,-364.98,107.141,86.2880691143,357.561,278.71999538,0.74798,219.49,6.788692641,499.755,2842.20792014,635.887585038,1823.54962458,839,73.6080731305,357.907,316.027432105,357.716356332,7.31785580008,839,357.557035781
206.179796104,-365.621,107.197,74.1117037087,357.991,496.606350557,0.750578,219.598,6.66345157498,461.576,2831.44479502,656.595157016,2164.00424201,840,65.769695169,358.336,282.549378329,358.158969496,7.10733405131,840,358.001346817
140.907172761,-365.707,107.236,62.2251236403,358.352,132.102602393,0.736478,219.7,6.83822404021,417.432,2877.42652983,920.174892649,774.281330537,841,54.3196734874,358.71,226.637846805,358.541029853,6.96031441877,841,358.375414381
150.051343875,-366.257,107.241,112.065524535,359.118,165.982615912,0.694723,219.752,5.82210921002,443.404,2439.1380849,826.446543014,992.177518314,842,73.770529976,359.469,511.549939409,359.307283779,6.89332389385,842,359.129803164
173.658657822,-366.174,107.261,128.858783846,358.578,177.57004541,0.7461,219.896,3.89156027197,471.798,2398.90753072,648.091240251,840.598973792,843,88.5315182667,358.932,552.328682594,358.779708661,7.08174554577,843,358.607780456
199.151350464,-366.165,107.333,55.9110636014,358.65,625.65451187,0.790838,220.019,5.72042820862,479.651,2726.09333129,707.799212113,1780.48642617,844,59.8473670148,359.009,184.869806336,358.777225125,7.28779646889,844,358.648323538
199.016317687,-366.84,107.368,89.291338513,359.413,264.454195881,0.808741,220.155,6.28113965672,476.456,924.337465389,121.836976912,593.791798234,845,62.9143048268,359.756,363.11408343,359.538967383,7.11734325091,845,359.425209098
209.460870186,-366.965,107.416,61.9285846621,359.793,382.750506285,0.750737,220.266,5.84134164995,453.097,1524.54424711,302.802827898,896.9202779,846,58.5359837318,360.169,266.476786552,359.975599561,6.90726587602,846,359.809982139
212.39937493,-366.842,107.509,136.008054531,359.382,475.864517906,0.747618,220.385,6.57853111205,444.464,2344.95239999,459.792661222,1142.40622004,847,59.2147130202,359.766,709.374555293,359.549627783,6.93152617288,847,359.396426685
128.732377879,-366.857,107.558,96.1628638917,359.441,104.773341487,0.782163,220.492,6.54612383969,461.578,1703.67913443,501.219431675,449.675079945,848,81.1648913935,359.804,402.988610917,359.594392676,6.97762754075,848,359.447314887
195.981023712,-366.729,107.644,46.9162360069,359.182,285.060648536,0.694318,220.607,6.49574099463,482.294,1619.23914477,304.899330866,735.844977199,849,50.6703825394,359.578,195.006516012,359.353944831,7.119525953,849,359.195349314
197.302315773,-367.311,107.699,94.9761955284,359.902,287.707748742,0.744659,220.726,6.85535417012,508.424,3113.63965433,900.972262633,1515.52932219,850,75.7023994366,360.263,438.788293418,360.074928832,7.4340667205,850,359.934413408
188.008960627,-367.346,107.749,38.1398879071,360.31,212.523012499,0.760878,220.831,6.018499717,437.135,3158.82811974,1200.51786663,1696.12232601,851,42.0379834499,360.659,169.207086176,360.448527644,6.83534570187,851,360.316748659
143.820615928,-367.471,107.803,73.0699748414,360.088,146.688628965,0.754344,221.025,6.77143928125,506.711,2875.90123721,583.092471662,460.9074565,852,56.6799559308,360.488,296.739125083,360.260495289,7.27711863385,852,360.104427476
179.008828712,-367.558,107.877,100.827591829,360.133,151.366025445,0.769969,221.171,6.56835494389,479.509,2067.40203932,607.524772936,849.214891266,853,72.6855617866,360.511,467.659824954,360.28522044,7.25813516453,853,360.15623604
187.887824168,-367.902,107.916,56.2417185536,360.498,147.42182712,0.749806,221.256,6.78787470115,434.58,2608.18232956,727.21557696,1294.04635155,854,55.5926759375,360.887,242.050263932,360.656063233,6.93718253706,854,360.491471202
202.230928189,-367.689,108.049,113.290251881,360.454,261.12227968,0.768155,221.421,6.85222247896,490.252,2647.56698897,715.043320853,1306.34639686,855,95.1841789036,360.863,444.507185808,360.630447808,7.20684690622,855,360.461580151
220.417942502,-368.059,108.084,165.042686687,360.829,226.255785197,0.7982,221.53,6.81646200527,422.406,1788.61720311,394.428454073,1069.62141048,856,114.064194814,361.214,773.073419273,361.01331253,6.96491469797,856,360.851866466
215.81126997,-367.823,108.134,113.468125393,360.358,330.403286904,0.766909,221.672,5.60842418419,457.045,1778.70665507,415.270150618,1042.06534663,857,84.2382193681,360.704,401.416666939,360.476065743,6.97242244082,857,360.340169969
212.936038401,-368.088,108.217,97.3510355276,360.619,207.035281395,0.763287,221.83,7.22276408963,503.497,2985.72500195,958.270284296,1532.52268041,858,95.5537425779,361.017,287.404482682,360.783590374,7.26302118184,858,360.628990772
181.926618703,-367.982,108.248,108.939491874,360.745,238.390142663,0.763557,221.867,5.45237132711,446.849,1305.72876435,311.605213658,580.824393994,859,74.6242543769,361.127,520.754436643,360.915509685,6.92201676983,859,360.760426591
146.134645678,-367.581,108.293,77.9109235433,360.22,206.533168289,0.766145,222.002,5.7239011752,508.952,3025.00894217,670.867079582,569.587320766,860,63.8752735569,360.602,271.798975578,360.374580101,7.50196423011,860,360.215084135
213.095477246,-368.08,108.359,107.856535949,360.806,264.988394765,0.749441,222.149,5.36198369903,454.792,2196.32905494,462.565170561,912.371539961,861,91.6226023837,361.199,360.290898289,360.975277875,7.08191554789,861,360.814066341
207.492347194,-368.347,108.407,184.100978989,360.777,611.024480334,0.736463,222.253,5.34676858985,475.364,1617.97955509,301.316627478,993.201040193,862,128.842466207,361.172,607.192145297,360.9643314,7.25152164415,862,360.804872705
174.056504686,-368.726,108.452,121.558206009,361.23,151.662299804,0.740122,222.357,4.85749989761,435.136,1529.48924273,498.528677709,757.824516584,863,71.4593843179,361.592,623.709532868,361.381569762,6.83651402412,863,361.236314104
175.582932295,-369.301,108.512,111.642451165,361.62,122.792207121,0.740441,222.465,6.3208211813,493.147,2206.4020032,514.749405505,845.997543431,864,83.7842404655,361.951,364.242071335,361.746275803,7.22523593737,864,361.626869395
194.732779948,-369.735,108.564,87.122170768,362.028,163.59162851,0.778556,222.569,4.31396520678,473.638,2269.31446778,558.687945903,992.57233212,865,81.7278137774,362.402,405.54873113,362.218327783,7.28291011103,865,362.067016461
190.973088958,-370.15,108.642,111.626307317,362.481,134.607076486,0.776319,222.743,4.45107240169,480.243,1899.4097968,502.547665303,941.718727926,866,100.194849746,362.868,376.626535582,362.620294379,7.11445006331,866,362.479820322
155.699029498,-370.154,108.677,66.4295877145,362.595,124.291389905,0.730788,222.853,5.56420274248,443.992,2128.43522536,473.025063737,563.070919961,867,70.9644605277,362.963,240.886520855,362.747806493,6.94095465373,867,362.600729232
157.813802627,-370.608,108.685,92.3648063545,362.851,132.072645573,0.764281,222.952,5.12571364975,487.743,1297.45029857,366.204695237,582.991208126,868,85.4422560651,363.211,298.563994778,362.99485964,7.35786959074,868,362.878223575
187.99909544,-370.887,108.757,64.420533768,363.528,208.067796236,0.76945,222.971,8.26545393403,480.825,2312.42300853,522.781112787,979.055152652,869,66.8243414771,363.854,287.971585173,363.636352671,7.19405461572,869,363.545945353
184.26383141,-370.992,108.773,272.987416756,363.503,129.755110195,0.740708,223.08,6.97668762394,458.165,1657.80546717,484.20080613,909.288143318,870,132.503509595,363.876,1143.965105,363.610805019,6.98829388608,870,363.483831505
187.0841007,-370.839,108.83,46.3278432351,363.136,130.923141766,0.779487,223.188,6.809832123,495.341,1846.06107429,399.712185723,753.616036765,871,44.1990451237,363.517,154.065781437,363.279733369,7.33283108711,871,363.163447216
174.407197174,-371.334,108.944,106.320263413,363.858,262.491336139,0.756451,223.308,6.45881764037,527.895,1999.63118148,657.249066162,871.246518852,872,67.9035432553,364.189,436.853581174,363.988855749,7.54538672385,872,363.875446323
176.122771961,-371.06,109.0,88.0970382239,363.46,255.94124777,0.755579,223.466,6.11138401035,492.883,2164.33307923,644.789369835,917.384901969,873,76.9052060216,363.824,412.253927215,363.564738402,7.23908762074,873,363.457668145
208.609365294,-371.642,109.041,379.749015916,363.801,628.0877611,0.79285,223.606,5.41594941079,512.362,2987.39507814,619.937401981,1635.49068814,874,227.395006988,364.183,1344.69806349,363.972650065,7.33192915266,874,363.835298179
175.734363358,-371.152,109.09,74.1410660416,363.496,120.343452549,0.781211,223.725,5.46553932804,519.756,2135.01698799,535.266847972,855.820242548,875,59.4502498403,363.845,301.953171062,363.5987723,7.41961209581,875,363.493894144
